"test_ligand","auroc","aupr","aupr_corrected","pearson","sender","module","receiver"
"Nppa",0.609024101455078,0.00537564872232041,0.00207908475630038,0.0142920990543966,"Fibroblasts","midnightblue","Myocytes"
"Nrp1",0.612488135195185,0.00559426576942409,0.00229770180340406,0.0201469680053758,"Fibroblasts","midnightblue","Myocytes"
"Nrxn2",0.663837053418523,0.00572505479497002,0.00242849082894999,0.0190750982387752,"Fibroblasts","midnightblue","Myocytes"
"Ntn1",0.611362813499941,0.00518658987515692,0.00189002590913689,0.0183364971130848,"Fibroblasts","midnightblue","Myocytes"
"Nucb2",0.589066765825433,0.00537768093599704,0.00208111696997701,0.0189346021094167,"Fibroblasts","midnightblue","Myocytes"
"Pam",0.58508655191647,0.00534124588422332,0.00204468191820328,0.018199304387982,"Fibroblasts","midnightblue","Myocytes"
"Pdgfa",0.587031401368005,0.00418649840147025,0.000889934435450214,-0.0010599835729714,"Fibroblasts","midnightblue","Myocytes"
"Pecam1",0.632041822825427,0.00536048459269285,0.00206392062667282,0.019930823352388,"Fibroblasts","midnightblue","Myocytes"
"Penk",0.585937882242413,0.00483170674194779,0.00153514277592776,0.0112916494397199,"Fibroblasts","midnightblue","Myocytes"
"Pf4",0.648562034581627,0.00592594023187028,0.00262937626585024,0.0167773596308207,"Fibroblasts","midnightblue","Myocytes"
"Pgf",0.594399812120182,0.0055851298047774,0.00228856583875736,0.0148263405736613,"Fibroblasts","midnightblue","Myocytes"
"Pi16",0.637198731811358,0.00639603641497876,0.00309947244895873,0.0282998224793788,"Fibroblasts","midnightblue","Myocytes"
"Plat",0.599030755531205,0.00542291104919516,0.00212634708317513,0.0146883339275797,"Fibroblasts","midnightblue","Myocytes"
"Pltp",0.623384184826747,0.0057176702929373,0.00242110632691727,0.015951482107155,"Fibroblasts","midnightblue","Myocytes"
"Plxna1",0.630605814488269,0.00591272260936635,0.00261615864334632,0.0231191504829889,"Fibroblasts","midnightblue","Myocytes"
"Postn",0.595896979245141,0.00494639768241627,0.00164983371639624,0.000377630657072145,"Fibroblasts","midnightblue","Myocytes"
"Prg4",0.572377755814966,0.00559768523591021,0.00230112126989018,0.0184008605887086,"Fibroblasts","midnightblue","Myocytes"
"Prnp",0.614178564089538,0.00423072280667389,0.000934158840653854,-0.00240798334255912,"Fibroblasts","midnightblue","Myocytes"
"Psap",0.637758946307476,0.00571804094859053,0.0024214769825705,0.0226000063557531,"Fibroblasts","midnightblue","Myocytes"
"Psen1",0.623993326353075,0.00556870788257165,0.00227214391655161,0.0146003177717701,"Fibroblasts","midnightblue","Myocytes"
"Ptdss1",0.581439041813067,0.00526820544518289,0.00197164147916286,0.0182193830265705,"Fibroblasts","midnightblue","Myocytes"
"Ptgfrn",0.604111827620288,0.00513115230741515,0.00183458834139512,0.017967315596483,"Fibroblasts","midnightblue","Myocytes"
"Ptprm",0.606641355083006,0.00508117390173639,0.00178460993571635,0.0194731167904681,"Fibroblasts","midnightblue","Myocytes"
"Rarres2",0.598186764259803,0.00498769742756127,0.00169113346154124,0.0180119727185121,"Fibroblasts","midnightblue","Myocytes"
"Ret",0.561704324170912,0.00371856663857852,0.000422002672558483,0.00312136040273409,"Fibroblasts","midnightblue","Myocytes"
"Rgma",0.644642979460415,0.00562378849038624,0.00232722452436621,0.0233753853959625,"Fibroblasts","midnightblue","Myocytes"
"Robo1",0.610413629113529,0.00547957326826941,0.00218300930224937,0.0212068430191419,"Fibroblasts","midnightblue","Myocytes"
"Rspo1",0.601790240035997,0.00476708461462423,0.0014705206486042,0.017396626517456,"Fibroblasts","midnightblue","Myocytes"
"Rtn4",0.590815907156069,0.00536683208586572,0.00207026811984568,0.0164971350092772,"Fibroblasts","midnightblue","Myocytes"
"S100a4",0.622880236415408,0.00531264484193611,0.00201608087591608,0.0194467746462715,"Fibroblasts","midnightblue","Myocytes"
"S100a8",0.598739639701357,0.00540200579550348,0.00210544182948344,0.0202767541642607,"Fibroblasts","midnightblue","Myocytes"
"S100a9",0.602321098313978,0.0055965659888541,0.00230000202283406,0.0192192262193862,"Fibroblasts","midnightblue","Myocytes"
"Sdc2",0.615291654027187,0.00591966188728735,0.00262309792126732,0.0234323197795084,"Fibroblasts","midnightblue","Myocytes"
"Sema3b",0.625757145792732,0.00578029493596327,0.00248373096994324,0.0179810975782791,"Fibroblasts","midnightblue","Myocytes"
"Sema3c",0.60142573366079,0.00560707850220108,0.00231051453618104,0.0212180387623354,"Fibroblasts","midnightblue","Myocytes"
"Sema3d",0.607522041627106,0.0056404232808275,0.00234385931480746,0.0217790746316376,"Fibroblasts","midnightblue","Myocytes"
"Sema4c",0.598203888720367,0.00574056867002531,0.00244400470400528,0.020882452107615,"Fibroblasts","midnightblue","Myocytes"
"Sema5a",0.607333672560736,0.00547917843097833,0.0021826144649583,0.0193512033366635,"Fibroblasts","midnightblue","Myocytes"
"Sema6d",0.608505474934662,0.00510357494864356,0.00180701098262353,0.0198305633772937,"Fibroblasts","midnightblue","Myocytes"
"Serpine1",0.602272171283754,0.00579458587554201,0.00249802190952198,0.0181767391605769,"Fibroblasts","midnightblue","Myocytes"
"Serpine2",0.60341706379104,0.00592738732826295,0.00263082336224292,0.0187405618035472,"Fibroblasts","midnightblue","Myocytes"
"Serpinf1",0.577740158327881,0.0053327830378937,0.00203621907187366,0.0164850660896322,"Fibroblasts","midnightblue","Myocytes"
"Serping1",0.609498693648296,0.00602420801246101,0.00272764404644098,0.0242242829906467,"Fibroblasts","midnightblue","Myocytes"
"Sfrp1",0.612241053692524,0.00495109361212682,0.00165452964610679,0.0173362059187218,"Fibroblasts","midnightblue","Myocytes"
"Shisa4",0.61123315686985,0.00572322539704937,0.00242666143102934,0.022201517542409,"Fibroblasts","midnightblue","Myocytes"
"Sirpa",0.622571996124976,0.00596186436828963,0.0026653004022696,0.0254142113988628,"Fibroblasts","midnightblue","Myocytes"
"Slc6a8",0.612676504261543,0.00539689575899846,0.00210033179297843,0.0192592586220088,"Fibroblasts","midnightblue","Myocytes"
"Slit2",0.58333496423435,0.00551323873559924,0.00221667476957921,0.017017200017841,"Fibroblasts","midnightblue","Myocytes"
"Sparc",0.613576761617721,0.00458699571572447,0.00129043174970444,-0.00422988543333858,"Fibroblasts","midnightblue","Myocytes"
"Spon1",0.592237237384177,0.00496037104818952,0.00166380708216949,0.0142507547940224,"Fibroblasts","midnightblue","Myocytes"
"Spon2",0.608466333310501,0.00469479073410854,0.0013982267680885,0.0179469828620017,"Fibroblasts","midnightblue","Myocytes"
"Tfpi",0.573488399401113,0.00584677456040262,0.00255021059438258,0.0135336637588603,"Fibroblasts","midnightblue","Myocytes"
"Tgfb1",0.653107355689721,0.00582840087717601,0.00253183691115597,0.01992730910501,"Fibroblasts","midnightblue","Myocytes"
"Tgfb2",0.655597741528292,0.00523594154954874,0.00193937758352871,0.000334372248920581,"Fibroblasts","midnightblue","Myocytes"
"Tgfb3",0.640117229164412,0.00512472350635873,0.00182815954033869,0.0122491039677096,"Fibroblasts","midnightblue","Myocytes"
"Tgfbi",0.621720665799033,0.00551127838624646,0.00221471442022643,0.0216671002954303,"Fibroblasts","midnightblue","Myocytes"
"Tgm2",0.592051314669313,0.00440848561924458,0.00111192165322455,-0.000932696039042094,"Fibroblasts","midnightblue","Myocytes"
"Thbs1",0.651884179934008,0.00637477788736862,0.00307821392134859,0.0236306660668075,"Fibroblasts","midnightblue","Myocytes"
"Thbs2",0.640048731322067,0.00576518857577396,0.00246862460975393,0.0204149619033355,"Fibroblasts","midnightblue","Myocytes"
"Timp1",0.57961895628857,0.00593116149742778,0.00263459753140775,0.013577528445134,"Fibroblasts","midnightblue","Myocytes"
"Timp2",0.648875167575077,0.00612954601346377,0.00283298204744374,0.0242478044517873,"Fibroblasts","midnightblue","Myocytes"
"Timp3",0.582598612429424,0.00593847922983908,0.00264191526381905,0.02123890329175,"Fibroblasts","midnightblue","Myocytes"
"Tnfsf12",0.602575518871175,0.0059631546936425,0.00266659072762247,0.0273895966771933,"Fibroblasts","midnightblue","Myocytes"
"Tnxb",0.617967962580584,0.00518481869597214,0.00188825472995211,0.0177315005561009,"Fibroblasts","midnightblue","Myocytes"
"Trf",0.606665818598128,0.00538764916264204,0.00209108519662201,0.0162133703534765,"Fibroblasts","midnightblue","Myocytes"
"Tslp",0.60341706379107,0.00628482040456618,0.00298825643854615,0.0239835911514704,"Fibroblasts","midnightblue","Myocytes"
"Tspan3",0.612571311146523,0.00609175868226709,0.00279519471624705,0.0244903395362517,"Fibroblasts","midnightblue","Myocytes"
"Tspan5",0.554920591429937,0.0045757584585462,0.00127919449252616,0.0126305070898603,"Fibroblasts","midnightblue","Myocytes"
"Vcam1",0.6032091239126,0.00536069442812702,0.00206413046210699,0.016366180227978,"Fibroblasts","midnightblue","Myocytes"
"Vcan",0.623102854402928,0.00545001139481452,0.00215344742879449,0.0215281500093766,"Fibroblasts","midnightblue","Myocytes"
"Vegfa",0.596699382540875,0.00486448023558659,0.00156791626956655,0.0105081851911225,"Fibroblasts","midnightblue","Myocytes"
"Vegfb",0.563443680095495,0.00486537283433419,0.00156880886831416,0.0142459543255787,"Fibroblasts","midnightblue","Myocytes"
"Vegfc",0.539983169101592,0.00367205022558433,0.000375486259564301,-0.0121025802574518,"Fibroblasts","midnightblue","Myocytes"
"Vsig10",0.6071306253853,0.00558281831528843,0.0022862543492684,0.0230546713022447,"Fibroblasts","midnightblue","Myocytes"
"Wnt11",0.635518088323072,0.00574770630247499,0.00245114233645496,0.0173316249887085,"Fibroblasts","midnightblue","Myocytes"
"Wnt5a",0.616206589492435,0.00490908052440995,0.00161251655838992,0.00429121799116175,"Fibroblasts","midnightblue","Myocytes"
"Wnt9a",0.611839852044663,0.00518460555076876,0.00188804158474873,0.0163859331412656,"Fibroblasts","midnightblue","Myocytes"
"Zdhhc5",0.595275605961264,0.00523024985054966,0.00193368588452962,0.0182491366640909,"Fibroblasts","midnightblue","Myocytes"
"Znrf3",0.586385564569004,0.00443212725284223,0.0011355632868222,0.0137752152485333,"Fibroblasts","midnightblue","Myocytes"
"Abca1",0.578552347029622,0.0051784516244239,0.00188188765840387,0.00812253712139723,"EndothelialCells","midnightblue","Myocytes"
"Adam10",0.621099292515117,0.00611897136437663,0.00282240739835659,0.0220161217306193,"EndothelialCells","midnightblue","Myocytes"
"Adam15",0.60675388725255,0.00554190545995123,0.00224534149393119,0.0205237203581514,"EndothelialCells","midnightblue","Myocytes"
"Adam17",0.622381180707082,0.00578499486513335,0.00248843089911332,0.00788230468218249,"EndothelialCells","midnightblue","Myocytes"
"Adam9",0.624555987200679,0.00541177315413692,0.00211520918811688,0.0185228776229347,"EndothelialCells","midnightblue","Myocytes"
"Adm",0.555206814556754,0.00410215066635924,0.000805586700339207,0.00171917044821624,"EndothelialCells","midnightblue","Myocytes"
"Agrn",0.593039640679874,0.00513326845567066,0.00183670448965063,0.0134474125985571,"EndothelialCells","midnightblue","Myocytes"
"Angpt2",0.586845478653124,0.00571798029357819,0.00242141632755816,0.0139826034322325,"EndothelialCells","midnightblue","Myocytes"
"Angptl4",0.563340933332011,0.0049087843858914,0.00161222041987137,0.0103520296119412,"EndothelialCells","midnightblue","Myocytes"
"Anxa1",0.600985390388756,0.00526882868146772,0.00197226471544769,0.0197873176532061,"EndothelialCells","midnightblue","Myocytes"
"Anxa2",0.591977924123937,0.0049371760004179,0.00164061203439787,0.0135966981263275,"EndothelialCells","midnightblue","Myocytes"
"Apoe",0.636183495934149,0.00585685070212054,0.00256028673610051,0.016491506480891,"EndothelialCells","midnightblue","Myocytes"
"App",0.596865734443647,0.00423612141286452,0.000939557446844488,-0.0068279967891225,"EndothelialCells","midnightblue","Myocytes"
"B2m",0.593614533285039,0.00592541252806421,0.00262884856204418,0.0178595525486897,"EndothelialCells","midnightblue","Myocytes"
"Bace2",0.551397845253584,0.00415594082412566,0.000859376858105629,0.00863206793778154,"EndothelialCells","midnightblue","Myocytes"
"Bmp1",0.628883583024266,0.00532119178937489,0.00202462782335486,0.0224010200395809,"EndothelialCells","midnightblue","Myocytes"
"Bmp4",0.635982895110229,0.0047922474211116,0.00149568345509156,0.0015813456588639,"EndothelialCells","midnightblue","Myocytes"
"C1qa",0.579508870470556,0.00540466024877471,0.00210809628275468,0.0123126062457891,"EndothelialCells","midnightblue","Myocytes"
"C1qb",0.613540066345028,0.00578008420589384,0.00248352023987381,0.0222937332233538,"EndothelialCells","midnightblue","Myocytes"
"Calm1",0.601266720812574,0.00540538308762737,0.00210881912160733,0.0150591351280096,"EndothelialCells","midnightblue","Myocytes"
"Calm2",0.614792598318851,0.0054404529235416,0.00214388895752157,0.012603356636489,"EndothelialCells","midnightblue","Myocytes"
"Calm3",0.600231914123278,0.00515630813667506,0.00185974417065503,0.0154808764703503,"EndothelialCells","midnightblue","Myocytes"
"Calr",0.585634534655019,0.00429677583317614,0.00100021186715611,-0.00387684572833127,"EndothelialCells","midnightblue","Myocytes"
"Cd320",0.569126554656384,0.00482391497051736,0.00152735100449733,0.0121623016409978,"EndothelialCells","midnightblue","Myocytes"
"Cd38",0.616725216012832,0.0057759500029561,0.00247938603693607,0.0200101615555015,"EndothelialCells","midnightblue","Myocytes"
"Cd47",0.608133629504959,0.00568208494156058,0.00238552097554054,0.0187664696912421,"EndothelialCells","midnightblue","Myocytes"
"Cd9",0.590483203350505,0.00519347648470553,0.0018969125186855,0.00734628312349348,"EndothelialCells","midnightblue","Myocytes"
"Cdh5",0.60134255770944,0.00493061140869041,0.00163404744267038,0.0152754295516787,"EndothelialCells","midnightblue","Myocytes"
"Col15a1",0.607693286232914,0.00507181278993707,0.00177524882391704,0.0163081507995505,"EndothelialCells","midnightblue","Myocytes"
"Col3a1",0.627562553208138,0.00539666050489767,0.00210009653887763,0.021285653069374,"EndothelialCells","midnightblue","Myocytes"
"Col4a1",0.601200669321765,0.00515499545451836,0.00185843148849833,0.015289235342917,"EndothelialCells","midnightblue","Myocytes"
"Col4a2",0.614714315070491,0.00556896971398103,0.00227240574796099,0.0199051939740891,"EndothelialCells","midnightblue","Myocytes"
"Copa",0.594160069672102,0.00503582806135517,0.00173926409533514,0.011557582619576,"EndothelialCells","midnightblue","Myocytes"
"Csf1",0.597125047703853,0.00531468511660685,0.00201812115058682,0.00884210218205033,"EndothelialCells","midnightblue","Myocytes"
"Ctsd",0.593284275831005,0.00551362861152957,0.00221706464550954,0.0192161876218771,"EndothelialCells","midnightblue","Myocytes"
"Cx3cl1",0.591968138717894,0.00446974633539934,0.0011731823693793,-0.00317972319057773,"EndothelialCells","midnightblue","Myocytes"
"Cxcl12",0.605846290841849,0.00529948907292479,0.00200292510690476,0.0142652570474405,"EndothelialCells","midnightblue","Myocytes"
"Dcn",0.655891303709608,0.00611580840419762,0.00281924443817759,0.0215079672750169,"EndothelialCells","midnightblue","Myocytes"
"Dll4",0.613153542806256,0.00603449104696727,0.00273792708094724,0.0212560730920006,"EndothelialCells","midnightblue","Myocytes"
"Edn1",0.662097697493967,0.00731596918207297,0.00401940521605293,0.0397247019750132,"EndothelialCells","midnightblue","Myocytes"
"Efemp2",0.591610971397255,0.00488264872045666,0.00158608475443663,0.0156360903428448,"EndothelialCells","midnightblue","Myocytes"
"Efna1",0.598169639799207,0.00513561606837328,0.00183905210235325,0.0184434596738146,"EndothelialCells","midnightblue","Myocytes"
"Efnb1",0.581881831436569,0.00549006821074643,0.0021935042447264,0.0194577401268639,"EndothelialCells","midnightblue","Myocytes"
"Efnb2",0.587789770336509,0.00522706801330941,0.00193050404728937,0.0188330330796359,"EndothelialCells","midnightblue","Myocytes"
"Eng",0.651845038309827,0.00550161780038043,0.0022050538343604,0.0228194489426667,"EndothelialCells","midnightblue","Myocytes"
"Epha4",0.565033808577886,0.00434997132888473,0.0010534073628647,0.00299189596833703,"EndothelialCells","midnightblue","Myocytes"
"Esam",0.594453631853427,0.00587945804720061,0.00258289408118058,0.0218466875907368,"EndothelialCells","midnightblue","Myocytes"
"F11r",0.586221659017756,0.00565105062072289,0.00235448665470285,0.0168703503285607,"EndothelialCells","midnightblue","Myocytes"
"Fam3c",0.624122982983146,0.0060335636244183,0.00273699965839826,0.0211542394496999,"EndothelialCells","midnightblue","Myocytes"
"Fbn1",0.607018093215787,0.00515611142717896,0.00185954746115893,0.0149976092546933,"EndothelialCells","midnightblue","Myocytes"
"Fn1",0.612033113814035,0.00529642387549112,0.00199985990947108,0.0155702097652653,"EndothelialCells","midnightblue","Myocytes"
"Furin",0.626950965330314,0.00894574206662632,0.00564917810060629,0.0387009909246851,"EndothelialCells","midnightblue","Myocytes"
"Glg1",0.586062646169493,0.00469370014037738,0.00139713617435735,0.0157207909425073,"EndothelialCells","midnightblue","Myocytes"
"Gnas",0.603725304081486,0.00547134487463309,0.00217478090861305,0.0137921754552552,"EndothelialCells","midnightblue","Myocytes"
"Gpi1",0.60613740667169,0.00566647881200329,0.00236991484598326,0.0135535783122005,"EndothelialCells","midnightblue","Myocytes"
"Grn",0.645846584404007,0.0056840080912859,0.00238744412526587,0.0144727942282641,"EndothelialCells","midnightblue","Myocytes"
"Gstp1",0.617667061344717,0.00586599173071074,0.00256942776469071,0.0230771230380532,"EndothelialCells","midnightblue","Myocytes"
"H2-D1",0.598152515338609,0.00599803134959787,0.00270146738357784,0.0234522853274318,"EndothelialCells","midnightblue","Myocytes"
"H2-K1",0.59807912479327,0.00602516044736289,0.00272859648134286,0.0234300135461393,"EndothelialCells","midnightblue","Myocytes"
"H2-Q4",0.598157408041632,0.00600064379745367,0.00270407983143364,0.0234535638088944,"EndothelialCells","midnightblue","Myocytes"
"Hbegf",0.60749023905746,0.00501978323036434,0.00172321926434431,-0.000693538695738872,"EndothelialCells","midnightblue","Myocytes"
"Hsp90b1",0.59973285841497,0.00594487337928728,0.00264830941326725,0.0220149510509744,"EndothelialCells","midnightblue","Myocytes"
"Hspg2",0.60228195668976,0.00540716170623172,0.00211059774021169,0.0207951451800572,"EndothelialCells","midnightblue","Myocytes"
"Icam1",0.627435342929545,0.00543563982579078,0.00213907585977075,0.0195462880196172,"EndothelialCells","midnightblue","Myocytes"
"Igfbp4",0.587320070846323,0.00535747711333794,0.00206091314731791,0.0194547889264382,"EndothelialCells","midnightblue","Myocytes"
"Il15",0.569288013856149,0.00424257079955353,0.000946006833533501,0.00956061213716773,"EndothelialCells","midnightblue","Myocytes"
"Il16",0.596525691583569,0.00541958955268923,0.0021230255866692,0.0177998206590116,"EndothelialCells","midnightblue","Myocytes"
"Jag1",0.653836368440091,0.012180642726184,0.00888407876016397,0.0353762767640552,"EndothelialCells","midnightblue","Myocytes"
"Jag2",0.617282984157429,0.00732334905387308,0.00402678508785305,0.0282908320942721,"EndothelialCells","midnightblue","Myocytes"
"Jam2",0.623438004560001,0.00781070131213834,0.0045141373461183,0.028962026291195,"EndothelialCells","midnightblue","Myocytes"
"Jam3",0.618178348810562,0.00594523693459212,0.00264867296857209,0.0236462452239777,"EndothelialCells","midnightblue","Myocytes"
"Lama4",0.570513635963334,0.00444448955164264,0.0011479255856226,0.0128354939223004,"EndothelialCells","midnightblue","Myocytes"
"Lama5",0.616842640885361,0.00586537975310271,0.00256881578708268,0.0235679811640709,"EndothelialCells","midnightblue","Myocytes"
"Lamb1",0.596978266613144,0.00519624022388354,0.00189967625786351,0.017836958590826,"EndothelialCells","midnightblue","Myocytes"
"Lamb2",0.598578180501571,0.00568010376727039,0.00238353980125036,0.0208260512292605,"EndothelialCells","midnightblue","Myocytes"
"Lamc1",0.601034317418969,0.00516336804629146,0.00186680408027143,0.0166021199902258,"EndothelialCells","midnightblue","Myocytes"
"Lfng",0.625713111465547,0.00718997729709735,0.00389341333107732,0.028641266013779,"EndothelialCells","midnightblue","Myocytes"
"Lgals1",0.598808137543649,0.00516752944321723,0.0018709654771972,0.0104288582413211,"EndothelialCells","midnightblue","Myocytes"
"Lgals3bp",0.621764700126229,0.00549220854140456,0.00219564457538452,0.0205887197230032,"EndothelialCells","midnightblue","Myocytes"
"Lin7c",0.584511659311293,0.00552055545323046,0.00222399148721043,0.0192022025143267,"EndothelialCells","midnightblue","Myocytes"
"Lpl",0.596709167946925,0.00555478950913918,0.00225822554311915,0.0184974942469577,"EndothelialCells","midnightblue","Myocytes"
"Lrpap1",0.597932343702589,0.00525216781194067,0.00195560384592063,0.0192405813056393,"EndothelialCells","midnightblue","Myocytes"
"Ltbp1",0.655901089115689,0.00789887757614651,0.00460231361012648,0.0309602757840971,"EndothelialCells","midnightblue","Myocytes"
"Lum",0.598367794271602,0.00520255804423702,0.00190599407821699,0.0187157712229478,"EndothelialCells","midnightblue","Myocytes"
"Mcam",0.605530711496836,0.00550688260502692,0.00221031863900689,0.0144694177292889,"EndothelialCells","midnightblue","Myocytes"
"Mfap5",0.610041783683789,0.00606349856668324,0.00276693460066321,0.0213394998059034,"EndothelialCells","midnightblue","Myocytes"
"Mfge8",0.546211580049497,0.00517814518319911,0.00188158121717908,0.0130732906852051,"EndothelialCells","midnightblue","Myocytes"
"Mfng",0.590632430792697,0.00622495947260253,0.00292839550658249,0.0245286098805095,"EndothelialCells","midnightblue","Myocytes"
"Mif",0.575200845459071,0.00415079054344136,0.000854226577421327,0.00116543882109244,"EndothelialCells","midnightblue","Myocytes"
"Mmp15",0.557993208928203,0.0153684026125252,0.0120718386465052,0.032341621178698,"EndothelialCells","midnightblue","Myocytes"
"Mmrn2",0.594426721986839,0.00456657968457134,0.00127001571855131,0.0174338801928545,"EndothelialCells","midnightblue","Myocytes"
"Mpdz",0.588049083596728,0.00580915752629773,0.00251259356027769,0.0196062997637208,"EndothelialCells","midnightblue","Myocytes"
"Msn",0.636636070963747,0.00607357695507471,0.00277701298905467,0.0256412341068023,"EndothelialCells","midnightblue","Myocytes"
"Mxra8",0.618334915307321,0.00750300141230293,0.0042064374462829,0.0306782610042132,"EndothelialCells","midnightblue","Myocytes"
"Nampt",0.627371737790244,0.00606390321655232,0.00276733925053229,0.0215421743664929,"EndothelialCells","midnightblue","Myocytes"
"Nid1",0.613899680017223,0.00614618544639186,0.00284962148037183,0.0240664557516792,"EndothelialCells","midnightblue","Myocytes"
"Nppa",0.609024101455078,0.00537564872232041,0.00207908475630038,0.0142920990543966,"EndothelialCells","midnightblue","Myocytes"
"Nrp1",0.612488135195185,0.00559426576942409,0.00229770180340406,0.0201469680053758,"EndothelialCells","midnightblue","Myocytes"
"Nts",0.582564363508239,0.00562559237769201,0.00232902841167198,0.0162859528907471,"EndothelialCells","midnightblue","Myocytes"
"Nucb2",0.589066765825433,0.00537768093599704,0.00208111696997701,0.0189346021094167,"EndothelialCells","midnightblue","Myocytes"
"Pam",0.58508655191647,0.00534124588422332,0.00204468191820328,0.018199304387982,"EndothelialCells","midnightblue","Myocytes"
"Pdgfb",0.616568649516107,0.00650744103620088,0.00321087707018085,0.0295654682411628,"EndothelialCells","midnightblue","Myocytes"
"Pecam1",0.632041822825427,0.00536048459269285,0.00206392062667282,0.019930823352388,"EndothelialCells","midnightblue","Myocytes"
"Pf4",0.648562034581627,0.00592594023187028,0.00262937626585024,0.0167773596308207,"EndothelialCells","midnightblue","Myocytes"
"Pi16",0.637198731811358,0.00639603641497876,0.00309947244895873,0.0282998224793788,"EndothelialCells","midnightblue","Myocytes"
"Plat",0.599030755531205,0.00542291104919516,0.00212634708317513,0.0146883339275797,"EndothelialCells","midnightblue","Myocytes"
"Pltp",0.623384184826747,0.0057176702929373,0.00242110632691727,0.015951482107155,"EndothelialCells","midnightblue","Myocytes"
"Prg4",0.572377755814966,0.00559768523591021,0.00230112126989018,0.0184008605887086,"EndothelialCells","midnightblue","Myocytes"
"Prnp",0.614178564089538,0.00423072280667389,0.000934158840653854,-0.00240798334255912,"EndothelialCells","midnightblue","Myocytes"
"Psap",0.637758946307476,0.00571804094859053,0.0024214769825705,0.0226000063557531,"EndothelialCells","midnightblue","Myocytes"
"Psen1",0.623993326353075,0.00556870788257165,0.00227214391655161,0.0146003177717701,"EndothelialCells","midnightblue","Myocytes"
"Ptdss1",0.581439041813067,0.00526820544518289,0.00197164147916286,0.0182193830265705,"EndothelialCells","midnightblue","Myocytes"
"Ptgfrn",0.604111827620288,0.00513115230741515,0.00183458834139512,0.017967315596483,"EndothelialCells","midnightblue","Myocytes"
"Ptprm",0.606641355083006,0.00508117390173639,0.00178460993571635,0.0194731167904681,"EndothelialCells","midnightblue","Myocytes"
"Rtn4",0.590815907156069,0.00536683208586572,0.00207026811984568,0.0164971350092772,"EndothelialCells","midnightblue","Myocytes"
"S100a8",0.598739639701357,0.00540200579550348,0.00210544182948344,0.0202767541642607,"EndothelialCells","midnightblue","Myocytes"
"S100a9",0.602321098313978,0.0055965659888541,0.00230000202283406,0.0192192262193862,"EndothelialCells","midnightblue","Myocytes"
"Sema3f",0.623264313602701,0.005836044881057,0.00253948091503697,0.0236201664500176,"EndothelialCells","midnightblue","Myocytes"
"Sema4c",0.598203888720367,0.00574056867002531,0.00244400470400528,0.020882452107615,"EndothelialCells","midnightblue","Myocytes"
"Sema6a",0.618217490434745,0.00566860033632178,0.00237203637030175,0.0241167111950905,"EndothelialCells","midnightblue","Myocytes"
"Sema6b",0.62094761872144,0.00568120517453402,0.00238464120851399,0.0237831997004986,"EndothelialCells","midnightblue","Myocytes"
"Sema6d",0.608505474934662,0.00510357494864356,0.00180701098262353,0.0198305633772937,"EndothelialCells","midnightblue","Myocytes"
"Sema7a",0.607707964341983,0.00582746874503288,0.00253090477901285,0.021205604376974,"EndothelialCells","midnightblue","Myocytes"
"Serping1",0.609498693648296,0.00602420801246101,0.00272764404644098,0.0242242829906467,"EndothelialCells","midnightblue","Myocytes"
"Sparc",0.613576761617721,0.00458699571572447,0.00129043174970444,-0.00422988543333858,"EndothelialCells","midnightblue","Myocytes"
"Tfpi",0.573488399401113,0.00584677456040262,0.00255021059438258,0.0135336637588603,"EndothelialCells","midnightblue","Myocytes"
"Tgfb1",0.653107355689721,0.00582840087717601,0.00253183691115597,0.01992730910501,"EndothelialCells","midnightblue","Myocytes"
"Tgm2",0.592051314669313,0.00440848561924458,0.00111192165322455,-0.000932696039042094,"EndothelialCells","midnightblue","Myocytes"
"Timp2",0.648875167575077,0.00612954601346377,0.00283298204744374,0.0242478044517873,"EndothelialCells","midnightblue","Myocytes"
"Timp3",0.582598612429424,0.00593847922983908,0.00264191526381905,0.02123890329175,"EndothelialCells","midnightblue","Myocytes"
"Tnfsf12",0.602575518871175,0.0059631546936425,0.00266659072762247,0.0273895966771933,"EndothelialCells","midnightblue","Myocytes"
"Trf",0.606665818598128,0.00538764916264204,0.00209108519662201,0.0162133703534765,"EndothelialCells","midnightblue","Myocytes"
"Tspan3",0.612571311146523,0.00609175868226709,0.00279519471624705,0.0244903395362517,"EndothelialCells","midnightblue","Myocytes"
"Tspan5",0.554920591429937,0.0045757584585462,0.00127919449252616,0.0126305070898603,"EndothelialCells","midnightblue","Myocytes"
"Vcam1",0.6032091239126,0.00536069442812702,0.00206413046210699,0.016366180227978,"EndothelialCells","midnightblue","Myocytes"
"Vegfc",0.539983169101592,0.00367205022558433,0.000375486259564301,-0.0121025802574518,"EndothelialCells","midnightblue","Myocytes"
"Vsig10",0.6071306253853,0.00558281831528843,0.0022862543492684,0.0230546713022447,"EndothelialCells","midnightblue","Myocytes"
"Vwf",0.620350708952659,0.00557209472124847,0.00227553075522843,0.0167348780879737,"EndothelialCells","midnightblue","Myocytes"
"Zdhhc5",0.595275605961264,0.00523024985054966,0.00193368588452962,0.0182491366640909,"EndothelialCells","midnightblue","Myocytes"
"Abca1",0.578552347029622,0.0051784516244239,0.00188188765840387,0.00812253712139723,"Leukocytes","midnightblue","Myocytes"
