"test_ligand","auroc","aupr","aupr_corrected","pearson","sender","module","receiver"
"Bmp4",0.437717997215072,0.00402329221749015,-0.000891810552840502,-0.00651578183223717,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Bmp6",0.461122223582923,0.00425813782012883,-0.000656964950201826,-0.00336503719204719,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Boc",0.437749747134564,0.00395963868068758,-0.000955464089643076,-0.0144478762544311,"EndocardialCells","lightcyan","SmoothMuscleCells"
"C1qa",0.424160781592295,0.0038962313104352,-0.00101887145989546,-0.0112739323009443,"EndocardialCells","lightcyan","SmoothMuscleCells"
"C1qb",0.415302554054237,0.00382721546795765,-0.00108788730237301,-0.016560096576324,"EndocardialCells","lightcyan","SmoothMuscleCells"
"C3",0.415674481682557,0.0038205583007448,-0.00109454446958585,-0.0162154643941254,"EndocardialCells","lightcyan","SmoothMuscleCells"
"C4b",0.410603565969526,0.00375276614016128,-0.00116233663016937,-0.0172170714207316,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Calm1",0.434992039841607,0.00394443350782911,-0.000970669262501544,-0.0127309774308101,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Calm2",0.44414962376345,0.00399841071973668,-0.000916692050593976,-0.0107198718773726,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Calm3",0.438021889301633,0.00396371492711989,-0.00095138784321076,-0.0138887600602346,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Calr",0.425775491783567,0.00468555286711775,-0.000229549903212905,0.00201580940752782,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ccl19",0.432937366480244,0.00397701565104982,-0.00093808711928083,-0.0100118524033875,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cd320",0.401863266703853,0.00374496345089565,-0.001170139319435,-0.0143686848520736,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cd38",0.472470551949668,0.00440631041658808,-0.000508792353742571,-0.00733198874501987,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cd44",0.453470492985533,0.00409879781331005,-0.000816304957020604,-0.00934994692700948,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cd47",0.414145949844192,0.00383469628675702,-0.00108040648357363,-0.0145460571585785,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cd55",0.397041814643968,0.00374096900511303,-0.00117413376521762,-0.0171721336451995,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cd9",0.406498754949581,0.00372989708434338,-0.00118520568598727,-0.0117716663563926,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cdh5",0.434620112213281,0.00392757093965706,-0.000987531830673589,-0.0134841221562102,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cklf",0.43671107119692,0.00430068995443821,-0.000614412815892441,-0.0123108878782751,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col18a1",0.418078404158329,0.00381315603946058,-0.00110194673087007,-0.0166902218177234,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col1a2",0.435740430801043,0.00393152293107222,-0.000983579839258435,-0.0154343866599626,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col3a1",0.4167721217564,0.0038463704484878,-0.00106873232184285,-0.0184618116291868,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col4a1",0.412667310736457,0.00379711443104694,-0.00111798833928372,-0.0157804074568098,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col4a2",0.415878588307864,0.00379831651390294,-0.00111678625642771,-0.0160350929410003,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col4a4",0.406358148163266,0.00375295747129218,-0.00116214529903847,-0.0165170097554278,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col4a5",0.404557474157833,0.00373327415373606,-0.00118182861659459,-0.0181100307460512,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col5a2",0.426337918928845,0.00388202118222505,-0.0010330815881056,-0.0140059725279636,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col6a1",0.412676382142027,0.00381779688437752,-0.00109730588595313,-0.0147550728883621,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Col6a3",0.394968998471466,0.00371288102912645,-0.00120222174120421,-0.0204063295899482,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Comp",0.433912542578901,0.00394812884027128,-0.000966973930059376,-0.0146914089614385,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Copa",0.39616188830378,0.00368255392821095,-0.00123254884211971,-0.0156162644724591,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cp",0.424754958657067,0.00401058634389644,-0.000904516426434213,-0.0131403635024307,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ctsd",0.414785483936806,0.00377936225353446,-0.00113574051679619,-0.0174368371785444,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cx3cl1",0.413361273262482,0.00377369113366389,-0.00114141163666677,-0.0116501979368172,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Cxcl12",0.475831507712963,0.00458269425828566,-0.000332408512044993,-0.00180003973678689,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Dcn",0.449252289395973,0.00419396045061612,-0.000721142319714534,-0.00855933608840389,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Dll1",0.448830469037023,0.00404542323398601,-0.000869679536344647,-0.0111630924768286,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Dll4",0.442739020197483,0.00399926507148598,-0.000915837698844668,-0.012906663402426,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Edn1",0.42676881069337,0.00392298257495738,-0.000992120195373277,-0.00960972523991876,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Efemp2",0.479877354596698,0.00428139780196662,-0.000633704968364037,-0.00810783187128203,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Efna1",0.47716954003437,0.00432433958064772,-0.000590763189682932,-0.00860472060995708,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Efna5",0.420527683661941,0.00392412392032928,-0.000990978850001372,-0.0129962460553308,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Efnb1",0.435336753253222,0.00395745160574959,-0.00095765116458106,-0.0152412016836972,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Efnb2",0.428406199398559,0.00393758737433996,-0.000977515395990694,-0.0156678795510155,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Eng",0.460913581254838,0.00418846618508538,-0.000726636585245276,-0.0124938897044962,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Entpd1",0.428428877912484,0.0038813905927732,-0.00103371217755745,-0.0129725651946741,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Epha4",0.484231629269791,0.00537288565324304,0.000457782882912389,0.0103895269667991,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Esam",0.474910760047711,0.00445382848695136,-0.000461274283379292,-0.0050376401927362,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ezr",0.418495688814501,0.00382682171694384,-0.00108828105338681,-0.014748929888026,"EndocardialCells","lightcyan","SmoothMuscleCells"
"F11r",0.392937003624025,0.00364704198529288,-0.00126806078503777,-0.021422402077361,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Fam3c",0.406698325872097,0.00375843541049468,-0.00115666735983597,-0.0166837975222219,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Fbln1",0.455597737591444,0.00416697611552603,-0.000748126654804624,-0.0107901842886968,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Fbn1",0.434964825624898,0.00398220220591737,-0.000932900564413283,-0.0131695788118416,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Fgf14",0.427081774185493,0.00404520369733897,-0.000869899072991687,-0.0131473060004454,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Fgfrl1",0.416082694933165,0.00395309376908674,-0.000962009001243908,-0.0139449716675007,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Flrt2",0.480085996924785,0.00457487819685315,-0.000340224573477505,-0.00446090085095884,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Fn1",0.417434334362932,0.00382945684972691,-0.00108564592060374,-0.0139221425417044,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Furin",0.410594494563956,0.00462640417973101,-0.000288698590599643,-0.00219130000032231,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Gas6",0.483406131363014,0.00443153626801419,-0.000483566502316464,-0.00653976113945086,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Glg1",0.468501812013254,0.00435546506924736,-0.000559637701083292,-0.00897575249336552,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Gnas",0.416577086536668,0.00387140105989384,-0.00104370171043681,-0.0143601313465587,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Gpc6",0.478557465086419,0.00442922487729323,-0.000485877893037419,-0.00654675740422621,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Gpi1",0.409973103282488,0.00376431882031412,-0.00115078395001653,-0.0122860846861235,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Grn",0.437232677017136,0.00398446564620877,-0.000930637124121882,-0.00971607676497566,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Gstp1",0.426455847201238,0.00390472304081108,-0.00101037972951957,-0.0152069982410336,"EndocardialCells","lightcyan","SmoothMuscleCells"
"H2-D1",0.423512176094116,0.00389169483209867,-0.00102340793823198,-0.0160076572678914,"EndocardialCells","lightcyan","SmoothMuscleCells"
"H2-DMb1",0.430048123806534,0.00389450284942739,-0.00102059992090327,-0.0156270570310657,"EndocardialCells","lightcyan","SmoothMuscleCells"
"H2-K1",0.425566849455479,0.00390921483939319,-0.00100588793093746,-0.015741250633849,"EndocardialCells","lightcyan","SmoothMuscleCells"
"H2-Q4",0.423512176094116,0.00389153416056444,-0.00102356860976621,-0.0160056326676183,"EndocardialCells","lightcyan","SmoothMuscleCells"
"H2-Q6",0.423512176094116,0.00389153416056444,-0.00102356860976621,-0.0160056326676183,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Hbegf",0.496219491729138,0.0053639905409114,0.000448887770580743,0.0142625109476789,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Hsp90b1",0.388006694697304,0.00369989744812926,-0.0012152053222014,-0.0203047626133464,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Hspg2",0.434434148399117,0.00400168945562659,-0.000913413314704068,-0.0116481851665255,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Icam1",0.465027463680355,0.00416995309725142,-0.000745149673079235,-0.0109950673670049,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Igf2",0.428782662729674,0.0039930524241746,-0.00092205034615605,-0.00573831753911256,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Igfbp4",0.451479319463147,0.00433867253504997,-0.000576430235280682,-0.00850364099740073,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Il15",0.490141649997954,0.00473344536591687,-0.000181657404413785,-0.00233996088600977,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Inhbb",0.478376036975044,0.00460727017207085,-0.000307832598259807,-0.0038877295923707,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Jag1",0.407201788881175,0.00456283873178961,-0.000352264038541044,-0.00084107278935537,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Jam2",0.459398656524826,0.00419913678506714,-0.000715965985263509,-0.0142629013868739,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Jam3",0.453475028688315,0.0040782361489571,-0.000836866621373555,-0.0133621232447199,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lama4",0.458096909825688,0.00419323366761989,-0.000721869102710764,-0.0110643147349639,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lama5",0.432279689576495,0.00392730743684663,-0.000987795333484023,-0.0151459968576196,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lamb1",0.40282029999138,0.00371473624623775,-0.0012003665240929,-0.0184236156894691,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lamb2",0.426437704390099,0.00385904084507107,-0.00105606192525959,-0.0173927313114086,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lamc1",0.367478103894808,0.00349950513477264,-0.00141559763555801,-0.0215591484356616,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lgals1",0.444507944283423,0.0040390344337125,-0.000876068336618156,-0.00923347863502336,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lgals3bp",0.426310704712134,0.00386147992525865,-0.001053622845072,-0.0161870367336636,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lpl",0.40908410553673,0.00375763166722681,-0.00115747110310384,-0.0164231233282889,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lrpap1",0.396479387498689,0.00369726999254815,-0.0012178327777825,-0.019113716805907,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ltbp1",0.470474842724499,0.00462174140913924,-0.000293361361191412,-0.00358859793135103,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ltbp3",0.395259283449668,0.00367979326884093,-0.00123530950148972,-0.0235232854339971,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Lum",0.422019929878028,0.00388262004895257,-0.00103248272137808,-0.0158360137816379,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mcam",0.388138230078056,0.00364485419986993,-0.00127024857046072,-0.0150763503164544,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mdk",0.413352201856913,0.00379570248863911,-0.00111940028169154,-0.0133431033194885,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mfap2",0.418255296566922,0.00382983218223532,-0.00108527058809533,-0.0151063878303638,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mfap5",0.428701020079549,0.0039288926936038,-0.000986210076726848,-0.0168751616169124,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mfge8",0.383412027776641,0.00357251279654696,-0.0013425899737837,-0.0220310611403852,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mfng",0.393005039165786,0.00365388443416015,-0.0012612183361705,-0.0224855870425567,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mif",0.449247753693192,0.00403761253190122,-0.000877490238429436,-0.0172779167205103,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mmp14",0.439083243753196,0.00398294893286596,-0.000932153837464697,-0.0125267094068019,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mmp2",0.4488350047398,0.00406967352295984,-0.00084542924737081,-0.0127860960048309,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mmrn2",0.534841000938879,0.00524557949395188,0.000330476723621225,0.00594657979004762,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mpdz",0.471472697337082,0.00424308600097757,-0.000672016769353079,-0.00887644679119748,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Msn",0.433109723186055,0.00389140449711845,-0.00102369827321221,-0.0152548687990162,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Mxra8",0.441269452495312,0.00397561342178232,-0.000939489348548333,-0.0152579892259262,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nampt",0.423389712118938,0.0038466369008966,-0.00106846586943405,-0.0147550573244106,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ncam1",0.439205707728379,0.00399280408816575,-0.0009222986821649,-0.0134716654023108,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Neo1",0.450227465494639,0.0041116539597347,-0.000803448810595954,-0.0126647243143025,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nid1",0.408816499072443,0.00380258537973476,-0.00111251739059589,-0.0207609311643905,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nlgn2",0.489910329155942,0.00477180765617094,-0.000143295114159709,-0.000389918098366314,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nppa",0.435908251804072,0.00395175755957203,-0.000963345210758628,-0.0122151740018705,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nrg1",0.423190141196425,0.00390673393977965,-0.00100836883055101,-0.0134088067584849,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nrp1",0.433268472783513,0.00393653592156964,-0.000978566848761008,-0.0118873045881004,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nrxn2",0.514679802061918,0.00510764221604977,0.000192539445719121,0.00159785130273091,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ntn1",0.445047692914776,0.00399600113350929,-0.000919101636821368,-0.0126434776417705,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Nts",0.442734484494696,0.00420739274039109,-0.000707710029939568,-0.00791212921647303,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ocln",0.442475949435984,0.00401375885837174,-0.000901343911958913,-0.0150838805093771,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Pam",0.371047701986182,0.0034976103551317,-0.00141749241519895,-0.0267122016921748,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Pdgfb",0.48250352650891,0.0045464585936673,-0.000368644176663355,-0.00453863816479945,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Pecam1",0.434066756473577,0.0039329563665236,-0.000982146403807052,-0.0140937278303959,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Pf4",0.460269511459451,0.00505418692461197,0.000139084154281317,0.0288496767901916,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Pi16",0.451193570187721,0.00409204429206927,-0.000823058478261386,-0.0146333757153043,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Plat",0.429526517986321,0.0039247673566184,-0.000990335413712249,-0.0138040627959421,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Plekho2",0.437305248261688,0.00403790755755472,-0.000877195212775936,-0.0147906094600035,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Plxna2",0.446045547527357,0.00406042242512576,-0.000854680345204893,-0.0111734379281197,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Postn",0.510044313816199,0.00601089411070372,0.00109579134037307,0.0182165231114454,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Prnp",0.438847387208406,0.00433318794557986,-0.00058191482475079,-0.00274354982135229,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Pros1",0.424156245889512,0.00386198666365797,-0.00105311610667269,-0.0140961348925935,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Psap",0.421022075265444,0.00402013985046781,-0.000894962919862844,-0.0131879066340732,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Psen1",0.434819683135801,0.00391451611807827,-0.00100058665225238,-0.0116283957974837,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ptdss1",0.371283558530973,0.00353865314317286,-0.00137644962715779,-0.0236253859422109,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Ptprm",0.395676568105845,0.00367916014810012,-0.00123594262223053,-0.0210783630777735,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Rarres2",0.475600186870949,0.00503909678518675,0.000123994014856098,-0.00133697536088442,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sdc2",0.428687412971196,0.00392709840655734,-0.000988004363773309,-0.0153504731170469,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sema3a",0.432669760015964,0.00393179812601994,-0.000983304644310712,-0.0151787932210947,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sema3f",0.470311557424258,0.00425746785266242,-0.000657634917668234,-0.00839133216651998,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sema4c",0.424999886607428,0.00406703837124576,-0.000848064399084888,-0.0132909938800056,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sema4d",0.459725227125311,0.00425102073239378,-0.000664082037936875,-0.00962802105833451,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sema6a",0.433554222058935,0.00397442744068306,-0.00094067532964759,-0.0150348953256819,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sema6b",0.45092142802066,0.00409682210771848,-0.000818280662612175,-0.0115896536552153,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sema6d",0.470452164210575,0.00435099679414236,-0.000564105976188297,-0.00716656907285502,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Serpine2",0.404285331990764,0.00373181157603483,-0.00118329119429582,-0.0192055190682922,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Serping1",0.43603071577925,0.00408757058916811,-0.000827532181162547,-0.0124048825764017,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sirpa",0.45606945068103,0.00418328675776271,-0.00073181601256794,-0.0115441837735508,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Slc6a8",0.423589283041454,0.00387011930579768,-0.00104498346453298,-0.0151482958520107,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Slit3",0.403954225687494,0.00379316773474113,-0.00112193503558952,-0.0168686434795842,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sost",0.481582778843661,0.00431901412165536,-0.000596088648675296,-0.00814152569326537,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Sparc",0.424568994842899,0.00383977326537812,-0.00107532950495253,-0.0129986330915582,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Spon1",0.416109909149861,0.00386112483921509,-0.00105397793111556,-0.0151197179043078,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tfpi",0.419892685272114,0.00385276529785918,-0.00106233747247147,-0.0125302095501018,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tgfb1",0.439028815319779,0.00405000937758303,-0.00086509339274762,-0.0125952980214369,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tgfb2",0.4796732479714,0.00466117392978529,-0.00025392884054536,-0.00466140419331447,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tgfbi",0.41734815601003,0.00383248925191605,-0.0010826135184146,-0.0164964465702424,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tgm2",0.455906165380788,0.00450801158354059,-0.000407091186790059,-0.00206835876104159,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Timp1",0.429766910233902,0.00403468317563285,-0.000880419594697801,-0.0111576294349158,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Timp2",0.456577449392886,0.00423652042826193,-0.000678582342068721,-0.00903078851412614,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Timp3",0.419951649408315,0.00387135146838949,-0.00104375130194116,-0.0160757106668397,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tnfsf12",0.482748454459269,0.00447365280193677,-0.000441449968393885,-0.010691744789458,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tnxb",0.422369178992433,0.0038399166639624,-0.00107518610636825,-0.0154604704427898,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tspan3",0.43503286116667,0.00401755890056647,-0.000897543869764181,-0.0145692774804687,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Tspan5",0.409564890031883,0.00373108261124367,-0.00118402015908698,-0.0182244727528133,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Vcam1",0.40723807450345,0.0037472980728927,-0.00116780469743795,-0.0156944205244612,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Vegfb",0.457974445850507,0.00409619467145267,-0.000818908098877987,-0.011534693436056,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Vegfc",0.478625500628184,0.00447166885836628,-0.000443433911964375,0.00636486664586143,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Vsig10",0.446798474189575,0.00409185132692387,-0.000823251443406779,-0.0134865772121193,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Vwf",0.442444199516485,0.00406101458166711,-0.000854088188663541,-0.00991730255212442,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Wnt2",0.395585854050155,0.00373660278776493,-0.00117849998256572,-0.0171234331292685,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Zdhhc5",0.438411959741093,0.00403573102067826,-0.000879371749652393,-0.0133099787600961,"EndocardialCells","lightcyan","SmoothMuscleCells"
"Adam10",0.36842951478611,0.00333432255468813,-0.000834274017799134,-0.0261982452254032,"Fibroblasts","midnightblue","Leukocytes"
"Adam15",0.408463967843805,0.00326917639311988,-0.000899420179367382,-0.0324516727574302,"Fibroblasts","midnightblue","Leukocytes"
"Adam17",0.402721791558999,0.00320541831802511,-0.00096317825446215,-0.0157059771606984,"Fibroblasts","midnightblue","Leukocytes"
"Adam9",0.383855871375244,0.00309112493913426,-0.001077471633353,-0.0309220812276833,"Fibroblasts","midnightblue","Leukocytes"
"Adm",0.428168245765131,0.00351268515637791,-0.00065591141610935,-0.00128834272268326,"Fibroblasts","midnightblue","Leukocytes"
"Agrn",0.407085845535452,0.00321563307650002,-0.000952963495987246,-0.0249995310257143,"Fibroblasts","midnightblue","Leukocytes"
"Ahsg",0.387223657766298,0.00316238000044719,-0.00100621657204007,-0.0289221416405413,"Fibroblasts","midnightblue","Leukocytes"
"Alcam",0.352845248349132,0.00297250889386799,-0.00119608767861927,-0.032587555257945,"Fibroblasts","midnightblue","Leukocytes"
"Ang",0.447154751650882,0.00385496150196306,-0.000313635070524198,-0.0182894129116911,"Fibroblasts","midnightblue","Leukocytes"
"Angpt1",0.389417169107095,0.00310448126919768,-0.00106411530328958,-0.0181812038415688,"Fibroblasts","midnightblue","Leukocytes"
"Angpt2",0.39771461383864,0.00343945598233889,-0.000729140590148368,-0.0193096002825593,"Fibroblasts","midnightblue","Leukocytes"
"Angptl1",0.425799598047662,0.00343333192495377,-0.000735264647533497,-0.0300727623549741,"Fibroblasts","midnightblue","Leukocytes"
"Angptl2",0.475595750789548,0.00400218833080535,-0.00016640824168191,-0.00966938916794013,"Fibroblasts","midnightblue","Leukocytes"
"Angptl4",0.478541487223655,0.00797790155415311,0.00380930498166585,0.0486451154334998,"Fibroblasts","midnightblue","Leukocytes"
"Angptl7",0.387016939420034,0.00316287399036039,-0.00100572258212687,-0.0327561590815214,"Fibroblasts","midnightblue","Leukocytes"
"Anxa1",0.400089003732423,0.00320022461759303,-0.000968371954894235,-0.0256654477251319,"Fibroblasts","midnightblue","Leukocytes"
"Anxa2",0.40821131208728,0.00323078962847943,-0.000937806944007835,-0.0258058983530979,"Fibroblasts","midnightblue","Leukocytes"
"Apoe",0.378788400803899,0.00311995228014123,-0.00104864429234603,-0.0244089342823819,"Fibroblasts","midnightblue","Leukocytes"
"App",0.405403387884002,0.00324028898647823,-0.000928307586009031,-0.0158420745698466,"Fibroblasts","midnightblue","Leukocytes"
"Arf1",0.415989089865052,0.00332578766299982,-0.000842808909487438,-0.0295255369069279,"Fibroblasts","midnightblue","Leukocytes"
"B2m",0.434975595750788,0.00357334322723853,-0.00059525334524873,-0.0230947469403379,"Fibroblasts","midnightblue","Leukocytes"
"Bace1",0.382606948033303,0.00327470612133892,-0.000893890451148347,-0.0311590450447787,"Fibroblasts","midnightblue","Leukocytes"
"Bace2",0.390778064886611,0.00345953091510766,-0.000709065657379604,-0.0218151743306823,"Fibroblasts","midnightblue","Leukocytes"
"Bgn",0.415670399081247,0.00334592708367509,-0.000822669488812168,-0.0233467882865176,"Fibroblasts","midnightblue","Leukocytes"
"Boc",0.372012632787822,0.00301273520286887,-0.00115586136961839,-0.0379549667957909,"Fibroblasts","midnightblue","Leukocytes"
"Bst2",0.416480045937402,0.00333586983978901,-0.000832726732698249,-0.0281387075953297,"Fibroblasts","midnightblue","Leukocytes"
"C1qa",0.422469135802458,0.00334262336530379,-0.000825973207183473,-0.0190087480483621,"Fibroblasts","midnightblue","Leukocytes"
"C1qb",0.40846396784381,0.00326892537850813,-0.000899671193979133,-0.0295676136307828,"Fibroblasts","midnightblue","Leukocytes"
"C3",0.41890611541773,0.0033464446708983,-0.000822151901588962,-0.0251644050579478,"Fibroblasts","midnightblue","Leukocytes"
"C4b",0.40082400229687,0.00325509667450512,-0.000913499897982147,-0.0299188031035193,"Fibroblasts","midnightblue","Leukocytes"
