"contrast","group","sender","receiver","ligand","receptor","lr_interaction","id","scaled_lfc_ligand","scaled_p_val_ligand_adapted","scaled_lfc_receptor","scaled_p_val_receptor_adapted","max_scaled_activity","scaled_pb_ligand","scaled_pb_receptor","fraction_expressing_ligand_receptor","prioritization_score","top_group","ligand_module","receptor_module"
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Nrp1","Kdr","Nrp1_Kdr","Nrp1_Kdr_EndothelialCells_EndothelialCells",0.642086330935252,0.817221223021583,0.775091960063058,0.889910667367315,0.84509209777868,1.001,1.001,1,0.901541198078714,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Angpt1","Tek","Angpt1_Tek","Angpt1_Tek_Fibroblasts_EndothelialCells",0.803057553956835,0.902428057553957,0.679453494482396,0.732002101944298,0.848366206695775,1.001,1.001,1,0.90147280177742,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Rtn4","S1pr2","Rtn4_S1pr2","Rtn4_S1pr2_Fibroblasts_Leukocytes",0.762814748201439,0.893884892086331,0.866001050972149,0.87073042564372,0.764727394761284,0.967019838383882,0.980053493784535,1,0.90141938089692,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Serping1","C1ra","Serping1_C1ra","Serping1_C1ra_Fibroblasts_Fibroblasts",0.763489208633094,0.982913669064748,0.769574356279559,0.929584866001051,0.682910637812372,1.001,1.001,1,0.901281947966933,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Bmp1","Bmpr1a","Bmp1_Bmpr1a","Bmp1_Bmpr1a_Fibroblasts_Fibroblasts",0.711780575539568,0.824415467625899,0.834471886495008,0.932475039411456,0.753782081204528,1.001,1.001,1,0.901225594290082,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Mpdz","Cldn5","Mpdz_Cldn5","Mpdz_Cldn5_Fibroblasts_EndothelialCells",0.77023381294964,0.831384892086331,0.673147661586968,0.751445086705202,0.891856067283149,1.001,1.001,1,0.901160298991203,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Jam2","Jam3","Jam2_Jam3","Jam2_Jam3_EndothelialCells_EndothelialCells",0.712904676258993,0.823291366906475,0.828691539674199,0.930373095112979,0.756960217755796,1.001,1.001,1,0.90109842612202,"age30m","brown",NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Bmp2","Acvr1","Bmp2_Acvr1","Bmp2_Acvr1_Leukocytes_Fibroblasts",0.662994604316547,0.676708633093525,0.812926957435628,0.901996847083552,1.001,1.001,0.876734851761657,1,0.901008062121047,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Efnb1","Ephb4","Efnb1_Ephb4","Efnb1_Ephb4_EndothelialCells_EndothelialCells",0.764838129496403,0.915692446043165,0.853914871255912,0.941671045717289,0.665720692344036,1.001,1.001,1,0.900963156433403,"age30m",NA,"brown"
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Tgfb1","Tgfbr1","Tgfb1_Tgfbr1","Tgfb1_Tgfbr1_Leukocytes_EndothelialCells",0.882868705035971,0.930305755395683,0.813977929584866,0.862848134524435,1.001,1.001,0.654812797165702,1,0.900302176572697,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Vcan","Tlr2","Vcan_Tlr2","Vcan_Tlr2_Fibroblasts_Leukocytes",0.796312949640288,0.920413669064748,0.821071991592223,0.899106673673148,0.680579963673999,1.001,1.001,1,0.9001721009432,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Tgfb2","Acvr1","Tgfb2_Acvr1","Tgfb2_Acvr1_EndothelialCells_EndothelialCells",0.848696043165468,0.898830935251799,0.884918549658434,0.957435627955859,1.001,0.602079415202045,1.001,1,0.899836665536304,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Efnb1","Epha4","Efnb1_Epha4","Efnb1_Epha4_EndothelialCells_EndothelialCells",0.764838129496403,0.915692446043165,0.852863899106674,0.928533893851813,0.665720692344036,1.001,1.001,1,0.89978081276551,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Leukocytes","Bmp4","Acvr1","Bmp4_Acvr1","Bmp4_Acvr1_EndothelialCells_Leukocytes",0.91591726618705,0.992805755395683,0.74198633736206,0.748292170257488,1.001,1.001,0.696875038138337,1,0.89972930045658,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Tgfb2","Tgfbr1","Tgfb2_Tgfbr1","Tgfb2_Tgfbr1_EndothelialCells_Fibroblasts",0.848696043165468,0.898830935251799,0.877561744613768,0.984760903836048,0.989717231393835,0.602079415202045,1.001,1,0.899620243338237,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Tgfb2","Tgfbr1","Tgfb2_Tgfbr1","Tgfb2_Tgfbr1_Fibroblasts_Leukocytes",0.768660071942446,0.926258992805755,0.662112454019968,0.662375197057278,0.971126414919249,1.001,0.915871449465719,1,0.899616870382949,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Leukocytes","Vegfc","Kdr","Vegfc_Kdr","Vegfc_Kdr_EndothelialCells_Leukocytes",0.793615107913669,0.831834532374101,0.956384655806621,0.952180767209669,1.001,1.001,0.62728185736436,1,0.899381564836065,"age30m",NA,"darkorange"
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Angptl2","Gm14548","Angptl2_Gm14548","Angptl2_Gm14548_Fibroblasts_Leukocytes",0.804406474820144,0.955935251798561,0.898581187598529,0.873883342091435,0.626534013826993,1.001,1.001,1,0.899156190330221,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Leukocytes","Ccl9","Fpr2","Ccl9_Fpr2","Ccl9_Fpr2_Leukocytes_Leukocytes",0.69761690647482,0.746178057553957,0.753021544929059,0.756699947451393,0.915989239126873,1.001,1.001,1,0.899124577888581,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Bgn","Tlr4","Bgn_Tlr4","Bgn_Tlr4_Fibroblasts_Fibroblasts",0.782823741007194,0.982464028776978,0.835785601681555,0.918024172359432,0.741479372311466,1.001,0.89246387302418,1,0.899082002874704,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Nrp1","Pdgfrb","Nrp1_Pdgfrb","Nrp1_Pdgfrb_EndothelialCells_Fibroblasts",0.642086330935252,0.817221223021583,0.898581187598529,0.970572779821335,0.728174368617801,1.001,1.001,1,0.899067521551025,"age30m","brown",NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","C4b","Nrp1","C4b_Nrp1","C4b_Nrp1_Leukocytes_EndothelialCells",0.937275179856115,0.982014388489209,0.694167104571729,0.850761954808198,0.65977247294567,1.001,1.001,1,0.898980297801383,"age30m",NA,"brown"
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Lama4","Itgav","Lama4_Itgav","Lama4_Itgav_Leukocytes_Fibroblasts",0.993255395683453,0.97886690647482,0.776142932212296,0.895165528113505,0.937285787840634,0.633634669557827,1.001,1,0.898939306440083,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Gdf6","Bmpr1a","Gdf6_Bmpr1a","Gdf6_Bmpr1a_Fibroblasts_Fibroblasts",0.898156474820144,0.961330935251799,0.834471886495008,0.932475039411456,0.577976615741244,1.001,1.001,1,0.898865630621741,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Il33","Il1rap","Il33_Il1rap","Il33_Il1rap_Fibroblasts_Fibroblasts",0.87589928057554,0.997302158273381,0.607987388334209,0.61297950604309,0.843799468886556,1.001,1.001,1,0.898813939249944,"age30m","darkorange",NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Pf4","Thbd","Pf4_Thbd","Pf4_Thbd_Leukocytes_Fibroblasts",0.799460431654676,0.797661870503597,0.801891749868628,0.890698896479243,0.94150715261314,1.001,0.803312900588709,1,0.898446087909154,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Mmp2","F2r","Mmp2_F2r","Mmp2_F2r_Fibroblasts_EndothelialCells",0.698291366906475,0.931205035971223,0.82264844981608,0.924330005254861,0.753961019867852,1.001,0.946682982059221,1,0.898313571816899,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Efnb1","Naalad2","Efnb1_Naalad2","Efnb1_Naalad2_EndothelialCells_Fibroblasts",0.764838129496403,0.915692446043165,0.858118759852864,0.938255386232265,0.648313118479878,1.001,1.001,1,0.898127579882038,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Wnt9a","Fzd2","Wnt9a_Fzd2","Wnt9a_Fzd2_Fibroblasts_Fibroblasts",0.860611510791367,0.959757194244604,0.815817130846033,0.905412506568576,0.615072443195542,1.001,1.001,1,0.897978602403472,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Tnfsf13b","Tnfrsf17","Tnfsf13b_Tnfrsf17","Tnfsf13b_Tnfrsf17_Fibroblasts_Leukocytes",0.888714028776978,0.991007194244604,0.837624802942722,0.769837099316868,0.642001415789275,1.001,1.001,1,0.897932163071643,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Fbn1","Itgav","Fbn1_Itgav","Fbn1_Itgav_Fibroblasts_Fibroblasts",0.772482014388489,0.921762589928058,0.776142932212296,0.895165528113505,0.702238026133969,1.001,1.001,1,0.897835759742524,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Pf4","Ldlr","Pf4_Ldlr","Pf4_Ldlr_Leukocytes_Fibroblasts",0.799460431654676,0.797661870503597,0.666053599579611,0.667892800840778,0.94150715261314,1.001,0.978862448004214,1,0.897817325317781,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Adam9","Itgav","Adam9_Itgav","Adam9_Itgav_Leukocytes_Fibroblasts",0.82396582733813,0.893210431654676,0.776142932212296,0.895165528113505,0.780098443770891,0.909278873735148,1.001,1,0.89743661286089,"age30m",NA,NA
"age30m-age3m","age30m","Myocytes","EndothelialCells","Lgals3","Ptprk","Lgals3_Ptprk","Lgals3_Ptprk_Myocytes_EndothelialCells",0.798111510791367,0.798561151079137,0.663688912243826,0.69915922228061,0.953545210544409,0.945725143495871,1.001,1,0.896671792039625,"age30m","tan",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Mmp2","Pecam1","Mmp2_Pecam1","Mmp2_Pecam1_Fibroblasts_EndothelialCells",0.698291366906475,0.931205035971223,0.722017866526537,0.895953757225434,0.753961019867852,1.001,1.001,1,0.896615838863781,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Angpt1","Itga5","Angpt1_Itga5","Angpt1_Itga5_Fibroblasts_Fibroblasts",0.803057553956835,0.902428057553957,0.856542301629007,0.943772990015765,0.62441138368996,1.001,1.001,1,0.896551972544624,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","C1qb","Lrp1","C1qb_Lrp1","C1qb_Lrp1_Leukocytes_Fibroblasts",0.72931654676259,0.746178057553957,0.814503415659485,0.952706253284288,0.754722549717034,1.001,1.001,1,0.896345781057866,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Tnf","Traf2","Tnf_Traf2","Tnf_Traf2_Leukocytes_EndothelialCells",0.746627697841727,0.774280575539568,0.634787178139779,0.649500788229112,1.001,1.001,0.97294754039235,1,0.896257610044574,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Tnf","Tnfrsf1b","Tnf_Tnfrsf1b","Tnf_Tnfrsf1b_Leukocytes_Fibroblasts",0.746627697841727,0.774280575539568,0.791382028376248,0.844718864950079,1.001,1.001,0.796660170213036,1,0.896194125594474,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Nrp1","Plxna1","Nrp1_Plxna1","Nrp1_Plxna1_EndothelialCells_Fibroblasts",0.642086330935252,0.817221223021583,0.886232264844982,0.945874934314241,0.728174368617801,1.001,1.001,1,0.895980290862638,"age30m","brown","brown"
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Inhbb","Acvr1","Inhbb_Acvr1","Inhbb_Acvr1_Fibroblasts_EndothelialCells",0.949640287769784,0.99955035971223,0.884918549658434,0.957435627955859,0.477171125460597,1.001,1.001,1,0.895823923001458,"age30m","brown",NA
"age30m-age3m","age30m","Myocytes","Fibroblasts","Nrtn","Gfra1","Nrtn_Gfra1","Nrtn_Gfra1_Myocytes_Fibroblasts",0.899730215827338,0.946492805755396,0.805307409353652,0.814503415659485,0.639020659565584,1.001,1.001,1,0.895672930477253,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Fgf18","Fgfr1","Fgf18_Fgfr1","Fgf18_Fgfr1_Fibroblasts_Fibroblasts",0.867805755395683,0.98021582733813,0.783236994219653,0.923016290068313,0.594498270374044,1.001,1.001,1,0.895605950647489,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Hspg2","Lrp1","Hspg2_Lrp1","Hspg2_Lrp1_EndothelialCells_Fibroblasts",0.777203237410072,0.915017985611511,0.814503415659485,0.952706253284288,0.641836453316915,1.001,1.001,1,0.895591983216599,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Wnt11","Lrp6","Wnt11_Lrp6","Wnt11_Lrp6_Fibroblasts_Fibroblasts",0.71919964028777,0.837679856115108,0.774566473988439,0.863899106673673,0.779891423006134,1.001,0.994566266295819,1,0.895521704639075,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Tgfb1","Acvrl1","Tgfb1_Acvrl1","Tgfb1_Acvrl1_Leukocytes_Fibroblasts",0.882868705035971,0.930305755395683,0.627430373095113,0.638991066736731,1.001,1.001,0.829975693392903,1,0.895295607254109,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Ildr2","Csf2rb2","Ildr2_Csf2rb2","Ildr2_Csf2rb2_Fibroblasts_EndothelialCells",0.878372302158273,0.919064748201439,0.979243300052549,0.985286389910667,0.622721301101584,1.001,0.865403627065219,1,0.895018049721378,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","C3","C3ar1","C3_C3ar1","C3_C3ar1_Fibroblasts_Leukocytes",0.886690647482014,0.998201438848921,0.745139253809774,0.765895953757225,0.669065205234356,1.001,1.001,1,0.894838142030554,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Prg4","Tlr4","Prg4_Tlr4","Prg4_Tlr4_Fibroblasts_Fibroblasts",0.961330935251799,0.993255395683453,0.835785601681555,0.918024172359432,0.620917280551819,1.001,0.89246387302418,1,0.894763201010687,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Leukocytes","Tgfb1","Tgfbr2","Tgfb1_Tgfbr2","Tgfb1_Tgfbr2_EndothelialCells_Leukocytes",0.775404676258993,0.856789568345324,0.772201786652654,0.859432475039411,0.848288700468806,0.886433515283746,1.001,1,0.894606078150124,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Angpt2","Itga5","Angpt2_Itga5","Angpt2_Itga5_EndothelialCells_Fibroblasts",0.787320143884892,0.856789568345324,0.856542301629007,0.943772990015765,0.642809629106464,1.001,1.001,1,0.894503688507326,"age30m","brown",NA
"age30m-age3m","age30m","Leukocytes","Leukocytes","Tnf","Traf2","Tnf_Traf2","Tnf_Traf2_Leukocytes_Leukocytes",0.746627697841727,0.774280575539568,0.604046242774566,0.601156069364162,1.001,1.001,1.001,1,0.894342548793335,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Fn1","Itga9","Fn1_Itga9","Fn1_Itga9_Leukocytes_Fibroblasts",0.926258992805755,0.910071942446043,0.767472411981083,0.794534944823962,0.738361032998019,1.001,0.925993244348754,1,0.894087237229199,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Glg1","Unc5b","Glg1_Unc5b","Glg1_Unc5b_Leukocytes_EndothelialCells",0.581384892086331,0.584532374100719,0.809248554913295,0.929059379926432,0.910213674525228,1.001,1.001,1,0.894054379173103,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Adam9","Itgb5","Adam9_Itgb5","Adam9_Itgb5_Leukocytes_Fibroblasts",0.82396582733813,0.893210431654676,0.730425643720441,0.899632159747767,0.780098443770891,0.909278873735148,1.001,1,0.893999058122757,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Prg4","Tlr4","Prg4_Tlr4","Prg4_Tlr4_Fibroblasts_Leukocytes",0.961330935251799,0.993255395683453,0.663163426169207,0.671308460325801,0.717390799401773,1.001,1.001,1,0.893986651352817,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Leukocytes","Fn1","Sdc1","Fn1_Sdc1","Fn1_Sdc1_Leukocytes_Leukocytes",0.926258992805755,0.910071942446043,0.786127167630058,0.724645296899632,0.714358862109487,1.001,0.972649180858767,1,0.893593290476499,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Mpdz","Cldn5","Mpdz_Cldn5","Mpdz_Cldn5_Fibroblasts_Leukocytes",0.77023381294964,0.831384892086331,0.995796111403048,0.995796111403048,0.948030812270917,1.001,0.615476932187194,1,0.893518868063191,"age30m",NA,"lightcyan"
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Lgals3","Mcam","Lgals3_Mcam","Lgals3_Mcam_Leukocytes_EndothelialCells",0.505845323741007,0.449190647482014,0.878612716763006,0.977141355754073,0.953545210544409,1.001,1.001,1,0.893490038735743,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Bgn","Fgfr3","Bgn_Fgfr3","Bgn_Fgfr3_Fibroblasts_EndothelialCells",0.782823741007194,0.982464028776978,0.756437204414083,0.825538623226485,0.682396395208481,1.001,1.001,1,0.893004698986808,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Prg4","Tlr4","Prg4_Tlr4","Prg4_Tlr4_Fibroblasts_EndothelialCells",0.961330935251799,0.993255395683453,0.873883342091435,0.897004729374672,0.68752392985946,1.001,0.806588761931833,1,0.892974982165329,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Hp","Tlr4","Hp_Tlr4","Hp_Tlr4_Fibroblasts_Leukocytes",0.965602517985611,0.950089928057554,0.663163426169207,0.671308460325801,0.759541171344343,0.971548839986116,1.001,1,0.892862029599924,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Jam3","Jam2","Jam3_Jam2","Jam3_Jam2_Fibroblasts_EndothelialCells",0.748426258992806,0.856115107913669,0.770625328428797,0.856016815554388,0.821530531789931,0.915783122985262,1.001,1,0.892317568370004,"age30m",NA,"brown"
"age30m-age3m","age30m","Leukocytes","Leukocytes","Hp","Tlr4","Hp_Tlr4","Hp_Tlr4_Leukocytes_Leukocytes",0.95863309352518,0.888489208633094,0.663163426169207,0.671308460325801,0.759541171344343,1.001,1.001,1,0.892056377611831,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Tgfb1","App","Tgfb1_App","Tgfb1_App_Leukocytes_EndothelialCells",0.882868705035971,0.930305755395683,0.531266421439832,0.354177614293221,1.001,1.001,1.001,1,0.892051541347059,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Tgfb2","Eng","Tgfb2_Eng","Tgfb2_Eng_EndothelialCells_EndothelialCells",0.848696043165468,0.898830935251799,0.795060430898581,0.948502364687336,1.001,0.602079415202045,1.001,1,0.891604050367273,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","C4b","Nrp1","C4b_Nrp1","C4b_Nrp1_Fibroblasts_EndothelialCells",0.941996402877698,0.987410071942446,0.694167104571729,0.850761954808198,0.65977247294567,0.946899129981078,1.001,1,0.89080656167113,"age30m",NA,"brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Ltbp1","Itgb5","Ltbp1_Itgb5","Ltbp1_Itgb5_Fibroblasts_Fibroblasts",0.783947841726619,0.941097122302158,0.730425643720441,0.899632159747767,0.665211664339326,1.001,1.001,1,0.89079384134797,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Eng","Itgav","Eng_Itgav","Eng_Itgav_EndothelialCells_Fibroblasts",0.739208633093525,0.926708633093525,0.776142932212296,0.895165528113505,0.67348638399572,1.001,1.001,1,0.890683207875358,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Apoe","Lrp1","Apoe_Lrp1","Apoe_Lrp1_Leukocytes_Fibroblasts",0.759892086330935,0.870503597122302,0.814503415659485,0.952706253284288,0.64263068639959,1.001,1.001,1,0.890572227099682,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Lpl","Lrp1","Lpl_Lrp1","Lpl_Lrp1_EndothelialCells_Fibroblasts",0.821717625899281,0.974370503597122,0.814503415659485,0.952706253284288,0.559589266594897,1.001,1.001,1,0.890539694302497,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Hspg2","Fgfr1","Hspg2_Fgfr1","Hspg2_Fgfr1_EndothelialCells_Fibroblasts",0.777203237410072,0.915017985611511,0.783236994219653,0.923016290068313,0.641836453316915,1.001,1.001,1,0.890512284495281,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Tgfb2","Tgfbr1","Tgfb2_Tgfbr1","Tgfb2_Tgfbr1_Fibroblasts_EndothelialCells",0.768660071942446,0.926258992805755,0.813977929584866,0.862848134524435,1.001,1.001,0.654812797165702,1,0.890447560265742,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Inhba","Tgfbr3","Inhba_Tgfbr3","Inhba_Tgfbr3_Fibroblasts_Fibroblasts",0.826214028776978,0.928057553956835,0.727272727272727,0.835522858644246,0.680142409351962,1.001,1.001,1,0.890112665612892,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Jam2","Jam2","Jam2_Jam2","Jam2_Jam2_EndothelialCells_EndothelialCells",0.712904676258993,0.823291366906475,0.770625328428797,0.856016815554388,0.756960217755796,1.001,1.001,1,0.89006321855502,"age30m","brown","brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Wnt9a","Lrp6","Wnt9a_Lrp6","Wnt9a_Lrp6_Fibroblasts_Fibroblasts",0.860611510791367,0.959757194244604,0.774566473988439,0.863899106673673,0.615072443195542,1.001,0.994566266295819,1,0.8900093087234,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Wnt11","Fzd8","Wnt11_Fzd8","Wnt11_Fzd8_Fibroblasts_Fibroblasts",0.71919964028777,0.837679856115108,0.780609563846558,0.791119285338938,0.779891423006134,1.001,0.994769225335993,1,0.889994136856052,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Il34","Csf1r","Il34_Csf1r","Il34_Csf1r_Fibroblasts_Leukocytes",0.935926258992806,0.95773381294964,0.717813977929585,0.74172359432475,0.660520364340711,1.001,1.001,1,0.88985319773985,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Tgfb1","Tgfbr2","Tgfb1_Tgfbr2","Tgfb1_Tgfbr2_Fibroblasts_Leukocytes",0.942895683453237,0.97931654676259,0.772201786652654,0.859432475039411,0.848288700468806,0.710412932608523,1.001,1,0.889437479838546,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Hp","Tlr4","Hp_Tlr4","Hp_Tlr4_Fibroblasts_EndothelialCells",0.965602517985611,0.950089928057554,0.873883342091435,0.897004729374672,0.715044902700265,0.971548839986116,0.806588761931833,1,0.889412127228808,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Fgf10","Fgfr1","Fgf10_Fgfr1","Fgf10_Fgfr1_Fibroblasts_Fibroblasts",0.808453237410072,0.846223021582734,0.783236994219653,0.923016290068313,0.653938072640522,1.001,1.001,1,0.889400474046818,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Tnf","Traf2","Tnf_Traf2","Tnf_Traf2_Leukocytes_Fibroblasts",0.746627697841727,0.774280575539568,0.652128218602207,0.664739884393064,1.001,1.001,0.914874752511852,1,0.889293823450022,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Il6","Il6st","Il6_Il6st","Il6_Il6st_Fibroblasts_EndothelialCells",0.744154676258993,0.757643884892086,0.715449290593799,0.810562270099842,0.986685104983521,1.001,0.833270255864353,1,0.889143403628372,"age30m",NA,NA
