"contrast","group","sender","receiver","ligand","receptor","lr_interaction","id","scaled_lfc_ligand","scaled_p_val_ligand_adapted","scaled_lfc_receptor","scaled_p_val_receptor_adapted","max_scaled_activity","scaled_pb_ligand","scaled_pb_receptor","fraction_expressing_ligand_receptor","prioritization_score","top_group","ligand_module","receptor_module"
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Bmp4","Acvr1","Bmp4_Acvr1","Bmp4_Acvr1_EndothelialCells_EndothelialCells",0.91591726618705,0.992805755395683,0.884918549658434,0.957435627955859,0.795402089812943,1.001,1.001,1,0.945490114901909,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Bmp4","Acvr1","Bmp4_Acvr1","Bmp4_Acvr1_EndothelialCells_Fibroblasts",0.91591726618705,0.992805755395683,0.812926957435628,0.901996847083552,0.97922279011706,1.001,0.876734851761657,1,0.944796842488279,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Pdgfb","Pdgfrb","Pdgfb_Pdgfrb","Pdgfb_Pdgfrb_EndothelialCells_Fibroblasts",0.794289568345324,0.955485611510791,0.898581187598529,0.970572779821335,0.841235972898566,1.001,1.001,1,0.942116757756093,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Pf4","Sdc2","Pf4_Sdc2","Pf4_Sdc2_Leukocytes_Fibroblasts",0.799460431654676,0.797661870503597,0.837099316868103,0.960588544403573,0.94150715261314,1.001,1.001,1,0.940152039054686,"age30m",NA,"brown"
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Tgfb2","Tgfbr2","Tgfb2_Tgfbr2","Tgfb2_Tgfbr2_Fibroblasts_Leukocytes",0.768660071942446,0.926258992805755,0.772201786652654,0.859432475039411,0.971126414919249,1.001,1.001,1,0.93940051302323,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Tgfb1","Tgfbr1","Tgfb1_Tgfbr1","Tgfb1_Tgfbr1_EndothelialCells_Fibroblasts",0.775404676258993,0.856789568345324,0.877561744613768,0.984760903836048,1.001,0.886433515283746,1.001,1,0.939281993635135,"age30m","brown",NA
"age30m-age3m","age30m","Myocytes","EndothelialCells","Lgals3","Mcam","Lgals3_Mcam","Lgals3_Mcam_Myocytes_EndothelialCells",0.798111510791367,0.798561151079137,0.878612716763006,0.977141355754073,0.953545210544409,0.945725143495871,1.001,1,0.937747286872345,"age30m","tan",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb2","Tgfbr3","Tgfb2_Tgfbr3","Tgfb2_Tgfbr3_Fibroblasts_Fibroblasts",0.768660071942446,0.926258992805755,0.727272727272727,0.835522858644246,0.989717231393835,1.001,1.001,1,0.93676242612107,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb1","Tgfbr1","Tgfb1_Tgfbr1","Tgfb1_Tgfbr1_Fibroblasts_Fibroblasts",0.942895683453237,0.97931654676259,0.877561744613768,0.984760903836048,1.001,0.710412932608523,1.001,1,0.934113395323557,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Tgfb1","Sdc2","Tgfb1_Sdc2","Tgfb1_Sdc2_EndothelialCells_Fibroblasts",0.775404676258993,0.856789568345324,0.837099316868103,0.960588544403573,1.001,0.886433515283746,1.001,1,0.93389576137029,"age30m","brown","brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb2","Tgfbr2","Tgfb2_Tgfbr2","Tgfb2_Tgfbr2_Fibroblasts_Fibroblasts",0.768660071942446,0.926258992805755,0.730425643720441,0.854440357330531,0.989717231393835,1.001,0.9725641509851,1,0.933862319213087,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Pdgfb","Lrp1","Pdgfb_Lrp1","Pdgfb_Lrp1_EndothelialCells_Fibroblasts",0.794289568345324,0.955485611510791,0.814503415659485,0.952706253284288,0.841235972898566,1.001,1.001,1,0.933621399549752,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Il1b","Il1r1","Il1b_Il1r1","Il1b_Il1r1_Leukocytes_Fibroblasts",0.700989208633094,0.739208633093525,0.820283762480294,0.934314240672622,1.001,1.001,1.001,1,0.933399653739961,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Bmp2","Acvr1","Bmp2_Acvr1","Bmp2_Acvr1_Leukocytes_EndothelialCells",0.662994604316547,0.676708633093525,0.884918549658434,0.957435627955859,1.001,1.001,1.001,1,0.932338117918697,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Leukocytes","Tnf","Tnfrsf21","Tnf_Tnfrsf21","Tnf_Tnfrsf21_Leukocytes_Leukocytes",0.746627697841727,0.774280575539568,0.788754598003153,0.864687335785602,1.001,1.001,1.001,1,0.931695850597504,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Leukocytes","Vegfc","Nrp2","Vegfc_Nrp2","Vegfc_Nrp2_EndothelialCells_Leukocytes",0.793615107913669,0.831834532374101,0.911718339464004,0.954808197582764,1.001,1.001,0.841833376579154,1,0.931636910874404,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Pdgfb","Pdgfra","Pdgfb_Pdgfra","Pdgfb_Pdgfra_EndothelialCells_Fibroblasts",0.794289568345324,0.955485611510791,0.827640567524961,0.909879138202838,0.841235972898566,1.001,1.001,1,0.93114723594842,"age30m",NA,"brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Lama4","Itgav","Lama4_Itgav","Lama4_Itgav_Fibroblasts_Fibroblasts",0.734487410071942,0.884892086330935,0.776142932212296,0.895165528113505,0.937285787840634,1.001,1.001,1,0.930771627700829,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Tgfb1","Eng","Tgfb1_Eng","Tgfb1_Eng_EndothelialCells_EndothelialCells",0.775404676258993,0.856789568345324,0.795060430898581,0.948502364687336,1.001,0.886433515283746,1.001,1,0.92938533922981,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","Leukocytes","Cxcl12","Cxcr4","Cxcl12_Cxcr4","Cxcl12_Cxcr4_EndothelialCells_Leukocytes",0.818345323741007,0.964478417266187,0.864424592748292,0.904887020493957,0.79581157732971,1.001,1.001,1,0.928979875742405,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Tgfb1","Pdgfra","Tgfb1_Pdgfra","Tgfb1_Pdgfra_EndothelialCells_Fibroblasts",0.775404676258993,0.856789568345324,0.827640567524961,0.909879138202838,1.001,0.886433515283746,1.001,1,0.928881748408301,"age30m","brown","brown"
"age30m-age3m","age30m","Leukocytes","Leukocytes","Tgfb1","Tgfbr2","Tgfb1_Tgfbr2","Tgfb1_Tgfbr2_Leukocytes_Leukocytes",0.882868705035971,0.930305755395683,0.772201786652654,0.859432475039411,0.848288700468806,1.001,1.001,1,0.928782176921778,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb2","Acvr1","Tgfb2_Acvr1","Tgfb2_Acvr1_Fibroblasts_Fibroblasts",0.768660071942446,0.926258992805755,0.812926957435628,0.901996847083552,0.989717231393835,1.001,0.876734851761657,1,0.92872891963153,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb1","Sdc2","Tgfb1_Sdc2","Tgfb1_Sdc2_Fibroblasts_Fibroblasts",0.942895683453237,0.97931654676259,0.837099316868103,0.960588544403573,1.001,0.710412932608523,1.001,1,0.928727163058712,"age30m","brown","brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Postn","Itgav","Postn_Itgav","Postn_Itgav_Fibroblasts_Fibroblasts",0.920413669064748,0.997751798561151,0.776142932212296,0.895165528113505,0.774480353588916,1.001,1.001,1,0.928536219594128,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Pgf","Kdr","Pgf_Kdr","Pgf_Kdr_Fibroblasts_EndothelialCells",0.912320143884892,0.975269784172662,0.775091960063058,0.889910667367315,0.792550916116575,1.001,1.001,1,0.92847453231009,"age30m",NA,NA
"age30m-age3m","age30m","Myocytes","EndothelialCells","Lgals3","Eng","Lgals3_Eng","Lgals3_Eng_Myocytes_EndothelialCells",0.798111510791367,0.798561151079137,0.795060430898581,0.948502364687336,0.953545210544409,0.945725143495871,1.001,1,0.928398013794748,"age30m","tan",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Nlgn2","Nrxn2","Nlgn2_Nrxn2","Nlgn2_Nrxn2_Fibroblasts_Fibroblasts",0.86488309352518,0.978192446043165,0.925643720441408,0.980557015239096,0.682620864854256,1.001,1.001,1,0.92654316707978,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Fn1","Itga5","Fn1_Itga5","Fn1_Itga5_Leukocytes_Fibroblasts",0.926258992805755,0.910071942446043,0.856542301629007,0.943772990015765,0.738361032998019,1.001,1.001,1,0.926447357741051,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Fn1","Sdc2","Fn1_Sdc2","Fn1_Sdc2_Leukocytes_Fibroblasts",0.926258992805755,0.910071942446043,0.837099316868103,0.960588544403573,0.738361032998019,1.001,1.001,1,0.926228405209959,"age30m",NA,"brown"
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Prg4","Tlr2","Prg4_Tlr2","Prg4_Tlr2_Fibroblasts_Leukocytes",0.961330935251799,0.993255395683453,0.821071991592223,0.899106673673148,0.717390799401773,1.001,1.001,1,0.926128882917014,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Bmp2","Bmpr1a","Bmp2_Bmpr1a","Bmp2_Bmpr1a_Leukocytes_Fibroblasts",0.662994604316547,0.676708633093525,0.834471886495008,0.932475039411456,1.001,1.001,1.001,1,0.926054180276378,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Postn","Itgb5","Postn_Itgb5","Postn_Itgb5_Fibroblasts_Fibroblasts",0.920413669064748,0.997751798561151,0.730425643720441,0.899632159747767,0.774480353588916,1.001,1.001,1,0.925098664855995,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Tgfb1","Acvrl1","Tgfb1_Acvrl1","Tgfb1_Acvrl1_EndothelialCells_EndothelialCells",0.775404676258993,0.856789568345324,0.773778244876511,0.914871255911718,1.001,0.886433515283746,1.001,1,0.924809231330003,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Cfh","Cfb","Cfh_Cfb","Cfh_Cfb_Fibroblasts_Leukocytes",0.800809352517986,0.907823741007194,0.987125591171834,0.998949027850762,0.69928674724229,1.001,1.001,1,0.924773433919363,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Tgfb1","Eng","Tgfb1_Eng","Tgfb1_Eng_Fibroblasts_EndothelialCells",0.942895683453237,0.97931654676259,0.795060430898581,0.948502364687336,1.001,0.710412932608523,1.001,1,0.924216740918232,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Cfh","Cfb","Cfh_Cfb","Cfh_Cfb_Fibroblasts_Fibroblasts",0.800809352517986,0.907823741007194,0.972674724119811,0.991066736731477,0.772286920341613,1.001,0.935204931842094,1,0.924113188228657,"age30m","brown",NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Bmp2","Eng","Bmp2_Eng","Bmp2_Eng_Leukocytes_EndothelialCells",0.662994604316547,0.676708633093525,0.795060430898581,0.948502364687336,1.001,1.001,1.001,1,0.924105502749666,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb1","Pdgfra","Tgfb1_Pdgfra","Tgfb1_Pdgfra_Fibroblasts_Fibroblasts",0.942895683453237,0.97931654676259,0.827640567524961,0.909879138202838,1.001,0.710412932608523,1.001,1,0.923713150096723,"age30m","brown","brown"
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Jam3","Jam3","Jam3_Jam3","Jam3_Jam3_EndothelialCells_EndothelialCells",0.772032374100719,0.902877697841727,0.828691539674199,0.930373095112979,0.821530531789931,1.001,1.001,1,0.923419647525791,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Tgfb1","Itgav","Tgfb1_Itgav","Tgfb1_Itgav_EndothelialCells_Fibroblasts",0.775404676258993,0.856789568345324,0.776142932212296,0.895165528113505,1.001,0.886433515283746,1.001,1,0.923364144624801,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","C3","Lrp1","C3_Lrp1","C3_Lrp1_Fibroblasts_Fibroblasts",0.886690647482014,0.998201438848921,0.814503415659485,0.952706253284288,0.709180180431619,1.001,1.001,1,0.922871843011495,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Tgfb1","Acvrl1","Tgfb1_Acvrl1","Tgfb1_Acvrl1_Fibroblasts_EndothelialCells",0.942895683453237,0.97931654676259,0.773778244876511,0.914871255911718,1.001,0.710412932608523,1.001,1,0.919640633018425,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Pgf","Nrp1","Pgf_Nrp1","Pgf_Nrp1_Fibroblasts_EndothelialCells",0.912320143884892,0.975269784172662,0.694167104571729,0.850761954808198,0.792550916116575,1.001,1.001,1,0.918468401639219,"age30m",NA,"brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb1","Itgav","Tgfb1_Itgav","Tgfb1_Itgav_Fibroblasts_Fibroblasts",0.942895683453237,0.97931654676259,0.776142932212296,0.895165528113505,1.001,0.710412932608523,1.001,1,0.918195546313223,"age30m","brown",NA
"age30m-age3m","age30m","Leukocytes","Leukocytes","Tnf","Tnfrsf1a","Tnf_Tnfrsf1a","Tnf_Tnfrsf1a_Leukocytes_Leukocytes",0.746627697841727,0.774280575539568,0.760903836048345,0.840514976353127,1.001,1.001,0.944564939009754,1,0.917954746983523,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Adam9","Itgav","Adam9_Itgav","Adam9_Itgav_Fibroblasts_Fibroblasts",0.830485611510791,0.93705035971223,0.776142932212296,0.895165528113505,0.780098443770891,1.001,1.001,1,0.916920109924217,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Fn1","Itgav","Fn1_Itgav","Fn1_Itgav_Leukocytes_Fibroblasts",0.926258992805755,0.910071942446043,0.776142932212296,0.895165528113505,0.738361032998019,1.001,1.001,1,0.91569678846447,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Il1rn","Il1r1","Il1rn_Il1r1","Il1rn_Il1r1_Leukocytes_Fibroblasts",0.611061151079137,0.602068345323741,0.820283762480294,0.934314240672622,1.001,1.001,1.001,1,0.914477291629649,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Tgfb1","Tgfbr3","Tgfb1_Tgfbr3","Tgfb1_Tgfbr3_EndothelialCells_Fibroblasts",0.775404676258993,0.856789568345324,0.727272727272727,0.835522858644246,1.001,0.886433515283746,1.001,1,0.914321405090732,"age30m","brown",NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Tnf","Tnfrsf1a","Tnf_Tnfrsf1a","Tnf_Tnfrsf1a_Leukocytes_Fibroblasts",0.746627697841727,0.774280575539568,0.726484498160799,0.859432475039411,1.001,1.001,0.930275062430062,1,0.914281280953469,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","C3","Vsig4","C3_Vsig4","C3_Vsig4_Fibroblasts_Leukocytes",0.886690647482014,0.998201438848921,0.875459800315292,0.867577509196006,0.669065205234356,1.001,1.001,1,0.914171650525912,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Pgf","Flt1","Pgf_Flt1","Pgf_Flt1_Fibroblasts_EndothelialCells",0.912320143884892,0.975269784172662,0.678928008407777,0.813452443510247,0.792550916116575,1.001,1.001,1,0.914089351017394,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Adam9","Itgb5","Adam9_Itgb5","Adam9_Itgb5_Fibroblasts_Fibroblasts",0.830485611510791,0.93705035971223,0.730425643720441,0.899632159747767,0.780098443770891,1.001,1.001,1,0.913482555186084,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Il10","Il10rb","Il10_Il10rb","Il10_Il10rb_Leukocytes_EndothelialCells",0.789568345323741,0.738758992805755,0.715449290593799,0.839726747241198,0.936653028300793,1.001,1.001,1,0.913400786047173,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Cxcl14","Cxcr4","Cxcl14_Cxcr4","Cxcl14_Cxcr4_Fibroblasts_Leukocytes",0.909622302158273,0.984487410071942,0.864424592748292,0.904887020493957,0.646388310604454,1.001,1.001,1,0.913349828890114,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Comp","Itga5","Comp_Itga5","Comp_Itga5_Fibroblasts_Fibroblasts",0.94896582733813,0.996852517985611,0.856542301629007,0.943772990015765,0.599753916659759,1.001,1.001,1,0.912470122524002,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Jam3","Jam2","Jam3_Jam2","Jam3_Jam2_EndothelialCells_EndothelialCells",0.772032374100719,0.902877697841727,0.770625328428797,0.856016815554388,0.821530531789931,1.001,1.001,1,0.912384439958791,"age30m",NA,"brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb3","Tgfbr1","Tgfb3_Tgfbr1","Tgfb3_Tgfbr1_Fibroblasts_Fibroblasts",0.64523381294964,0.705935251798561,0.877561744613768,0.984760903836048,0.86154624768789,1.001,1.001,1,0.911715350714483,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Fibroblasts","Tgfb1","Tgfbr2","Tgfb1_Tgfbr2","Tgfb1_Tgfbr2_EndothelialCells_Fibroblasts",0.775404676258993,0.856789568345324,0.730425643720441,0.854440357330531,1.001,0.886433515283746,0.9725641509851,1,0.911421298182749,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","Leukocytes","Rtn4","S1pr2","Rtn4_S1pr2","Rtn4_S1pr2_EndothelialCells_Leukocytes",0.807553956834532,0.964028776978417,0.866001050972149,0.87073042564372,0.764727394761284,0.963384695256777,0.980053493784535,1,0.910387114836168,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Tnf","Ltbr","Tnf_Ltbr","Tnf_Ltbr_Leukocytes_Fibroblasts",0.746627697841727,0.774280575539568,0.708355228586443,0.811350499211771,1.001,1.001,0.939622534296061,1,0.910321589147636,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Hp","Cd163","Hp_Cd163","Hp_Cd163_Fibroblasts_Leukocytes",0.965602517985611,0.950089928057554,0.784025223331582,0.754072517078297,0.759541171344343,0.971548839986116,1.001,1,0.909830850759497,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Hp","Tlr4","Hp_Tlr4","Hp_Tlr4_Fibroblasts_Fibroblasts",0.965602517985611,0.950089928057554,0.835785601681555,0.918024172359432,0.756212808068169,0.971548839986116,0.89246387302418,1,0.909162771853424,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Lama4","Itga9","Lama4_Itga9","Lama4_Itga9_Fibroblasts_Fibroblasts",0.734487410071942,0.884892086330935,0.767472411981083,0.794534944823962,0.937285787840634,1.001,0.925993244348754,1,0.909162076465558,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb1","Tgfbr3","Tgfb1_Tgfbr3","Tgfb1_Tgfbr3_Fibroblasts_Fibroblasts",0.942895683453237,0.97931654676259,0.727272727272727,0.835522858644246,1.001,0.710412932608523,1.001,1,0.909152806779154,"age30m","brown",NA
"age30m-age3m","age30m","Leukocytes","Leukocytes","Hp","Cd163","Hp_Cd163","Hp_Cd163_Leukocytes_Leukocytes",0.95863309352518,0.888489208633094,0.784025223331582,0.754072517078297,0.759541171344343,1.001,1.001,1,0.909025198771403,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Fbn1","Itga5","Fbn1_Itga5","Fbn1_Itga5_Fibroblasts_Fibroblasts",0.772482014388489,0.921762589928058,0.856542301629007,0.943772990015765,0.702238026133969,1.001,1.001,1,0.908586329019105,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Hp","Tlr4","Hp_Tlr4","Hp_Tlr4_Leukocytes_Fibroblasts",0.95863309352518,0.888489208633094,0.835785601681555,0.918024172359432,0.756212808068169,1.001,0.89246387302418,1,0.90835711986533,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Il1b","Il1r1","Il1b_Il1r1","Il1b_Il1r1_Leukocytes_EndothelialCells",0.700989208633094,0.739208633093525,0.75827640567525,0.857856016815554,1.001,1.001,0.91904574898102,1,0.908201813514955,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Kirrel","Kirrel","Kirrel_Kirrel","Kirrel_Kirrel_Fibroblasts_Fibroblasts",0.860611510791367,0.903327338129496,0.906463478717814,0.931161324224908,0.643404460408403,1.001,1.001,1,0.907697714390032,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","Leukocytes","Pdgfb","Lrp1","Pdgfb_Lrp1","Pdgfb_Lrp1_EndothelialCells_Leukocytes",0.794289568345324,0.955485611510791,0.799527062532843,0.889910667367315,0.910630475032609,1.001,0.814615066787813,1,0.90764199944976,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Fibroblasts","Adam17","Itga5","Adam17_Itga5","Adam17_Itga5_Leukocytes_Fibroblasts",0.713803956834532,0.848246402877698,0.856542301629007,0.943772990015765,0.761700416860269,1.001,1.001,1,0.907480540423128,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Edn1","Ece1","Edn1_Ece1","Edn1_Ece1_EndothelialCells_EndothelialCells",0.924910071942446,0.994154676258993,0.645822385706779,0.707829742511823,0.805410251825681,1.001,1.001,1,0.907294781672617,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Serping1","Lrp1","Serping1_Lrp1","Serping1_Lrp1_Fibroblasts_Fibroblasts",0.763489208633094,0.982913669064748,0.814503415659485,0.952706253284288,0.682910637812372,1.001,1.001,1,0.906952818522196,"age30m","brown",NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Icam1","Cdh5","Icam1_Cdh5","Icam1_Cdh5_EndothelialCells_EndothelialCells",0.731564748201439,0.852068345323741,0.734629532317394,0.888071466106148,0.835955616648855,1.001,1.001,1,0.906853777103869,"age30m",NA,NA
"age30m-age3m","age30m","EndothelialCells","EndothelialCells","Lpl","Gpihbp1","Lpl_Gpihbp1","Lpl_Gpihbp1_EndothelialCells_EndothelialCells",0.821717625899281,0.974370503597122,0.831844456121913,0.966894377299002,0.639525267697522,1.001,1.001,1,0.90648979152603,"age30m","brown","brown"
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Tgfb1","Tgfbr2","Tgfb1_Tgfbr2","Tgfb1_Tgfbr2_Fibroblasts_Fibroblasts",0.942895683453237,0.97931654676259,0.730425643720441,0.854440357330531,1.001,0.710412932608523,0.9725641509851,1,0.90625269987117,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Angpt1","Itga5","Angpt1_Itga5","Angpt1_Itga5_Fibroblasts_Leukocytes",0.803057553956835,0.902428057553957,0.737519705727798,0.787178139779296,1.001,1.001,0.820229872488327,1,0.906220266832878,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Timp1","Mmp2","Timp1_Mmp2","Timp1_Mmp2_Fibroblasts_Fibroblasts",0.83273381294964,0.968525179856115,0.750394114555964,0.95165528113505,0.677544238305101,1.001,1.001,1,0.905199738758914,"age30m",NA,NA
"age30m-age3m","age30m","Myocytes","EndothelialCells","Nppa","Npr1","Nppa_Npr1","Nppa_Npr1_Myocytes_EndothelialCells",0.888714028776978,0.818794964028777,0.80084077771939,0.8922753547031,0.726601703553215,1.001,1.001,1,0.904819044361223,"age30m","brown","brown"
"age30m-age3m","age30m","Leukocytes","Leukocytes","Rtn4","S1pr2","Rtn4_S1pr2","Rtn4_S1pr2_Leukocytes_Leukocytes",0.736735611510791,0.883992805755396,0.866001050972149,0.87073042564372,0.764727394761284,1.001,0.980053493784535,1,0.904085139247808,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","Leukocytes","Fn1","Plaur","Fn1_Plaur","Fn1_Plaur_Leukocytes_Leukocytes",0.926258992805755,0.910071942446043,0.786652653704677,0.792433000525486,0.714358862109487,1.001,1.001,1,0.904011192808411,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Jam3","Jam3","Jam3_Jam3","Jam3_Jam3_Fibroblasts_EndothelialCells",0.748426258992806,0.856115107913669,0.828691539674199,0.930373095112979,0.821530531789931,0.915783122985262,1.001,1,0.903352775937003,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Wnt9a","Fzd1","Wnt9a_Fzd1","Wnt9a_Fzd1_Fibroblasts_Fibroblasts",0.860611510791367,0.959757194244604,0.838150289017341,0.936941671045717,0.615072443195542,1.001,1.001,1,0.902467129290843,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Pgf","Nrp2","Pgf_Nrp2","Pgf_Nrp2_Fibroblasts_Leukocytes",0.912320143884892,0.975269784172662,0.911718339464004,0.954808197582764,0.694578502565627,1.001,0.841833376579154,1,0.902411685282824,"age30m",NA,NA
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Apoe","Lrp5","Apoe_Lrp5","Apoe_Lrp5_Leukocytes_EndothelialCells",0.759892086330935,0.870503597122302,0.824750394114556,0.861008933263269,0.754264409657413,1.001,1.001,1,0.902390319178824,"age30m",NA,NA
"age30m-age3m","age30m","Myocytes","EndothelialCells","Nppb","Npr1","Nppb_Npr1","Nppb_Npr1_Myocytes_EndothelialCells",0.899730215827338,0.910746402877698,0.80084077771939,0.8922753547031,0.659705421397613,1.001,1.001,1,0.902250299493563,"age30m",NA,"brown"
"age30m-age3m","age30m","Fibroblasts","EndothelialCells","Comp","Cd36","Comp_Cd36","Comp_Cd36_Fibroblasts_EndothelialCells",0.94896582733813,0.996852517985611,0.854440357330531,0.953231739358907,0.534179401281879,1.001,1.001,1,0.902154103714745,"age30m",NA,"brown"
"age30m-age3m","age30m","Leukocytes","EndothelialCells","Tnf","Tnfrsf1a","Tnf_Tnfrsf1a","Tnf_Tnfrsf1a_Leukocytes_EndothelialCells",0.746627697841727,0.774280575539568,0.631634261692065,0.665265370467683,1.001,1.001,1.001,1,0.90198399212842,"age30m",NA,NA
"age30m-age3m","age30m","Fibroblasts","Leukocytes","Bgn","Tlr2","Bgn_Tlr2","Bgn_Tlr2_Fibroblasts_Leukocytes",0.782823741007194,0.982464028776978,0.821071991592223,0.899106673673148,0.666055747208937,1.001,1.001,1,0.901798160788951,"age30m","brown",NA
"age30m-age3m","age30m","Fibroblasts","Fibroblasts","Comp","Itgav","Comp_Itgav","Comp_Itgav_Fibroblasts_Fibroblasts",0.94896582733813,0.996852517985611,0.776142932212296,0.895165528113505,0.599753916659759,1.001,1.001,1,0.901719553247422,"age30m",NA,NA
