"sender","receiver","ligand","receptor","contrasts_active","n_contrasts","max_aupr_corrected","aupr_sender_ct"
"Myocytes","Fibroblasts","Angpt1","Itga5","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Leukocytes","Angpt1","Tek","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","EndothelialCells","Angpt1","Tie1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Leukocytes","Angpt1","Tie1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","EndothelialCells","Angpt1","Itgb1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Fibroblasts","Angpt1","Tek","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Fibroblasts","Myocytes","Angpt1","Itgb1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","EndothelialCells","Angpt1","Itga5","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Leukocytes","Angpt1","Itgb1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Fibroblasts","Myocytes","Angpt1","Itga5","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Fibroblasts","Angpt1","Tie1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Fibroblasts","Angpt1","Itgb1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Myocytes","Angpt1","Itga5","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Myocytes","Myocytes","Angpt1","Itgb1","age30m-age3m",1,8.51437418224674e-05,"Fibroblasts"
"Fibroblasts","Leukocytes","Ctf1","Lifr","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Fibroblasts","EndothelialCells","Ctf1","Il6st","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Fibroblasts","Fibroblasts","Ctf1","Il6st","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Myocytes","Leukocytes","Ctf1","Lifr","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Myocytes","EndothelialCells","Ctf1","Il6st","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Myocytes","Fibroblasts","Ctf1","Il6st","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Fibroblasts","Leukocytes","Ctf1","Il6st","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Fibroblasts","Fibroblasts","Ctf1","Lifr","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Myocytes","Leukocytes","Ctf1","Il6st","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Fibroblasts","EndothelialCells","Ctf1","Lifr","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Myocytes","Fibroblasts","Ctf1","Lifr","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Myocytes","EndothelialCells","Ctf1","Lifr","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Fibroblasts","Myocytes","Ctf1","Lifr","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Myocytes","Myocytes","Ctf1","Il6st","age30m-age3m",1,1.45235294287992e-05,"Myocytes"
"Fibroblasts","Fibroblasts","Adm","Ramp1","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","EndothelialCells","Adm","Ramp3","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Fibroblasts","Adm","Ramp1","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Fibroblasts","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Fibroblasts","Adm","Calcrl","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","EndothelialCells","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","EndothelialCells","Adm","Ramp3","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","EndothelialCells","Adm","Gpr182","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Leukocytes","Adm","Calcrl","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Fibroblasts","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Fibroblasts","Adm","Calcrl","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","EndothelialCells","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Leukocytes","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Leukocytes","Adm","Ramp1","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","EndothelialCells","Adm","Gpr182","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Leukocytes","Adm","Calcrl","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","EndothelialCells","Adm","Calcrl","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Leukocytes","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Leukocytes","Adm","Ramp1","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","EndothelialCells","Adm","Calcrl","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Myocytes","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Myocytes","Adm","Ramp1","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Myocytes","Adm","Ramp2","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Leukocytes","Adm","Ramp3","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Myocytes","Adm","Ramp1","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"EndothelialCells","Leukocytes","Adm","Ramp3","age30m-age3m",1,-4.32392083189043e-06,"Fibroblasts"
"Fibroblasts","Fibroblasts","Spon2","Itga5","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Leukocytes","Spon2","Itga5","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","EndothelialCells","Spon2","Itgb1","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Leukocytes","Spon2","Itgam","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","EndothelialCells","Spon2","Itga5","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Leukocytes","Spon2","Itgb2","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Leukocytes","Spon2","Itga4","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Leukocytes","Spon2","Itgb1","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Fibroblasts","Spon2","Itgb1","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","EndothelialCells","Spon2","Itgb2","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Myocytes","Spon2","Itgb1","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Fibroblasts","Myocytes","Spon2","Itga5","age30m-age3m",1,-2.51847795061811e-05,"Fibroblasts"
"Myocytes","EndothelialCells","Angptl6","Tek","age30m-age3m",1,-0.000131908232889059,"Myocytes"
"Fibroblasts","EndothelialCells","Angptl6","Tek","age30m-age3m",1,-0.000131908232889059,"Myocytes"
"Myocytes","Fibroblasts","Angptl6","Tek","age30m-age3m",1,-0.000131908232889059,"Myocytes"
"Myocytes","Leukocytes","Angptl6","Tek","age30m-age3m",1,-0.000131908232889059,"Myocytes"
"Fibroblasts","Fibroblasts","Angptl6","Tek","age30m-age3m",1,-0.000131908232889059,"Myocytes"
"Fibroblasts","Leukocytes","Angptl6","Tek","age30m-age3m",1,-0.000131908232889059,"Myocytes"
"Fibroblasts","Fibroblasts","Nlgn2","Nrxn2","age30m-age3m",1,-0.000143295114159709,"Fibroblasts"
"EndothelialCells","Fibroblasts","Nlgn2","Nrxn2","age30m-age3m",1,-0.000143295114159709,"Fibroblasts"
"Fibroblasts","Myocytes","Nlgn2","Nrxn2","age30m-age3m",1,-0.000143295114159709,"Fibroblasts"
"EndothelialCells","Myocytes","Nlgn2","Nrxn2","age30m-age3m",1,-0.000143295114159709,"Fibroblasts"
"Leukocytes","Fibroblasts","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"EndothelialCells","Fibroblasts","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Leukocytes","EndothelialCells","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"EndothelialCells","EndothelialCells","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Fibroblasts","Fibroblasts","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Fibroblasts","EndothelialCells","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Leukocytes","Leukocytes","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"EndothelialCells","Leukocytes","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Leukocytes","EndothelialCells","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"EndothelialCells","EndothelialCells","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Fibroblasts","Leukocytes","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Fibroblasts","EndothelialCells","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Leukocytes","Fibroblasts","Il15","Il2rb","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"EndothelialCells","Fibroblasts","Il15","Il2rb","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Fibroblasts","Fibroblasts","Il15","Il2rb","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Leukocytes","Leukocytes","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"EndothelialCells","Leukocytes","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Leukocytes","Myocytes","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"EndothelialCells","Myocytes","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Fibroblasts","Leukocytes","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Fibroblasts","Myocytes","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Myocytes","Fibroblasts","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Myocytes","EndothelialCells","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Myocytes","Leukocytes","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Myocytes","EndothelialCells","Il15","Il2rg","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Myocytes","Myocytes","Il15","Il15ra","age30m-age3m",1,-0.000181657404413785,"Fibroblasts"
"Leukocytes","Fibroblasts","Ebi3","Il6st","age30m-age3m",1,-0.000199485261874071,"Leukocytes"
"Leukocytes","EndothelialCells","Ebi3","Il6st","age30m-age3m",1,-0.000199485261874071,"Leukocytes"
"Leukocytes","Fibroblasts","Ebi3","Il27ra","age30m-age3m",1,-0.000199485261874071,"Leukocytes"
"Leukocytes","Leukocytes","Ebi3","Il6st","age30m-age3m",1,-0.000199485261874071,"Leukocytes"
"Leukocytes","Myocytes","Ebi3","Il6st","age30m-age3m",1,-0.000199485261874071,"Leukocytes"
"Leukocytes","Fibroblasts","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Fibroblasts","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Leukocytes","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Leukocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Leukocytes","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Leukocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Leukocytes","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","EndothelialCells","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","EndothelialCells","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Leukocytes","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","EndothelialCells","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","EndothelialCells","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Leukocytes","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Leukocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Fibroblasts","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","EndothelialCells","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Leukocytes","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","EndothelialCells","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Leukocytes","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","EndothelialCells","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Leukocytes","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Fibroblasts","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","EndothelialCells","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Fibroblasts","Calr","Itga2b","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Fibroblasts","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Fibroblasts","Calr","Itga2b","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Fibroblasts","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","EndothelialCells","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","EndothelialCells","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Leukocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Leukocytes","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","EndothelialCells","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Leukocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Fibroblasts","Calr","Itga2b","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Leukocytes","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","EndothelialCells","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Leukocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Leukocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Leukocytes","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","EndothelialCells","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","EndothelialCells","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Myocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Fibroblasts","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","EndothelialCells","Calr","Scarf1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Myocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Leukocytes","Calr","Tap1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","EndothelialCells","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Leukocytes","Myocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Fibroblasts","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","EndothelialCells","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","Myocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Fibroblasts","Calr","Itga2b","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Myocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","EndothelialCells","Calr","Itgav","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Leukocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","EndothelialCells","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"EndothelialCells","Myocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Myocytes","Calr","Tap2","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","EndothelialCells","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Myocytes","Myocytes","Calr","Lrp1","age30m-age3m",1,-0.000229549903212905,"Fibroblasts"
"Fibroblasts","EndothelialCells","Tgfb2","Acvr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Fibroblasts","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","EndothelialCells","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Leukocytes","Tgfb2","Tgfbr2","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Fibroblasts","Tgfb2","Tgfbr3","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Fibroblasts","Tgfb2","Tgfbr2","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Fibroblasts","Tgfb2","Acvr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","EndothelialCells","Tgfb2","Acvr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Fibroblasts","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Leukocytes","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","EndothelialCells","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","EndothelialCells","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Leukocytes","Tgfb2","Tgfbr2","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Leukocytes","Tgfb2","Acvr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Fibroblasts","Tgfb2","Tgfbr3","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Leukocytes","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Fibroblasts","Tgfb2","Tgfbr2","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Fibroblasts","Tgfb2","Acvr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Fibroblasts","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Leukocytes","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","EndothelialCells","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Leukocytes","Tgfb2","Acvr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","EndothelialCells","Tgfb2","Tgfbr2","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Leukocytes","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Fibroblasts","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","EndothelialCells","Tgfb2","Tgfbr3","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","EndothelialCells","Tgfb2","Tgfbr2","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Leukocytes","Tgfb2","Tgfbr3","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","EndothelialCells","Tgfb2","Tgfbr3","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Myocytes","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Leukocytes","Tgfb2","Tgfbr3","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Myocytes","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Myocytes","Tgfb2","Eng","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"Fibroblasts","Myocytes","Tgfb2","Tgfbr2","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
"EndothelialCells","Myocytes","Tgfb2","Tgfbr1","age30m-age3m",1,-0.00025392884054536,"Fibroblasts"
