"celltype","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","module","database","n_overlap_genes","overlap_hit_genes","go_source","hub_hit_genes"
"Myocytes","GO:0072522","purine-containing compound biosynthetic process","23/516","205/13010",0.11219512195122,2.82879561353753,5.36350101756619,6.74079033856872e-06,0.000370157312939665,0.000352721752269881,"Ak1/Atic/Dld/Dlst/Idh2/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Pdha1/Pdhb/Pdk2/Sdha/Sdhd/Vdac1",23,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:1903053","regulation of extracellular matrix organization","13/546","57/13010",0.228070175438596,5.4344193817878,7.0222868680277,4.86783766970827e-07,0.000408047625666125,0.000380359678482474,"Aebp1/Antxr1/Cflar/Col6a1/Emilin1/Fap/Fscn1/Lama2/Lamb1/Lrp1/Tgfb1/Tgfbr1/Tnxb",13,"brown","GO_BP",4,"Lrp1/Tgfb1/Tgfbr1/Tnxb","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0051145","smooth muscle cell differentiation","14/546","67/13010",0.208955223880597,4.97895139686184,6.83404946710727,5.5935246835658e-07,0.000408047625666125,0.000380359678482474,"Adm/C3/Cfh/Ednrb/Foxo4/Gata6/Pbrm1/Pdgfrb/Ramp2/Rcan1/Sgcb/Smad6/Tbx18/Tgfb1",14,"brown","GO_BP",5,"C3/Cfh/Ednrb/Pdgfrb/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0055013","cardiac muscle cell development","12/309","103/13010",0.116504854368932,4.90526911113206,6.20639142531042,5.76835234209193e-06,0.000458513665436039,0.00041644690079493,"Actc1/Adprhl1/Bmpr1a/Csrp3/Gata4/Myh6/Myl2/Nppa/Tbx5/Tcap/Trip10/Vegfa",12,"brown","GO_BP",3,"Bmpr1a/Nppa/Vegfa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0060415","muscle tissue morphogenesis","13/516","77/13010",0.168831168831169,4.25677036142152,5.82477183005016,9.26374445445362e-06,0.000501433253398925,0.000477814187650766,"Actc1/Ankrd1/Mybpc3/Myh6/Nkx2-5/Smad7/Tbx20/Tcap/Tgfbr3/Tnnc1/Tnni3/Tnnt2/Tpm1",13,"brown","GO_BP",1,"Tgfbr3","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0006163","purine nucleotide metabolic process","33/516","368/13010",0.0896739130434783,2.26096435793731,4.98671885923512,1.04712353909592e-05,0.000551048762449227,0.000525092651915059,"Adnp/Ak1/Arl2/Atic/Atp1a2/Eno3/Entpd4/Got2/Idh2/Ldhb/Mfn1/Myh6/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Nudt3/Nudt4/Pgam2/Prkaca/Rhoq/Sdha/Sdhd/Slc25a11/Tpi1",33,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0055002","striated muscle cell development","16/309","183/13010",0.087431693989071,3.68118556245247,5.69733961412407,7.49637320969728e-06,0.000572085052408981,0.000519598574756239,"Actc1/Adprhl1/Bmpr1a/Csrp3/Dmd/Gata4/Myh6/Myl2/Nppa/Ski/Tbx5/Tcap/Tmod2/Tnnt2/Trip10/Vegfa",16,"brown","GO_BP",3,"Bmpr1a/Nppa/Vegfa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0001525","angiogenesis","29/309","497/13010",0.0583501006036217,2.45674695421721,5.16492273875679,7.54822253868861e-06,0.000572085052408981,0.000519598574756239,"Amot/Amotl1/Bmpr1a/Cd59a/Cfh/Cgnl1/Creb3l1/Ctnnd1/Cyp1b1/Dcn/Ecscr/Emcn/Eng/Ephb4/Epn1/Foxc1/Gata4/Hand2/Hspg2/Mmrn2/Npr3/Nrp1/Pecam1/Pf4/Plxnd1/Smad5/Stab1/Tie1/Vegfa",29,"brown","GO_BP",13,"Bmpr1a/Cd59a/Cfh/Dcn/Eng/Ephb4/Hspg2/Nrp1/Pecam1/Pf4/Stab1/Tie1/Vegfa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0007517","muscle organ development","29/516","308/13010",0.0941558441558442,2.37396808617739,4.9592043715359,1.44561359182669e-05,0.00071135453239368,0.000677847521526392,"Actc1/Ankrd1/Asb2/Btbd1/Cfl2/Cryab/Csrp3/Des/Etv1/Gata4/Gpc1/Jph2/Lemd3/Mybpc3/Myh6/Myom1/Myoz2/Nkx2-5/Popdc2/Smad7/Smyd1/Tbx20/Tcap/Tgfbr3/Tnnc1/Tnni3/Tnnt2/Tpm1/Vamp5",29,"brown","GO_BP",1,"Tgfbr3","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0009259","ribonucleotide metabolic process","29/516","308/13010",0.0941558441558442,2.37396808617739,4.9592043715359,1.44561359182669e-05,0.00071135453239368,0.000677847521526392,"Adnp/Ak1/Arl2/Atic/Atp1a2/Eno3/Entpd4/Mfn1/Myh6/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Nudt3/Nudt4/Pgam2/Prkaca/Rhoq/Sdha/Sdhd/Tpi1",29,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0055007","cardiac muscle cell differentiation","14/309","147/13010",0.0952380952380952,4.0098628448143,5.72422211193154,1.05565532246755e-05,0.000781904703618582,0.000710168126023628,"Actc1/Adprhl1/Bmpr1a/Csrp3/Gata4/Hand2/Kcnj8/Myh6/Myl2/Nppa/Tbx5/Tcap/Trip10/Vegfa",14,"brown","GO_BP",3,"Bmpr1a/Nppa/Vegfa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0030198","extracellular matrix organization","20/309","279/13010",0.0716845878136201,3.01817633480646,5.31510918542223,1.13993885565702e-05,0.000807621897953527,0.000733525872335821,"Ccdc80/Creb3l1/Crispld2/Cyp1b1/Dpt/Efemp2/Eng/Foxc1/Hmcn1/Hspg2/Lamb1/Lamb2/Lamc1/Ltbp4/Mfap4/Nphp3/Phldb2/Prdx4/Smoc1/Tie1",20,"brown","GO_BP",4,"Eng/Hspg2/Lamc1/Tie1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0045229","external encapsulating structure organization","20/309","279/13010",0.0716845878136201,3.01817633480646,5.31510918542223,1.13993885565702e-05,0.000807621897953527,0.000733525872335821,"Ccdc80/Creb3l1/Crispld2/Cyp1b1/Dpt/Efemp2/Eng/Foxc1/Hmcn1/Hspg2/Lamb1/Lamb2/Lamc1/Ltbp4/Mfap4/Nphp3/Phldb2/Prdx4/Smoc1/Tie1",20,"brown","GO_BP",4,"Eng/Hspg2/Lamc1/Tie1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0043062","extracellular structure organization","20/309","280/13010",0.0714285714285714,3.00739713361073,5.29639481910698,1.20156412543856e-05,0.000833169677617929,0.00075672974708471,"Ccdc80/Creb3l1/Crispld2/Cyp1b1/Dpt/Efemp2/Eng/Foxc1/Hmcn1/Hspg2/Lamb1/Lamb2/Lamc1/Ltbp4/Mfap4/Nphp3/Phldb2/Prdx4/Smoc1/Tie1",20,"brown","GO_BP",4,"Eng/Hspg2/Lamc1/Tie1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0055006","cardiac cell development","12/309","112/13010",0.107142857142857,4.51109570041609,5.82066668566758,1.37725422660402e-05,0.000935098234271355,0.00084930677307248,"Actc1/Adprhl1/Bmpr1a/Csrp3/Gata4/Myh6/Myl2/Nppa/Tbx5/Tcap/Trip10/Vegfa",12,"brown","GO_BP",3,"Bmpr1a/Nppa/Vegfa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0009152","purine ribonucleotide biosynthetic process","16/516","120/13010",0.133333333333333,3.36175710594315,5.28196418281942,2.03555459787726e-05,0.000964089546419618,0.000918677930357764,"Ak1/Atic/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Sdha/Sdhd",16,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0016525","negative regulation of angiogenesis","11/309","95/13010",0.115789473684211,4.87514903764265,5.91269185550496,1.50289502209547e-05,0.000985779228645772,0.000895337992264954,"Amot/Cd59a/Creb3l1/Ctnnd1/Dcn/Ecscr/Epn1/Foxc1/Pf4/Stab1/Tie1",11,"brown","GO_BP",5,"Cd59a/Dcn/Pf4/Stab1/Tie1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0006956","complement activation","7/309","35/13010",0.2,8.42071197411003,6.85658955489149,1.51239525720431e-05,0.000985779228645772,0.000895337992264954,"C1qb/C1qc/C4b/Cd59a/Cfh/Cfp/Colec11",7,"brown","GO_BP",4,"C1qb/C4b/Cd59a/Cfh","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0019693","ribose phosphate metabolic process","29/516","316/13010",0.0917721518987342,2.31386762829948,4.80498419610488,2.34260537177193e-05,0.00108245509190779,0.00103146809052346,"Adnp/Ak1/Arl2/Atic/Atp1a2/Eno3/Entpd4/Mfn1/Myh6/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Nudt3/Nudt4/Pgam2/Prkaca/Rhoq/Sdha/Sdhd/Tpi1",29,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0008015","blood circulation","21/197","463/13010",0.0453563714902808,2.99536240146474,5.42090739013019,7.21579262112276e-06,0.00114351324116845,0.00101420863599936,"Actc1/Adra2c/Cacna2d1/Camk2n1/Cav1/Cd36/Comt/Dmd/Fgfbp3/Gsn/Myl7/Nppa/Npr1/Npy1r/Smad6/Smpd3/Svep1/Tgfb1/Thra/Tnni3/Tnnt2",21,"brown","GO_BP",4,"Cd36/Nppa/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:2000181","negative regulation of blood vessel morphogenesis","11/309","97/13010",0.11340206185567,4.77463050078404,5.82008027817583,1.83554831553496e-05,0.00117295136477028,0.00106533784587911,"Amot/Cd59a/Creb3l1/Ctnnd1/Dcn/Ecscr/Epn1/Foxc1/Pf4/Stab1/Tie1",11,"brown","GO_BP",5,"Cd59a/Dcn/Pf4/Stab1/Tie1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0006457","protein folding","19/516","164/13010",0.115853658536585,2.92103894876158,5.03118390322989,2.69629441936949e-05,0.00123087464517964,0.00117289662123492,"Arl2/Bag1/Cd74/Cryab/Dnaja2/Fkbp4/Hspa9/Hspb2/Hspd1/Mettl21a/Mkks/Nppa/Pdcd5/Pfdn1/Pfdn2/Pfdn5/Sh3glb1/Snrnp70/Tbca",19,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0006754","ATP biosynthetic process","10/300","69/13010",0.144927536231884,6.28502415458937,6.76234637782199,3.73580415474427e-06,0.00123950303785879,0.00118619661233345,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Tgfb1",10,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:1901343","negative regulation of vasculature development","11/309","98/13010",0.112244897959184,4.72590978138828,5.77471895084256,2.02455786317705e-05,0.00126885270694116,0.00115244062980848,"Amot/Cd59a/Creb3l1/Ctnnd1/Dcn/Ecscr/Epn1/Foxc1/Pf4/Stab1/Tie1",11,"brown","GO_BP",5,"Cd59a/Dcn/Pf4/Stab1/Tie1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0008016","regulation of heart contraction","20/516","179/13010",0.111731843575419,2.81711489324845,4.97478948573586,2.83501831960858e-05,0.00127879576345201,0.00121856050579667,"Adm/Atp1a2/Cav3/Csrp3/Gata4/Gnao1/Mybpc3/Myh6/Myl4/Nkx2-5/Nppa/Pln/Popdc2/Rangrf/Smad7/Tbx5/Tmem65/Tnni3/Tnnt2/Tpm1",20,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0060976","coronary vasculature development","9/309","65/13010",0.138461538461538,5.82972367438387,6.08849807994913,2.12723407588217e-05,0.00130804827420755,0.00118804016313419,"Abcc9/Ap2b1/Gata4/Hand2/Kcnj8/Nrp1/Plxnd1/Vegfa/Zfpm2",9,"brown","GO_BP",2,"Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0085029","extracellular matrix assembly","11/546","46/13010",0.239130434782609,5.69796145883102,6.6804914466165,2.25282762722311e-06,0.00140866093205079,0.0013130766741529,"Antxr1/Col6a1/Emilin1/Fbn1/Lamb1/Ltbp4/Pxdn/Ramp2/Tgfb1/Tgfbr1/Tnxb",11,"brown","GO_BP",4,"Fbn1/Tgfb1/Tgfbr1/Tnxb","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0042692","muscle cell differentiation","41/546","451/13010",0.0909090909090909,2.16616716616717,5.2754694001983,2.60082334552339e-06,0.00142297547291948,0.00132641990621693,"Adm/C3/Cfh/Cflar/Col6a1/Dmd/Ednrb/Fbxo22/Foxo4/Gata6/Hand2/Ift20/Kat2a/Kcnj8/Lama2/Lamb1/Nebl/Nppa/Pbrm1/Pdgfrb/Pld3/Ramp2/Rcan1/Rora/Rpl11/Rpl23/Rpl27a/Rpl30/Rpl36a/Rpl37/Rpl38/Rpl39/Rpl41/Rplp2/Sgcb/Smad6/Tbx18/Tcap/Tgfb1/Tmod3/Uchl1",41,"brown","GO_BP",6,"C3/Cfh/Ednrb/Nppa/Pdgfrb/Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0006959","humoral immune response","11/197","141/13010",0.0780141843971631,5.15210425891925,6.1466015736571,9.61585879840421e-06,0.00144766754209975,0.00128397019850271,"C1qa/C1qc/C4b/Ccl6/Ccl7/Fau/Il1b/Pf4/Ppbp/Rpl39/S100a9",11,"brown","GO_BP",4,"C4b/Ccl6/Il1b/Pf4","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003229","ventricular cardiac muscle tissue development","11/516","64/13010",0.171875,4.33351501937984,5.43276173681008,3.79048902736691e-05,0.00161372617131384,0.00153771464977747,"Gata4/Mybpc3/Myh6/Nkx2-5/Smad7/Tbx5/Tgfbr3/Tnnc1/Tnni3/Tnnt2/Tpm1",11,"brown","GO_BP",1,"Tgfbr3","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0008217","regulation of blood pressure","14/309","160/13010",0.0875,3.68406148867314,5.3282320043042,2.76600847633564e-05,0.00166933733784775,0.00151618242406546,"Abcc9/Camk2n1/Ece1/Eng/F2r/Kcnj8/Lrp5/Myh6/Nisch/Nppa/Npr3/Ptgs1/Rps6ka2/Tnni3",14,"brown","GO_BP",5,"Ece1/Eng/F2r/Lrp5/Nppa","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009142","nucleoside triphosphate biosynthetic process","11/300","90/13010",0.122222222222222,5.30037037037037,6.28934860960574,6.72468953902571e-06,0.00177066248400654,0.00169451286197959,"Cmpk2/Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Tgfb1",11,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003205","cardiac chamber development","19/516","170/13010",0.111764705882353,2.81794345645235,4.84862254915927,4.45485611611655e-05,0.00185488459604018,0.00176751376266972,"Acvr1/Adprhl1/Cav3/Fhl2/Gata4/Gata6/Hand2/Mybpc3/Myh6/Nkx2-5/Smad7/Tbx20/Tbx5/Tgfbr3/Tmem65/Tnnc1/Tnni3/Tnnt2/Tpm1",19,"brown","GO_BP",2,"Acvr1/Tgfbr3","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0035886","vascular associated smooth muscle cell differentiation","9/546","32/13010",0.28125,6.70157967032967,6.75858623614955,4.46272742439893e-06,0.00195333579365941,0.00182079278915476,"Adm/C3/Cfh/Gata6/Pbrm1/Pdgfrb/Ramp2/Sgcb/Smad6",9,"brown","GO_BP",3,"C3/Cfh/Pdgfrb","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0031589","cell-substrate adhesion","21/309","329/13010",0.0638297872340425,2.68746126833299,4.83545392752724,3.93282948338848e-05,0.00233038023388419,0.00211657732196907,"Acer2/Ccdc80/Cgnl1/Dbn1/Dmd/Efemp2/Fndc3b/Kank1/Lamb1/Lamb2/Lamc1/Nid2/Nrp1/Pecam1/Phldb2/Ppm1f/Smoc1/Taok2/Tiam1/Vegfa/Vwf",21,"brown","GO_BP",5,"Lamc1/Nrp1/Pecam1/Vegfa/Vwf","GO_BP (todos los genes del módulo)",NA
"EndothelialCells","GO:0003013","circulatory system process","21/197","489/13010",0.0429447852760736,2.83609977889197,5.13169524311426,1.65144925711539e-05,0.00236786367294021,0.00210011366681791,"Actc1/Adra2c/Cacna2d1/Camk2n1/Cav1/Cd36/Comt/Dmd/Fgfbp3/Gsn/Myl7/Nppa/Npr1/Npy1r/Smad6/Smpd3/Svep1/Tgfb1/Thra/Tnni3/Tnnt2",21,"brown","GO_BP",4,"Cd36/Nppa/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"SmoothMuscleCells","GO:0071560","cellular response to transforming growth factor beta stimulus","26/546","235/13010",0.11063829787234,2.63627152988855,5.29783476340044,6.17751841487604e-06,0.0024580907365375,0.00229129773933584,"Appl2/Brms1/Cflar/Cldn5/Col1a1/Dbn1/Emilin1/Fbn1/Fermt2/Fut8/Fyn/Htra3/Itgb5/Lrp1/Ltbp4/Pdgfd/Ptprk/Pxn/Smad1/Smad5/Smad6/Spry1/Tgfb1/Tgfb3/Tgfbr1/Zfp36l2",26,"brown","GO_BP",8,"Cldn5/Fbn1/Itgb5/Lrp1/Ptprk/Tgfb1/Tgfb3/Tgfbr1","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0003209","cardiac atrium morphogenesis","7/516","27/13010",0.259259259259259,6.5367499282228,5.85255251183836,6.58837726738242e-05,0.00262772225959074,0.00250394836865614,"Acvr1/Gata4/Myh6/Nkx2-5/Tbx20/Tbx5/Tnnt2",7,"brown","GO_BP",1,"Acvr1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","10/300","79/13010",0.126582278481013,5.48945147679325,6.14894460647781,1.29164149856928e-05,0.00275072032650072,0.00263242205392938,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Tgfb1",10,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009165","nucleotide biosynthetic process","15/300","176/13010",0.0852272727272727,3.69602272727273,5.53233760121112,1.38457128949373e-05,0.00275072032650072,0.00263242205392938,"Cmpk2/Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Nppb/Npr1/Oasl2/Rrm2b/Tgfb1",15,"brown","GO_BP",3,"Nppb/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009145","purine nucleoside triphosphate biosynthetic process","10/300","80/13010",0.125,5.42083333333333,6.09339991497289,1.44647869929924e-05,0.00275072032650072,0.00263242205392938,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Tgfb1",10,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0090257","regulation of muscle system process","17/309","236/13010",0.0720338983050847,3.03288354999726,4.91572167805855,4.89635192620809e-05,0.00275124326336417,0.00249882787958206,"Agrn/Dbn1/Dmd/Ece1/F2r/Gata4/Gsn/Hand2/Nppa/Npr3/Ptgs1/Rem1/Sln/Tnnc1/Tnni3/Tnnt2/Trip10",17,"brown","GO_BP",3,"Ece1/F2r/Nppa","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0009117","nucleotide metabolic process","33/516","405/13010",0.0814814814814815,2.05440712029859,4.38087108487049,7.20010731414476e-05,0.00284179235555151,0.00270793509731541,"Adnp/Ak1/Arl2/Atic/Atp1a2/Eno3/Entpd4/Got2/Idh2/Ldhb/Mfn1/Myh6/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Nudt3/Nudt4/Pgam2/Prkaca/Rhoq/Sdha/Sdhd/Slc25a11/Tpi1",33,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0071731","response to nitric oxide","5/226","21/13010",0.238095238095238,13.7062789717657,7.74788151506862,2.45382888397553e-05,0.00284266638405166,0.00258595813157422,"Aqp1/Ccl19/Dpep1/Egln1/Mb",5,"brown","GO_BP",1,"Ccl19","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0048844","artery morphogenesis","9/309","73/13010",0.123287671232877,5.19084984705413,5.60052809760894,5.47114573995316e-05,0.00298802485819077,0.00271388572575781,"Bmpr1a/Efemp2/Eng/Ephb4/Foxc1/Hand2/Nrp1/Pkd2/Vegfa",9,"brown","GO_BP",5,"Bmpr1a/Eng/Ephb4/Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0003279","cardiac septum development","11/309","109/13010",0.100917431192661,4.24898310620231,5.31289524600707,5.50111971437393e-05,0.00298802485819077,0.00271388572575781,"Ap2b1/Bmpr1a/Eng/Gata4/Kcnj8/Nphp3/Nrp1/Plxnd1/Sav1/Tbx5/Zfpm2",11,"brown","GO_BP",3,"Bmpr1a/Eng/Nrp1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0042692","muscle cell differentiation","26/300","451/13010",0.057649667405765,2.50007390983001,4.9811911435779,1.67544239673427e-05,0.00301844174948496,0.00288862977209809,"Actc1/Akap6/Cav2/Cfl2/Csrp3/Cxcl12/Dysf/Foxo4/Myh10/Myh6/Myoz2/Notch4/Pi16/Ramp2/Rpl35a/Rpl36a/Rpl37/Rpl37a/Rpl38/Rpl39/Rxra/Sema4c/Tanc1/Tcap/Tgfb1/Zeb1",26,"brown","GO_BP",2,"Cxcl12/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0030198","extracellular matrix organization","16/226","279/13010",0.0573476702508961,3.30129730072636,5.16638023343349,2.95861637901078e-05,0.0031025128588807,0.00282233905489147,"Ccdc80/Col15a1/Dpt/Fbln5/Hspg2/Kazald1/Lamc1/Loxl1/Mmp23/Pdgfra/Phldb1/Pparg/Tcf15/Tgfb1/Tie1/Tnxb",16,"brown","GO_BP",6,"Hspg2/Lamc1/Pdgfra/Tgfb1/Tie1/Tnxb","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0045229","external encapsulating structure organization","16/226","279/13010",0.0573476702508961,3.30129730072636,5.16638023343349,2.95861637901078e-05,0.0031025128588807,0.00282233905489147,"Ccdc80/Col15a1/Dpt/Fbln5/Hspg2/Kazald1/Lamc1/Loxl1/Mmp23/Pdgfra/Phldb1/Pparg/Tcf15/Tgfb1/Tie1/Tnxb",16,"brown","GO_BP",6,"Hspg2/Lamc1/Pdgfra/Tgfb1/Tie1/Tnxb","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","17/226","311/13010",0.0546623794212219,3.14671485075264,5.09462930104844,3.06914407091521e-05,0.0031025128588807,0.00282233905489147,"Atoh8/Cav3/Chrd/Cytl1/Ddx5/Fstl1/Htra3/Inhbb/Kdr/Ltbp3/Peg10/Pelo/Pparg/Sost/Tgfb1/Twsg1/Zeb1",17,"brown","GO_BP",3,"Inhbb/Kdr/Tgfb1","GO_BP (todos los genes del módulo)",NA
"Fibroblasts","GO:0043062","extracellular structure organization","16/226","280/13010",0.0571428571428571,3.28950695322377,5.14931637866863,3.09015224988117e-05,0.0031025128588807,0.00282233905489147,"Ccdc80/Col15a1/Dpt/Fbln5/Hspg2/Kazald1/Lamc1/Loxl1/Mmp23/Pdgfra/Phldb1/Pparg/Tcf15/Tgfb1/Tie1/Tnxb",16,"brown","GO_BP",6,"Hspg2/Lamc1/Pdgfra/Tgfb1/Tie1/Tnxb","GO_BP (todos los genes del módulo)",NA
"Myocytes","GO:0009260","ribonucleotide biosynthetic process","16/516","134/13010",0.119402985074627,3.01052875159088,4.75409942530441,7.99808919333061e-05,0.00312420205706492,0.00297704242356202,"Ak1/Atic/Ndufa12/Ndufa3/Ndufa8/Ndufa9/Ndufb3/Ndufb6/Ndufb7/Ndufs1/Ndufs2/Ndufs8/Ndufv2/Nppa/Sdha/Sdhd",16,"brown","GO_BP",1,"Nppa","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0061299","retina vasculature morphogenesis in camera-type eye","4/309","10/13010",0.4,16.8414239482201,7.8163640589927,5.85357538655802e-05,0.0031273446204578,0.00284042346626422,"Arhgef15/Cyp1b1/Lrp5/Nrp1",4,"brown","GO_BP",2,"Lrp5/Nrp1","GO_BP (todos los genes del módulo)",NA
"EndocardialCells","GO:0060840","artery development","11/309","110/13010",0.1,4.21035598705502,5.27396105784994,5.98522798310094e-05,0.00314610612853644,0.00285746368225464,"Ap2b1/Bmpr1a/Efemp2/Eng/Ephb4/Foxc1/Hand2/Nrp1/Pkd2/Plxnd1/Vegfa",11,"brown","GO_BP",5,"Bmpr1a/Eng/Ephb4/Nrp1/Vegfa","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009201","ribonucleoside triphosphate biosynthetic process","10/300","83/13010",0.120481927710843,5.22489959839357,5.93220804393457,2.01056208527424e-05,0.00321744266698239,0.00307907239868051,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Tgfb1",10,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0048644","muscle organ morphogenesis","10/300","83/13010",0.120481927710843,5.22489959839357,5.93220804393457,2.01056208527424e-05,0.00321744266698239,0.00307907239868051,"Actc1/Dll4/Myh6/Rxra/Tbx20/Tcap/Tcf15/Tgfb1/Tnnc1/Tnni3",10,"brown","GO_BP",1,"Tgfb1","GO_BP (todos los genes del módulo)",NA
"Leukocytes","GO:0009152","purine ribonucleotide biosynthetic process","12/300","120/13010",0.1,4.33666666666667,5.64139872483753,2.07366828170141e-05,0.00321744266698239,0.00307907239868051,"Fam3a/Ndufa1/Ndufa11/Ndufa13/Ndufa2/Ndufa5/Ndufb2/Ndufc1/Ndufv3/Nppb/Npr1/Tgfb1",12,"brown","GO_BP",3,"Nppb/Npr1/Tgfb1","GO_BP (todos los genes del módulo)",NA
