,Androgen,EGFR,Estrogen,Hypoxia,JAK-STAT,MAPK,NFkB,PI3K,TGFb,TNFa,VEGF,p53
Factor 1,-0.1804821955543541,-0.4861646509795429,0.24392107448466394,0.5942566588592386,-0.12004364744512862,-0.5989265224165453,-1.0287352013118862,-0.8767817405685772,-0.685022727661536,0.15709846566921795,-0.7451440148896843,2.95476394309522
Factor 2,-0.17133259357517933,-2.568036861101663,-3.3592795413815772,-0.2675906193313155,0.6327733637580967,-1.359845709012863,-1.0760142497210552,-1.5843632773887366,-1.0185668501361107,-0.6885380937876519,-0.3077429609311606,1.9141232512704436
Factor 3,-0.23708941628286634,-1.641144151116501,-2.3262368255301733,0.47539234321123636,-0.7532149625598229,-0.7930108542178179,-1.8767324875205313,-0.35434197504503384,-2.4129937146470275,-1.5070171485936017,-0.381901125192538,0.7753017461971065
Factor 4,1.5914470639458624,-3.1153269650468216,-3.1129908032614217,1.7896164056295223,-0.8514084550236067,-3.765108940799676,-2.6219217920070723,-4.171171414421999,0.7078566299371291,-2.625793621634453,0.031890807906088295,2.0625341697335537
Factor 5,0.6411534735049548,-1.407126256359595,-1.2263267495760422,3.5813206683524657,0.38097914975430097,-2.6950636422187673,-1.9683344161947287,-1.9608384664314875,0.5221478077882297,-1.8133291078139722,-0.5607883197085699,1.6128562441117005
Factor 6,0.6850409869147024,-1.4676295540263393,0.08014258752167724,0.16740199218653368,-0.7812950686184237,-1.7031474842139398,-1.8196297731983389,-0.8383796882613269,-1.3795756147416878,-1.5440620181967217,-1.541217053723512,0.6259570860295274
Factor 7,1.1422056674458787,-1.7403646122901766,-1.6302629524394168,-0.09465127527571136,-0.4035465249726678,-1.9075497235447099,0.027641516711341386,-1.0176829705880683,-1.5335536551946165,0.03384188040368696,-1.4642836054192627,2.4558185499841167
Factor 8,1.7461300915942053,-0.9761883492192512,-1.2350997079870858,3.9100991430346346,-0.7069546708760077,-2.9921403758806933,-2.516967965363144,-0.07590824887908725,0.5285421267007029,-2.3377470982396753,-0.5862631109812645,0.3688178170828664
