,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8
EndocardialCells,0.0003100226465482309,0.668603731193293,0.6488782460455091,0.004337967241988213,0.13456978990969282,0.5176350991186244,0.5556930226205106,0.07072241451114167
EndothelialCells,0.0016016840569912333,0.6713951002549841,0.7469195748866901,0.022333186891415852,0.0008939748471106364,0.46569542367634925,0.5120926088276526,0.0004157505968462929
Fibroblasts,0.0005696715753205776,0.05806162186216972,0.00025299492045280955,0.01929388223721323,0.8858786350074676,0.32194907390157507,0.3542368263073534,0.9348132957885555
Leukocytes,0.9999981675971695,0.15124508763015013,0.04020617993900613,0.00024930155645888397,0.2435699321924687,0.3922001177913223,0.3092722028315526,0.06938556838730071
Myocytes,0.0008021691861569353,0.1207841787524362,0.04999052076408337,0.6784868929585793,0.1205804904355959,0.28375671481316633,0.19827837644940918,0.028061276399976225
SmoothMuscleCells,0.00018787053204790495,0.24771480312163166,0.13020183325133391,0.7340065604910113,0.3510601799521092,0.42094140298168325,0.41051076169933576,0.3398830341756844
