,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8
Il1b^Adrb2,0.012043094827180781,5.0342096459394205e-28,2.8835721174428272e-08,1.1084206124191933e-29,3.24635092608189e-25,2.554785977830851e-43,0.022682165718953498,2.5981410215147397e-28
Il1b^Il1r1_Il1rap,1.3843650174270393e-49,2.7410325031881375e-27,2.3858330103025093e-34,8.769533977590682e-14,2.891337223795383e-10,3.0288560939164617e-27,0.011406524995898188,0.006767685774001711
Il1b^Sigirr,2.6664181835144996e-12,7.562123792728014e-17,0.003293855111479204,3.2160024181078797e-24,1.6069033407446333e-37,1.9975688625783268e-29,0.030651073730137392,8.112202847351487e-40
Inhba^Actr2,0.008886254260880749,1.4852272933131073e-31,0.004326892162167201,0.0012118475370812573,4.031097714067766e-10,0.04620456263010269,1.4270671731553095e-41,0.009660974260125788
Inhba^Bambi,1.9534690911404407e-17,2.2240941922153021e-32,0.005730721605496451,0.0010322360751098497,2.1294581211043943e-11,0.02120451682533998,1.3222035172616377e-42,0.012025004480518882
Inhba^Eng,1.390633130436313e-07,2.2243974883862072e-33,0.026940832807159684,8.337699998480724e-05,6.945805776856384e-10,0.0459029859452818,1.1223144824205292e-41,0.009406869542299882
Inhba^Tgfbr3,2.365465177011239e-47,9.550490601780547e-32,0.007214290196930739,0.002217227078893435,3.246825493586691e-12,0.01973371756364923,1.5014338599570798e-42,0.019897727844602395
Inhba_Inhbb^Acvr1_Acvr2a,2.0669347728520954e-47,2.1206280171537286e-36,0.0002153253209771605,0.00024580759708781003,1.3802137799832517e-19,0.001694060111381934,1.9324113191309072e-44,0.0009771179189776709
Inhba_Inhbb^Acvr1_Acvr2b,1.132536068335557e-24,1.4598467374914643e-35,1.4749887489320728e-14,0.0009091333965825721,5.22473769970293e-21,0.0020639298256686658,1.0405661828196838e-33,5.32404338776429e-07
Irak4^Tlr4,0.016982203349081116,0.005748834013228468,8.55625994293863e-06,2.7558526092629067e-07,0.012297098479694875,0.0025394967449579925,0.01741492244117349,0.0029880025751556666
Itgav^Thy1,0.001521377626370883,2.9377542976761784e-18,1.326456356144585e-25,0.02226967869550454,1.786455991990312e-07,0.0007489479332481477,0.004169936399092676,0.017728400433769144
Itgb2^Thy1,6.96578210788699e-18,1.0129887851530959e-38,4.502914777738627e-46,0.004216858270358096,1.51150945956912e-12,4.068305486432699e-27,0.016923056824599735,0.0032292204855332934
Itgb3bp^Itgb3,2.6772444659101463e-33,8.420244045282841e-11,2.2702441055815785e-05,0.004736360591288606,7.610203183901097e-12,0.0017432924383050758,4.1399184041087305e-17,0.0018889977554090726
Itgb3bp^Itgb5,0.020183557957663325,2.968325268667077e-05,0.009158353315879046,0.028194554537829455,0.008267468206278088,0.014413338306932953,1.1782043208716474e-21,0.045020275363719595
Jag1^Notch1,0.015579940616378771,0.05361622841067151,0.060148828333618516,0.00894704328654293,0.016939123393023822,0.011204363372373209,2.3211781196556047e-17,0.02118808271292282
Jag1^Notch2,0.027646670491665044,0.013732150978145868,0.006747338151644609,0.014959878051973404,0.03877452402455332,0.012004251033822801,1.6098610279421669e-12,0.03185738663988483
Jag1^Notch3,6.345025682885821e-42,6.544986160658624e-09,3.511820884922488e-19,0.07620285048625051,0.009135406941177694,1.1180595531753888e-09,1.3099239750886323e-21,0.022078868661921765
Jag1^Notch4,1.0331213724285064e-22,0.02932794764290119,0.04362286809030089,0.007380033143354193,1.915092930134832e-12,9.703805008400656e-08,2.821087534197996e-18,5.958962610593412e-06
Jag2^Notch1,0.00021875888256664395,0.03995790276200615,0.006766704572931858,0.00015360634992220548,0.01833771259352025,3.919230034199851e-33,7.465547504783779e-16,1.400715002551111e-14
Jag2^Notch2,0.005683258978506338,0.009848642617663082,1.8732872316716213e-09,0.0002537320417307687,0.036055442087928366,7.904512846170145e-35,3.486656486752082e-16,2.620799084974829e-19
Jag2^Notch3,3.122796736733144e-51,0.003239681165077676,7.510208687903068e-24,0.016930446060609672,0.012878771697522483,2.057686225390462e-32,9.026747794636796e-22,5.83789319396448e-22
Jag2^Notch4,2.6631637837247995e-37,0.023135024363121356,0.0038688563154835793,0.002603184395379104,8.789199108535469e-18,3.4342727391998536e-33,4.52161116091447e-19,1.7412532376749212e-13
Jam2^Itga3_Itgb1,9.814759017854589e-13,0.013838009597644411,0.00348569349981066,0.01904502620423864,0.0007860707522936039,0.0041311715442903804,2.802540135024088e-12,2.048268856012408e-11
Jam2^Itga4_Itgb1,0.054846249987083685,0.005123940772345287,5.380218692850229e-09,0.00023050027227078612,0.010524118337166202,9.464361632564564e-05,1.0006433636429758e-34,1.1945640252902374e-12
Jam2^Itgav_Itgb1,0.02299696294116692,0.024280166134671332,0.00023172648083762202,0.040801606315723854,0.0846027909471176,0.019001435781523107,1.3995594449449974e-15,0.00010994985623314663
Jam3^Itgam_Itgb2,0.06150204278073094,1.3290850428933183e-07,3.48505510538471e-18,8.148638133461037e-19,0.0010870928257253388,0.002258680574474013,1.0284232189761916e-50,2.6265836343650638e-20
Jam3^Itgb1,0.04808146801981377,0.04499880494771483,0.12451409080567728,0.08418148759326022,0.04779976798644724,0.003644719856062497,3.7190049647171373e-28,0.0683417587714736
Kitl^Epor,0.012058646355050193,0.0005174647181096011,7.098154241590069e-20,0.003182377827312603,0.0007418387638359038,1.4305263764632203e-19,3.0251750466022453e-21,4.787963108865447e-29
Kitl^Kit,0.0035679068991955297,0.02002429659605104,0.009266825946145786,2.0107542556745442e-22,6.897753293266191e-15,1.2881420882660087e-15,5.984338732949511e-05,3.818334624994959e-19
L1cam^Cd9,0.0008596911663987106,0.0011289050826073736,0.0032283465668403837,3.5385867739301172e-09,0.002609056307297021,7.90287411298859e-38,0.0030873359005702135,0.0008544159338783334
L1cam^Egfr,0.0001627394884737897,3.0279747772007526e-20,3.2652910302364e-39,5.086300985615305e-26,0.0010142148724345732,8.492585959137688e-39,0.0003365235766693746,0.0004486809321808472
L1cam^Erbb2,7.810452182976718e-52,0.00019389944520965726,0.0002869275971219224,0.0014799019371107423,4.698148618844545e-07,4.3079687830144785e-32,0.0001655427441610901,1.439758229969906e-12
L1cam^Itga5_Itgb1,0.0003900002617309443,0.0007514804497987771,0.0013205025503819179,0.001496124853338898,0.0009460823351838542,8.237629636578749e-35,0.001910600177906931,7.990313261791204e-05
L1cam^Itgav_Itgb3,9.994836849506758e-13,7.082307299952943e-21,1.707257341538748e-31,0.00014049164592203872,0.000783128818356115,2.8732468596312894e-33,0.0002936480308928238,5.525535073576492e-09
Lama2^Cd44,0.02755282432420325,9.129615094675767e-28,0.0006138156728645184,9.251159830133036e-08,5.704120243550921e-07,0.05287104888607132,3.620536023618669e-25,0.0031231413297494685
Lama2^Dag1,1.5781987519859757e-20,1.9559533034330885e-28,0.016433635434550755,0.02574567881322861,3.3922749628226257e-09,0.047650960675671,2.5697701877637836e-27,0.031076885079173503
Lama2^Itga1,3.631285125364719e-33,4.983227349492037e-33,0.04707349416422917,0.014867771875480837,4.141478682062778e-15,0.03749196969115598,3.7365457761830435e-31,0.0043822061540177894
Lama2^Itga3_Itgb1,4.920735593143292e-22,1.822612114496475e-32,0.002726131403867583,0.007931357568997143,2.664674603491465e-14,0.01243059266941056,4.971285380127274e-28,2.28727277993975e-12
Lama2^Itga6_Itgb1,1.6537368195076554e-07,8.048568130704486e-32,0.05632325961072337,0.00011378786935395231,3.342151533881672e-17,0.036203180157064425,1.867367527691304e-33,8.42792126160822e-17
Lama2^Itga6_Itgb4,5.139209928664299e-25,1.7832826108723823e-24,0.013851774157120139,1.6325753775251392e-24,6.272651694611158e-16,0.007141784398816181,1.3372915908987155e-35,1.890617865549736e-14
Lama2^Itga7_Itgb1,7.566502793387988e-57,2.059720512260118e-33,5.556603222888558e-18,0.08191368316062676,8.446428185765411e-15,0.024196079847622873,1.748323071645576e-31,0.0017786439069120137
Lama2^Itga9_Itgb1,0.013660048534042589,2.7683948141712387e-27,0.011115838553459278,3.200225160237686e-08,8.355195544690962e-08,0.051921787221101426,3.099142037761513e-27,0.02658933802376605
Lama2^Rpsa,0.023615612423620137,7.228889120926923e-27,0.04822592746039952,0.030102432499497917,2.37426229256783e-06,0.18016058768303544,1.318579031235877e-28,0.08386924072188966
Lama4^Cd44,0.05779306236425406,0.02195870707655851,0.006131356117095603,0.0017498730855517815,0.0241307791333538,0.033238819843437156,3.1444431684703573e-28,2.1549907070860097e-05
Lama4^Dag1,1.110951048906675e-18,0.032161572674530466,0.015366405853624362,0.049819549146313244,0.03656109616365185,0.0354443285099844,1.3184211452068106e-19,0.017325770204821414
Lama4^Itga3_Itgb1,3.209704687200412e-17,0.010541085797324145,0.002268813458523259,0.016029903098298538,4.318906867114001e-05,0.009331500515331504,1.7267313170669125e-19,1.346297029241626e-11
Lama4^Itga6_Itgb1,0.0009392669954865362,0.057152668814690596,0.05389659682653979,0.0023826044090818595,7.444999656353156e-11,0.026681146918066678,5.416608888302588e-25,1.0404382076564746e-15
Lama4^Itga6_Itgb4,9.023564531553153e-26,0.011239317245557677,0.012602846762734543,4.381240797580957e-27,1.2919047509461712e-10,0.00541153663411878,7.310387199254257e-25,7.063293856722437e-13
Lama4^Itga7_Itgb1,2.541188749915779e-41,5.249099044733523e-07,2.0169733048885127e-13,0.15991367477464624,0.0008036720320471703,0.006175109653779069,1.628405934112017e-21,6.708924649422992e-07
Lama4^Itga9_Itgb1,0.027145888403213386,0.03373124069999911,0.010534655078890284,8.574799873199435e-05,0.03955031978158141,0.03983071554713156,2.1910021980237612e-21,0.01323519696170477
Lama5^Bcam,2.8651596776939033e-23,0.040182581207753705,0.03295245438959043,0.05247216671543743,0.011510595346993932,8.560420984730469e-29,3.1502709032185678e-21,2.489526767598228e-05
Lama5^Cd44,0.024007469269910237,0.010577738966448962,0.008153313411419671,0.008114905750432956,0.014749189913059058,1.1646594338778004e-31,1.6114749926196017e-26,1.7798381238218476e-11
Lama5^Dag1,2.1268528819985338e-20,0.014880440345086664,0.011911872154710883,0.027505853714380874,0.02421557228119115,8.341245469974522e-28,1.295367339863436e-19,3.786534347301379e-05
Lama5^Itga3_Itgb1,1.0166423957174157e-09,0.005308561924710552,0.0025749534060839486,0.007877164430979229,0.0006194447818469949,1.102514106430065e-25,1.175301178927958e-19,3.388522888150075e-10
Lama5^Itga6_Itgb1,0.0009001298681097975,0.0302703297608638,0.024067168430502852,0.0033815504592948787,9.426404558760424e-10,1.639999848368964e-33,1.1284935873339425e-22,1.6484623711967103e-10
Lama5^Itga6_Itgb4,4.408561166992679e-20,0.007651341163113539,0.004659357055872145,2.624458714352498e-26,1.0318435805309275e-10,2.9896160773958026e-28,1.7415164079966694e-22,3.679839815447058e-08
Lama5^Itga7_Itgb1,6.63632445499205e-39,5.6907229435942505e-08,2.9895100304410296e-15,0.0729933168398699,0.0033238436115941425,4.6463478914092914e-26,4.381989649491287e-23,1.3471600746611754e-10
Lama5^Itga9_Itgb1,0.01235349777113874,0.015291894900699748,0.011644427014002276,0.003816185397990905,0.024871314708580766,8.002470660573691e-28,3.3649192161103976e-21,4.894184732741059e-05
Lama5^Sdc1,1.857440806654976e-39,0.005516091888231128,0.0034237674776287736,0.012448304352939636,0.019972588931115736,3.4609245856117964e-26,4.574025728951355e-19,0.0017186271634342487
Lamb1^Cd44,0.04826626189299121,0.017408226363575443,0.004578902484973861,0.0007644661069481542,0.019125242217307256,0.034976614070422435,1.2649787023562414e-25,8.159032040611513e-05
Lamb1^Dag1,6.595516657628534e-19,0.023800642240685736,0.014093603458412776,0.042226594004968074,0.026987103269822153,0.03562661444553427,7.206992707672606e-19,0.017501092765315897
Lamb1^Itga1,4.605146725275923e-24,0.038032229978607605,0.041439435409699965,0.027551505329922746,3.3854394892234424e-06,0.024126227418919514,7.121220287995851e-22,0.0060700399335376866
Lamb1^Itga3_Itgb1,1.6083352992484393e-15,0.008102707210886705,0.0023556671730006916,0.01346282421149272,2.3306904406919046e-05,0.00909001689585866,2.4320087717573425e-18,3.1488325112659865e-12
Lamb1^Itga6_Itgb1,0.0007805986803946752,0.042604416638814646,0.050022149457172094,0.002118968098838394,7.947681660833762e-11,0.026525048412666036,8.998191337562633e-24,5.501885306306406e-15
Lamb1^Itga6_Itgb4,2.80587290898607e-22,0.008094346024887924,0.012653697027255415,3.0876862537473663e-26,9.847700941159096e-10,0.005262104281357538,8.178516533632874e-27,1.2737760521066402e-12
Lamb1^Itga7_Itgb1,7.891432777441101e-45,6.20826182936475e-08,9.848354911998314e-14,0.13300763915419317,0.00021558849761012233,0.008405664218063878,2.733657109638389e-21,1.1009473967383334e-05
Lamb1^Itga9_Itgb1,0.02297552040198237,0.02520148156630136,0.010607588649703735,3.469712219999219e-05,0.029647833183615024,0.038151656339626965,1.731205552860801e-20,0.014836974730717873
Lamb2^Cd44,0.07356259577089913,0.010783456466824602,0.027274871822432743,0.021830265576985832,0.01517408575535228,0.013442754409635495,1.379593229650089e-16,0.017664413898117175
Lamb2^Dag1,1.0573043397148894e-10,0.017335244962885018,0.04901119953167333,0.07274713543171593,0.02632752010988349,0.007373469043639707,3.862992033524553e-12,0.05021909649879298
Lamb2^Itga3_Itgb1,1.2698726211120883e-08,0.006169341153039371,0.009403421212263178,0.02236364496930998,0.00019927786849602391,0.005549011958235629,1.7841747788789975e-14,1.0567281816648148e-06
Lamb2^Itga6_Itgb1,0.007112590492213393,0.03476769936040275,0.10308187991504542,0.014360909330144214,9.622121468946058e-08,0.0005083427913333635,2.146814329666113e-17,5.185722329090835e-06
Lamb2^Itga6_Itgb4,1.8997367051455464e-13,0.007687666341999467,0.022942343049731945,1.4239253903873863e-22,1.0154425145398737e-05,0.0006701694362708923,3.624166243323093e-17,7.738560800438508e-05
Lamb2^Itga7_Itgb1,3.0338033868409768e-27,1.196569757439961e-12,5.043250854096012e-11,0.20164523466733675,0.00010182493225109954,7.086271573506095e-05,1.332151638035758e-15,0.00241441723346597
Lamb2^Itga9_Itgb1,0.04197350012648233,0.01862863053161676,0.045104094008444395,0.012187251881511351,0.027347442354266,0.010467655746858857,2.6593354869338147e-13,0.04780070879148633
Lamb2^Rpsa,0.10023545885788387,0.06822109805137715,0.16714572943547384,0.1344549929615973,0.088901603297635,0.033975670318130806,1.934017024198454e-16,0.14922459279787675
Lamc1^Cd44,0.06599806079829909,0.014010152404535233,0.004995255557864891,0.011091481523859359,0.014376366054662727,0.0507270086578618,0.0011548776298556285,0.003851651882660924
Lamc1^Dag1,2.2446119729061632e-17,0.019991289294952825,0.023418786714343654,0.05707401235660411,0.020943678284768057,0.04933299085445826,0.00345858675134747,0.03797121950448331
Lamc1^Itga1,6.704387793778961e-26,0.03129742425210185,0.06260706092260063,0.038192384516097286,4.637753724377263e-07,0.040026576643867925,0.00010823206571672106,0.008127883188423776
Lamc1^Itga3_Itgb1,3.780219936386138e-18,0.006863870009173617,0.003815215490173049,0.01800556277016352,1.6450418286042329e-06,0.013519989362076079,0.0014904426041478318,3.5035451789154915e-10
Lamc1^Itga6_Itgb1,0.0009701841053806157,0.03643082386941191,0.0760639252079312,0.005019633475567083,6.094211474088759e-10,0.03885302620147941,5.873074218154674e-05,1.1745798164145965e-13
Lamc1^Itga6_Itgb4,8.023980210845842e-24,0.007478528243447021,0.016935856613857464,3.593729133151466e-25,4.279167463857362e-09,0.008784499800847211,3.525580569794918e-06,3.2512768841958945e-13
Lamc1^Itga7_Itgb1,3.2236420207325426e-50,7.532635644035412e-13,1.251208689970046e-15,0.17730125005870628,8.034167957974566e-07,0.02182966776450639,6.797402203001898e-10,0.0002950893836051277
Lamc1^Itga9_Itgb1,0.03365679281335446,0.022280458243793776,0.01641228759954298,0.00042405310154698965,0.02487518048714396,0.059184838444691225,0.003498998549233108,0.03218630023034304
Lamc2^Cd151,3.375109840713988e-08,2.8011868543424444e-11,0.005330221628177185,0.00024310938300987472,0.0011137841936864118,0.010976793036080932,0.0032211153679027006,0.006246260120924486
Lamc2^Cd44,0.0028136441899428597,4.2657337127527655e-11,2.908511392594051e-06,4.0775161015605807e-10,0.00023449538305719988,0.006867444067816947,0.0009230798988486534,0.0007949089465987634
Lamc2^Dag1,3.024781817612574e-14,9.608257560069697e-09,0.0014433282617942233,0.005999824238718425,0.0003782801023151955,0.0058632400262421825,0.0009745886798350526,0.004151955866335187
Lamc2^Itga3_Itgb1,2.0068137597904298e-19,0.00023908239960838162,0.0002644109625328428,0.001332921112636607,7.905558019198353e-14,0.0014870286591613586,0.00025778253916357936,1.1229436994060184e-14
Lamc2^Itga6_Itgb1,0.0006602630262019047,2.0278045874793006e-15,0.006627772897322355,5.163681297571724e-06,7.438693406653439e-14,0.004518698811793014,0.0019005618827751195,3.3645117719107936e-18
Lamc2^Itga6_Itgb4,2.663452510759601e-13,1.284485187136036e-07,0.002902871271302268,7.17659153991075e-22,7.1594556058977705e-12,0.0014332500664471421,0.0011065127267385277,8.534607556687846e-12
Lamc2^Itga7_Itgb1,1.972941799853817e-55,3.245915126236454e-26,1.0507358080742694e-10,0.009310575983560306,1.8625603508624147e-08,0.0011658440713504107,3.672410531771419e-07,6.23399870982906e-07
Lamc2^Itga9_Itgb1,0.0010335793964038559,0.00020510584954479228,0.0006622074925232988,1.3914562998461727e-13,0.0003852955935539602,0.007095506450172214,0.0013096133420481659,0.0027596348408525677
Lcn2^Fcgr3,0.012452073013023543,0.0019147037309749895,1.1057484872802504e-11,2.305024882051933e-15,0.002407172494160728,0.0023218208127971838,0.0025991019652459586,0.0015833394465107258
Lefty1^Acvr2a,3.986749506126444e-06,1.456917806330905e-11,0.003297158010967312,7.157364245604269e-10,2.884699059451742e-05,0.013364473328846058,0.0014331877336555981,0.00047756758577080516
Lefty1^Acvr2b,4.622133449982641e-26,9.990980249773008e-14,0.0017985078074251935,0.002788205641686852,7.380380587168292e-17,0.006057917333954465,1.2856925245557445e-20,1.365116223049816e-13
Lgals1^Itgb1,0.07517257428794988,0.030024056353750442,0.16373737571003333,0.11943941120654035,0.0258025493759989,0.07191965354607768,0.11070713398993105,0.1348157868089407
Lgals1^Ptprc,0.12325085720132464,7.989299410123319e-17,1.5881103847374958e-23,5.085135347853026e-22,2.076756630973385e-07,0.016702713003415304,0.006469663049269605,1.6026124536618165e-17
Lgals3^Eng,0.003055770916888439,8.697550616540545e-16,0.07157520141463505,0.0012657266474354854,0.0037928185767296765,4.254047749401347e-14,0.13823163876973504,0.025980997616913342
Lgals3^Lag3,0.0019877317212393057,6.698629704739596e-24,4.0205173817468565e-40,1.2161993968482996e-16,0.002597582395058303,7.733479354769041e-11,0.004223957366584732,0.00830110993479664
Lgals3^Mcam,3.9813792138531225e-50,6.658888079409286e-17,0.042637538603322,0.03820495150089909,1.1948189473853942e-15,8.764785100088578e-17,0.07500076447425542,2.597793871359646e-09
Lgals3bp^Itgb1,0.0328363264273452,0.06919986457369665,0.04846372715301085,0.05142480621486778,0.06446024148289967,0.0787881891693785,0.12806151762141324,0.025347972798704006
Lgals8^Itga3,2.2557182298686941e-13,0.007325824710684704,0.0031065556215464905,0.01187698271713963,1.1162570487751019e-05,0.00453339689588793,0.005354996238095807,1.7910626578573832e-10
Lgi2^Adam22,0.0004092630946490595,4.992753895872528e-33,0.0010249081331261687,0.0036493185752454137,5.018569084781563e-06,2.8353604018067504e-08,0.00018310356517831452,1.4562106447626759e-05
Lgi2^Adam23,1.1497924971830552e-45,2.588344112790917e-34,0.0008189192733460617,3.1208565862236806e-06,1.2380602819048585e-05,5.392082947582641e-28,4.670329506781251e-10,0.00038141284550260714
Lgi4^Adam22,0.0013940295749191567,3.71355601288146e-31,8.97113323121049e-21,0.002986653415603126,3.0451610523211566e-14,0.005213893065531414,1.0907343221992224e-43,3.0553585175095838e-15
Lgi4^Adam23,0.0003855395823457205,3.323708651594616e-23,2.038133220567701e-08,8.01807231937623e-19,3.645205437752117e-14,0.0021100564550185948,5.55851349074714e-46,1.4597347420532082e-05
Lilrb4^Lair1,0.02639643774216999,3.614282399370435e-46,4.801583391107904e-46,1.35858276778607e-34,3.320343459434442e-30,7.903176186964159e-55,0.02516568098242768,3.61379387114076e-40
Lin7c^Abca1,0.04277081905344135,0.01698897515463843,0.02169107503267568,4.582093470729193e-13,0.02068281228037575,0.0013340941934522129,0.012564633456413366,0.020987451400261346
Lman1^Mcfd2,0.02663134376263471,0.04930318464062488,0.04171088817350704,0.03356645744939963,0.058200794314737216,0.033880344648451494,0.033427984463302744,0.05113976616308236
Lpl^Cd44,0.09459538026522629,0.015602833448271122,0.0341934001479465,0.02682687954419233,0.027720151491937538,0.0022166648312166464,0.0008850770215959403,0.016212024016962423
Lpl^Lrp1,0.06541317661875845,1.04019124132437e-06,9.022392392352027e-12,0.03152774973542097,0.1412064049019404,0.001280603114666626,0.001361209611055812,0.12951702530668036
Lpl^Sdc1,1.7961745833411227e-32,0.007583201817857955,0.015829499467830643,0.03879012564093202,0.04089038847663623,0.0006487742155594177,0.0030457443551531677,0.04053284123411106
Lpl^Vldlr,6.784660543015973e-38,8.711766649883054e-12,2.8514635696840393e-06,0.13865402697005805,0.04012535838681431,0.0005315254033878886,0.00010297030675347443,0.02275383178772605
Lrig1^Egfr,0.0023001651471408657,6.160550582843739e-16,1.2629629886269109e-22,7.02670591727665e-18,0.0077838107185842316,0.0006601983007489739,1.1907009642747065e-13,0.027446920498471455
Lrig2^Egfr,0.002391008845154273,6.490782872881552e-12,1.5206364889618699e-31,1.408428715611956e-19,0.012330130495613854,0.0014262875022006362,0.0009897919564371502,0.011726943736660748
Lrpap1^Ldlr,0.021012818226846863,0.006145527777611042,0.0021233098853510285,0.013861089410290142,0.020858059865039337,0.009834742449042285,0.00932758033528726,0.02070751513080826
Lrpap1^Lrp1,0.054982918906503205,4.717903878063959e-06,1.0780211697534524e-16,0.02041081773605526,0.09545697268990604,0.007409224872844002,0.01763026218131439,0.12764129932139753
Lrpap1^Sorl1,0.014370258102124884,7.890974075036186e-09,3.560928291396479e-27,0.01257193993040761,0.002457611701137857,0.0022206717293181306,0.0005977352986670796,0.004870051995226712
Lrpap1^Sort1,1.20669805761235e-10,0.013100367480218887,0.002786618236464582,0.10633021628961287,0.0027231941707278797,0.01833923678674968,0.016700592664903865,1.259942034717392e-06
Lrpap1^Vldlr,2.788229175216895e-38,1.8458792638406456e-11,1.7566583639396485e-10,0.11149613258524212,0.024974021280051533,0.0034059714550594626,0.005087516316013265,0.028192185164244866
Ltbp1^Itgb5,0.035531028810967105,0.015468714812298518,0.00011986419530154471,0.041111393591662444,0.03894570512048076,0.06650791398770992,1.940769398347157e-24,0.07886117450181505
Ltbp3^Itgb5,0.02734617653863388,0.00637491817445856,2.383063704148247e-05,0.028741009493781892,0.010781927875000048,0.058800899865006126,3.74561468376677e-11,0.07497341585223531
Lum^Itgb1,0.014014907122512264,0.0413987017037358,0.015580112894673795,0.04435574859069339,0.018951135050804497,0.2458258855341518,0.025904498354312397,0.03236567214802135
Lyz1^Itgal,0.017628743182609687,9.28735948396162e-43,4.1331827782822747e-44,6.66842790838576e-27,2.2761247648186215e-26,1.047767125716919e-43,0.01563689083698258,2.2468655923772995e-30
Lyz2^Itgal,0.03755947364592306,9.050418593252674e-28,7.08963915711357e-38,1.135447350538538e-23,3.3899792902932366e-15,4.492296234318124e-21,0.0168274544022239,4.977197946643401e-20
Mdk^Itga4_Itgb1,0.02279354943991384,1.3487059600271425e-08,2.9952675133857884e-28,2.8908825229734366e-06,3.758200342876667e-06,0.010377338796777609,2.3285788778835146e-41,3.0292168885579063e-16
Mdk^Itga6_Itgb1,2.2889765186411397e-06,0.013096091619568258,0.0345416520274146,0.0009608858589855857,1.3704577868268145e-10,0.028328688762295173,2.8245831275687994e-24,2.894121899987639e-17
Mdk^Lrp1,0.022750209536576187,2.3301260962436e-06,3.926408817301116e-23,0.009232798249927041,0.010927077847906337,0.02370958626195604,5.788427807806635e-27,0.07862046761592084
Mdk^Ncl,0.017512307232929958,0.021311889759793992,0.014024584521230314,0.022332502603881872,0.01078717453920739,0.08464997312268975,5.236032093687275e-17,0.02704810377899648
Mdk^Notch2,0.01657243819456275,0.005508209372117802,1.6186083172511074e-09,0.008763463925366472,0.006962361794058267,0.03410993235519238,1.768376592930526e-19,0.03349304542954203
Mdk^Sdc1,1.783074996975228e-36,0.003924052226392762,3.029305897350608e-05,0.012845252772022258,0.0025183058739743852,0.014875259110539975,2.0023636749888508e-19,0.021722040144011044
Mdk^Sdc2,7.068932200583912e-40,0.003890551560702216,5.4134827329188315e-09,0.025170361826304857,0.008931808611492311,0.022202621101542763,7.090562690059955e-23,0.07410409291311741
Mdk^Sdc3,0.02620931083440453,0.014865341153461852,0.016650371640647744,8.37078121872574e-06,0.005148742508310955,0.0503540300511461,1.715304242312232e-22,0.009145428813386241
Mdk^Sdc4,0.014330589000634594,0.0072515737558067886,2.0988687477346715e-07,0.0020440947465926312,0.008239811683219498,0.0360992733209629,5.765648783206976e-20,0.03647208322422517
Mdk^Sorl1,0.0046694380640952,2.4848055746191738e-17,2.0207785290719756e-33,0.004866632988385467,7.446683373759927e-08,0.004110773831287942,2.9815830462150756e-30,0.0017372026317020546
Megf10^Abca1,0.0018189947734018551,9.899117153020137e-40,5.086774971931856e-08,1.856308297947136e-26,6.684155371921001e-15,0.009927895515265165,1.6817085647289522e-45,0.0013121468318700903
Mfap2^Notch1,0.0007565501090301374,0.020059231936633254,0.02640431783085357,0.00032762377221332256,0.007010972473557374,0.08739587560944512,4.650875350344583e-16,0.0018897862067586077
Mfap5^Notch1,0.0029285931050273884,0.014296953519500487,0.04253408253937308,0.0012610960550565448,0.008109170086668558,0.12640243541883772,0.015452116430316465,0.003856449008327913
Mfge8^Itgav,0.04280629496520503,0.024830869020618634,0.018188301930235136,0.06376474603080108,0.07340460365220484,0.007268401029594717,2.7815783781365765e-05,0.05222464975260349
Mfge8^Itgb3,3.9477332704579885e-12,0.005421121239628981,0.002599772835490082,0.015043421180808468,0.005563205297698885,0.0013453630832256137,2.32802206242421e-05,0.006865640123337702
Mfge8^Itgb5,0.07965728727005777,0.028854694970828862,0.03520561001768092,0.09488076850620525,0.12156761998434004,0.00017348867220913053,2.524144355119523e-06,0.10947738538116913
Mfge8^Pdgfrb,7.141569071444946e-44,0.018570164478148538,4.418361101114761e-05,0.13488248526433874,0.09716449587100816,5.224111145286483e-07,4.687796023874584e-06,0.10259989498159226
Mfng^Notch1,0.004058092778752459,0.067461289997899,0.001681569679986934,0.00022905569991101116,0.022968120910464934,1.3820722711539175e-21,0.04101170520484761,6.220749694756949e-14
Mfng^Notch2,0.014635634820568165,0.015382259622907188,3.211357437168519e-14,0.0030824524687185556,0.05241157558990568,2.3519869657670164e-27,0.02000983463120138,5.561276096415908e-16
Mif^Cd44_Cd74,0.08839362533071345,0.014440092289591146,0.028604546258443733,0.025901341961643256,0.013254507222977323,0.0032431083601068946,0.014094953480983038,0.01589870224980048
Mif^Cd74_Cxcr4,0.11871218811039111,0.0006041313835089541,0.0047188936037766815,0.0057953904782413156,0.00047452931711604166,2.131855546672658e-05,0.00168535683024393,5.956534560298105e-11
Mif^Egfr,5.714414148544256e-07,1.935220783821306e-14,2.5810076539482813e-24,1.5545698080570915e-17,0.03856481641479536,2.473970911492077e-06,0.0032887977734880193,0.05323935274067626
Mmp12^Plaur,0.0013744060600265047,9.982605123255637e-29,0.00047381927206778177,3.9099655955962657e-29,2.090614058876876e-29,1.4076306196484643e-34,0.00897142211733273,8.419802835104116e-21
Mmp2^Fgfr1,0.0030280565789394297,0.006204897059845491,4.40954341822396e-05,0.0009727646918657176,0.0017081550252166606,0.0876811716335969,0.0009648830948099621,0.07667623718689948
