"gene_celltype","module","celltype","gene","kME","is_hub"
"Fam73b_Fibroblasts","turquoise","Fibroblasts","Fam73b",0.632075692250198,FALSE
"Fam76a_Fibroblasts","turquoise","Fibroblasts","Fam76a",0.625862199417428,FALSE
"Fam76b_Fibroblasts","turquoise","Fibroblasts","Fam76b",0.616346176534596,FALSE
"Fam78b_Fibroblasts","turquoise","Fibroblasts","Fam78b",0.710773747720632,FALSE
"Fam82b_Fibroblasts","black","Fibroblasts","Fam82b",0.363413192904904,FALSE
"Fam83a_Fibroblasts","skyblue","Fibroblasts","Fam83a",0.404487384095853,FALSE
"Fam83d_Fibroblasts","yellow","Fibroblasts","Fam83d",0.2011457536799,FALSE
"Fam83e_Fibroblasts","cyan","Fibroblasts","Fam83e",0.0123459674280054,FALSE
"Fam83h_Fibroblasts","salmon","Fibroblasts","Fam83h",0.452059375532297,FALSE
"Fam84a_Fibroblasts","salmon","Fibroblasts","Fam84a",0.722849719692738,TRUE
"Fam84b_Fibroblasts","cyan","Fibroblasts","Fam84b",0.358667786051055,FALSE
"Fam96b_Fibroblasts","turquoise","Fibroblasts","Fam96b",0.394406793278086,FALSE
"Fam98a_Fibroblasts","turquoise","Fibroblasts","Fam98a",0.287425970318507,FALSE
"Fam98c_Fibroblasts","turquoise","Fibroblasts","Fam98c",0.721744374825126,FALSE
"Fan1_Fibroblasts","salmon","Fibroblasts","Fan1",0.543228042935052,TRUE
"Fancb_Fibroblasts","yellow","Fibroblasts","Fancb",0.377745344067338,FALSE
"Fancd2_Fibroblasts","green","Fibroblasts","Fancd2",0.37254786785594,FALSE
"Fance_Fibroblasts","turquoise","Fibroblasts","Fance",0.738396181209303,TRUE
"Fancg_Fibroblasts","purple","Fibroblasts","Fancg",0.501368262906527,FALSE
"Fanci_Fibroblasts","lightgreen","Fibroblasts","Fanci",0.613227681046045,TRUE
"Fancl_Fibroblasts","green","Fibroblasts","Fancl",0.53889832148818,TRUE
"Far1_Fibroblasts","midnightblue","Fibroblasts","Far1",0.522436898260105,FALSE
"Far2_Fibroblasts","darkturquoise","Fibroblasts","Far2",0.595911653187134,TRUE
"Farp1_Fibroblasts","yellow","Fibroblasts","Farp1",0.333633309048507,FALSE
"Farp2_Fibroblasts","turquoise","Fibroblasts","Farp2",0.441272472626032,FALSE
"Fars2_Fibroblasts","turquoise","Fibroblasts","Fars2",0.500879605848614,FALSE
"Fasn_Fibroblasts","pink","Fibroblasts","Fasn",0.428457546922008,FALSE
"Fastkd2_Fibroblasts","yellow","Fibroblasts","Fastkd2",0.310553528708983,FALSE
"Fastkd5_Fibroblasts","yellow","Fibroblasts","Fastkd5",0.372204249327693,FALSE
"Fau_Fibroblasts","brown","Fibroblasts","Fau",0.505825267075584,FALSE
"Fbf1_Fibroblasts","turquoise","Fibroblasts","Fbf1",0.558415219030398,FALSE
"Fbln1_Fibroblasts","turquoise","Fibroblasts","Fbln1",0.681376669349052,FALSE
"Fbln5_Fibroblasts","brown","Fibroblasts","Fbln5",0.466852583943719,FALSE
"Fbn2_Fibroblasts","white","Fibroblasts","Fbn2",0.362589384809632,FALSE
"Fbxl12_Fibroblasts","turquoise","Fibroblasts","Fbxl12",0.647594200410527,FALSE
"Fbxl14_Fibroblasts","turquoise","Fibroblasts","Fbxl14",0.575713712957663,FALSE
"Fbxl15_Fibroblasts","white","Fibroblasts","Fbxl15",0.237522001133592,FALSE
"Fbxl16_Fibroblasts","cyan","Fibroblasts","Fbxl16",0.412123211857209,FALSE
"Fbxl17_Fibroblasts","turquoise","Fibroblasts","Fbxl17",0.554103747448207,FALSE
"Fbxl19_Fibroblasts","lightcyan","Fibroblasts","Fbxl19",0.587157724488476,TRUE
"Fbxl2_Fibroblasts","salmon","Fibroblasts","Fbxl2",0.038370368587252,FALSE
"Fbxl20_Fibroblasts","turquoise","Fibroblasts","Fbxl20",0.549510733656606,FALSE
"Fbxl21_Fibroblasts","red","Fibroblasts","Fbxl21",0.470383460067094,FALSE
"Fbxl22_Fibroblasts","brown","Fibroblasts","Fbxl22",0.555025315923226,FALSE
"Fbxl4_Fibroblasts","turquoise","Fibroblasts","Fbxl4",0.362214382395561,FALSE
"Fbxl5_Fibroblasts","yellow","Fibroblasts","Fbxl5",0.301614852611906,FALSE
"Fbxl7_Fibroblasts","turquoise","Fibroblasts","Fbxl7",0.540882876739785,FALSE
"Fbxl8_Fibroblasts","salmon","Fibroblasts","Fbxl8",0.221899343604291,FALSE
"Fbxo11_Fibroblasts","turquoise","Fibroblasts","Fbxo11",0.696274714667139,FALSE
"Fbxo17_Fibroblasts","turquoise","Fibroblasts","Fbxo17",0.550629994190494,FALSE
"Fbxo18_Fibroblasts","turquoise","Fibroblasts","Fbxo18",0.505318170958741,FALSE
"Fbxo2_Fibroblasts","cyan","Fibroblasts","Fbxo2",0.117440197615744,FALSE
"Fbxo24_Fibroblasts","darkorange","Fibroblasts","Fbxo24",0.374230439645954,FALSE
"Fbxo25_Fibroblasts","turquoise","Fibroblasts","Fbxo25",0.511940386975697,FALSE
"Fbxo27_Fibroblasts","green","Fibroblasts","Fbxo27",0.281214515002123,FALSE
"Fbxo3_Fibroblasts","turquoise","Fibroblasts","Fbxo3",0.689271572022985,FALSE
"Fbxo38_Fibroblasts","pink","Fibroblasts","Fbxo38",0.0576113094955869,FALSE
"Fbxo4_Fibroblasts","lightyellow","Fibroblasts","Fbxo4",0.598563194692805,TRUE
"Fbxo41_Fibroblasts","paleturquoise","Fibroblasts","Fbxo41",0.203158001942322,FALSE
"Fbxo42_Fibroblasts","turquoise","Fibroblasts","Fbxo42",0.237246841683452,FALSE
"Fbxo45_Fibroblasts","brown","Fibroblasts","Fbxo45",0.388006586964397,FALSE
"Fbxo5_Fibroblasts","midnightblue","Fibroblasts","Fbxo5",0.33807662910071,FALSE
"Fbxo9_Fibroblasts","yellow","Fibroblasts","Fbxo9",0.328196928742405,FALSE
"Fbxw16_Fibroblasts","greenyellow","Fibroblasts","Fbxw16",0.231000611332922,FALSE
"Fbxw2_Fibroblasts","lightyellow","Fibroblasts","Fbxw2",0.384236046019925,FALSE
"Fbxw4_Fibroblasts","turquoise","Fibroblasts","Fbxw4",0.604219432668502,FALSE
"Fbxw9_Fibroblasts","blue","Fibroblasts","Fbxw9",0.663005981648529,FALSE
"Fcer1g_Fibroblasts","royalblue","Fibroblasts","Fcer1g",0.569125634702859,FALSE
"Fcf1_Fibroblasts","pink","Fibroblasts","Fcf1",0.254513566105534,FALSE
"Fcgr4_Fibroblasts","salmon","Fibroblasts","Fcgr4",0.149260017660693,FALSE
"Fcgrt_Fibroblasts","pink","Fibroblasts","Fcgrt",0.59584793377335,TRUE
"Fcho1_Fibroblasts","darkturquoise","Fibroblasts","Fcho1",0.414295821730916,FALSE
"Fcho2_Fibroblasts","cyan","Fibroblasts","Fcho2",0.0636566776624852,FALSE
"Fchsd1_Fibroblasts","lightcyan","Fibroblasts","Fchsd1",0.362535345148021,FALSE
"Fchsd2_Fibroblasts","turquoise","Fibroblasts","Fchsd2",0.628536200929237,FALSE
"Fcna_Fibroblasts","lightcyan","Fibroblasts","Fcna",0.232658755523985,FALSE
"Fdft1_Fibroblasts","green","Fibroblasts","Fdft1",0.329306136347738,FALSE
"Fdps_Fibroblasts","pink","Fibroblasts","Fdps",0.298894710935096,FALSE
"Fdx1l_Fibroblasts","pink","Fibroblasts","Fdx1l",0.660336602203343,TRUE
"Fdxacb1_Fibroblasts","lightcyan","Fibroblasts","Fdxacb1",0.19054741254431,FALSE
"Fdxr_Fibroblasts","yellow","Fibroblasts","Fdxr",0.232366531738586,FALSE
"Fem1a_Fibroblasts","turquoise","Fibroblasts","Fem1a",0.617732787131342,FALSE
"Fem1b_Fibroblasts","turquoise","Fibroblasts","Fem1b",0.605764702671933,FALSE
"Fermt1_Fibroblasts","violet","Fibroblasts","Fermt1",0.088095607706927,FALSE
"Fermt2_Fibroblasts","yellow","Fibroblasts","Fermt2",0.509391428792136,TRUE
"Fermt3_Fibroblasts","violet","Fibroblasts","Fermt3",0.385034651834314,FALSE
"Fetub_Fibroblasts","turquoise","Fibroblasts","Fetub",0.53513362038278,FALSE
"Fezf2_Fibroblasts","yellow","Fibroblasts","Fezf2",0.306283258444854,FALSE
"Fgd1_Fibroblasts","turquoise","Fibroblasts","Fgd1",0.443012761325182,FALSE
"Fgd5_Fibroblasts","turquoise","Fibroblasts","Fgd5",0.707097252363135,FALSE
"Fgf12_Fibroblasts","salmon","Fibroblasts","Fgf12",0.192165110291469,FALSE
"Fgf14_Fibroblasts","greenyellow","Fibroblasts","Fgf14",0.396273917080631,FALSE
"Fgf2_Fibroblasts","midnightblue","Fibroblasts","Fgf2",0.601606224867475,TRUE
"Fgf21_Fibroblasts","midnightblue","Fibroblasts","Fgf21",0.460439946383365,FALSE
"Fgf7_Fibroblasts","turquoise","Fibroblasts","Fgf7",0.802910738540727,TRUE
"Fgfr3_Fibroblasts","lightgreen","Fibroblasts","Fgfr3",0.410073013393295,FALSE
"Fgfr4_Fibroblasts","purple","Fibroblasts","Fgfr4",0.365745120512356,FALSE
"Fgg_Fibroblasts","white","Fibroblasts","Fgg",0.175349879690699,FALSE
"Fggy_Fibroblasts","midnightblue","Fibroblasts","Fggy",0.431482142407285,FALSE
"Fgl1_Fibroblasts","lightgreen","Fibroblasts","Fgl1",0.381011910482299,FALSE
"Fgl2_Fibroblasts","turquoise","Fibroblasts","Fgl2",0.211627482220982,FALSE
"Fgr_Fibroblasts","salmon","Fibroblasts","Fgr",0.096294490374225,FALSE
"Fhl1_Fibroblasts","brown","Fibroblasts","Fhl1",0.646430552245283,FALSE
"Fhl4_Fibroblasts","darkturquoise","Fibroblasts","Fhl4",0.524117802319262,TRUE
"Fibin_Fibroblasts","turquoise","Fibroblasts","Fibin",0.663164094379625,FALSE
"Ficd_Fibroblasts","turquoise","Fibroblasts","Ficd",0.598380891036399,FALSE
"Fignl1_Fibroblasts","green","Fibroblasts","Fignl1",0.548777630117184,TRUE
"Fignl2_Fibroblasts","green","Fibroblasts","Fignl2",0.163936800638042,FALSE
"Filip1_Fibroblasts","turquoise","Fibroblasts","Filip1",0.745466042354822,TRUE
"Filip1l_Fibroblasts","pink","Fibroblasts","Filip1l",0.440892276258773,FALSE
"Fitm1_Fibroblasts","white","Fibroblasts","Fitm1",0.00383769427506394,FALSE
"Fkbp14_Fibroblasts","turquoise","Fibroblasts","Fkbp14",0.813301057910121,TRUE
"Fkbp1b_Fibroblasts","turquoise","Fibroblasts","Fkbp1b",0.494180917913,FALSE
"Fkbp2_Fibroblasts","cyan","Fibroblasts","Fkbp2",0.401316158114666,FALSE
"Fkbp7_Fibroblasts","brown","Fibroblasts","Fkbp7",0.668310595863992,FALSE
"Fkbp8_Fibroblasts","darkgreen","Fibroblasts","Fkbp8",0.422546401120141,FALSE
"Fkrp_Fibroblasts","turquoise","Fibroblasts","Fkrp",0.441364638738099,FALSE
"Fktn_Fibroblasts","turquoise","Fibroblasts","Fktn",0.792599516998704,TRUE
"Flad1_Fibroblasts","greenyellow","Fibroblasts","Flad1",0.347427913756155,FALSE
"Flna_Fibroblasts","turquoise","Fibroblasts","Flna",0.0144541504227102,FALSE
"Flnc_Fibroblasts","turquoise","Fibroblasts","Flnc",0.596644439168278,FALSE
"Flrt1_Fibroblasts","yellow","Fibroblasts","Flrt1",0.262251477805059,FALSE
"Flrt2_Fibroblasts","darkolivegreen","Fibroblasts","Flrt2",0.212013254193802,FALSE
"Flt3l_Fibroblasts","cyan","Fibroblasts","Flt3l",0.218707205366509,FALSE
"Flt4_Fibroblasts","darkorange","Fibroblasts","Flt4",0.416357792469838,FALSE
"Flywch1_Fibroblasts","turquoise","Fibroblasts","Flywch1",0.340722406697021,FALSE
"Fmn1_Fibroblasts","cyan","Fibroblasts","Fmn1",0.1067526961333,FALSE
"Fmn2_Fibroblasts","green","Fibroblasts","Fmn2",0.270047050636498,FALSE
"Fmnl2_Fibroblasts","turquoise","Fibroblasts","Fmnl2",0.60339056533451,FALSE
"Fmnl3_Fibroblasts","turquoise","Fibroblasts","Fmnl3",0.560033725862404,FALSE
"Fmo3_Fibroblasts","lightgreen","Fibroblasts","Fmo3",0.290302088340593,FALSE
"Fmo5_Fibroblasts","pink","Fibroblasts","Fmo5",0.271062693030158,FALSE
"Fmod_Fibroblasts","black","Fibroblasts","Fmod",0.642807228204934,FALSE
"Fmr1_Fibroblasts","cyan","Fibroblasts","Fmr1",0.275077288392501,FALSE
"Fn1_Fibroblasts","pink","Fibroblasts","Fn1",0.318999323805734,FALSE
"Fn3k_Fibroblasts","turquoise","Fibroblasts","Fn3k",0.467445714206143,FALSE
"Fn3krp_Fibroblasts","lightgreen","Fibroblasts","Fn3krp",0.766813945034275,TRUE
"Fnbp1l_Fibroblasts","yellow","Fibroblasts","Fnbp1l",0.42480053159905,FALSE
"Fndc3b_Fibroblasts","turquoise","Fibroblasts","Fndc3b",0.782658719684556,TRUE
"Fndc5_Fibroblasts","turquoise","Fibroblasts","Fndc5",0.509947544076892,FALSE
"Fnta_Fibroblasts","white","Fibroblasts","Fnta",0.502097760946621,FALSE
"Folr1_Fibroblasts","darkturquoise","Fibroblasts","Folr1",0.501900768341065,TRUE
"Folr2_Fibroblasts","lightcyan","Fibroblasts","Folr2",0.637652744958649,TRUE
"Fosl1_Fibroblasts","yellow","Fibroblasts","Fosl1",0.429203492991321,FALSE
"Foxa2_Fibroblasts","yellow","Fibroblasts","Foxa2",0.177966074048345,FALSE
"Foxc1_Fibroblasts","turquoise","Fibroblasts","Foxc1",0.61619275100782,FALSE
"Foxc2_Fibroblasts","turquoise","Fibroblasts","Foxc2",0.837952996908635,TRUE
"Foxk1_Fibroblasts","turquoise","Fibroblasts","Foxk1",0.498705024445118,FALSE
"Foxl1_Fibroblasts","turquoise","Fibroblasts","Foxl1",0.284770507389439,FALSE
"Foxm1_Fibroblasts","violet","Fibroblasts","Foxm1",0.185978378573262,FALSE
"Foxn2_Fibroblasts","black","Fibroblasts","Foxn2",0.641797190058596,FALSE
"Foxn3_Fibroblasts","white","Fibroblasts","Foxn3",0.399464197422978,FALSE
"Foxo3_Fibroblasts","midnightblue","Fibroblasts","Foxo3",0.62805455840931,TRUE
"Foxo4_Fibroblasts","brown","Fibroblasts","Foxo4",0.548896377588299,FALSE
"Foxo6_Fibroblasts","cyan","Fibroblasts","Foxo6",0.0613451337713763,FALSE
"Foxp1_Fibroblasts","pink","Fibroblasts","Foxp1",0.457020990787281,FALSE
"Foxp2_Fibroblasts","turquoise","Fibroblasts","Foxp2",0.865992192257228,TRUE
"Foxred2_Fibroblasts","greenyellow","Fibroblasts","Foxred2",0.348576979356676,FALSE
"Foxs1_Fibroblasts","turquoise","Fibroblasts","Foxs1",0.671108214370956,FALSE
"Frat2_Fibroblasts","yellow","Fibroblasts","Frat2",0.39768175855664,FALSE
"Frem1_Fibroblasts","green","Fibroblasts","Frem1",0.197482657616204,FALSE
"Frg1_Fibroblasts","pink","Fibroblasts","Frg1",0.171843287079646,FALSE
"Frmd4a_Fibroblasts","turquoise","Fibroblasts","Frmd4a",0.763021759309644,TRUE
"Frmd4b_Fibroblasts","turquoise","Fibroblasts","Frmd4b",0.514115909935734,FALSE
"Frmd6_Fibroblasts","cyan","Fibroblasts","Frmd6",0.407072035043438,FALSE
"Frzb_Fibroblasts","turquoise","Fibroblasts","Frzb",0.781631663351677,TRUE
"Fsbp_Fibroblasts","yellow","Fibroblasts","Fsbp",0.512985485916853,TRUE
"Fsd1_Fibroblasts","blue","Fibroblasts","Fsd1",0.538846178156993,FALSE
"Fstl1_Fibroblasts","brown","Fibroblasts","Fstl1",0.583455009663484,FALSE
"Fstl3_Fibroblasts","turquoise","Fibroblasts","Fstl3",0.321729568453306,FALSE
"Fth1_Fibroblasts","black","Fibroblasts","Fth1",0.670895728291254,FALSE
"Ftl1_Fibroblasts","black","Fibroblasts","Ftl1",0.7738528482246,FALSE
"Fto_Fibroblasts","yellow","Fibroblasts","Fto",0.209270710653987,FALSE
"Ftsj2_Fibroblasts","turquoise","Fibroblasts","Ftsj2",0.521269135486416,FALSE
"Ftsjd1_Fibroblasts","royalblue","Fibroblasts","Ftsjd1",0.449540369757164,FALSE
"Fuca2_Fibroblasts","salmon","Fibroblasts","Fuca2",-0.0471854184954349,FALSE
"Fuk_Fibroblasts","purple","Fibroblasts","Fuk",0.55008140906391,FALSE
"Fus_Fibroblasts","turquoise","Fibroblasts","Fus",0.633548203455802,FALSE
"Fut10_Fibroblasts","turquoise","Fibroblasts","Fut10",0.869344015804643,TRUE
"Fut7_Fibroblasts","blue","Fibroblasts","Fut7",0.545752504909993,FALSE
"Fuz_Fibroblasts","turquoise","Fibroblasts","Fuz",0.578114557002055,FALSE
"Fv1_Fibroblasts","black","Fibroblasts","Fv1",0.762381921514515,FALSE
"Fxc1_Fibroblasts","cyan","Fibroblasts","Fxc1",0.493648569246214,FALSE
"Fxyd1_Fibroblasts","brown","Fibroblasts","Fxyd1",0.614660452864402,FALSE
"Fxyd2_Fibroblasts","turquoise","Fibroblasts","Fxyd2",0.480332274048459,FALSE
"Fxyd3_Fibroblasts","yellow","Fibroblasts","Fxyd3",0.491510798323662,TRUE
"Fxyd4_Fibroblasts","lightgreen","Fibroblasts","Fxyd4",0.472192598011041,FALSE
"Fxyd6_Fibroblasts","cyan","Fibroblasts","Fxyd6",0.381123599125474,FALSE
"Fxyd7_Fibroblasts","turquoise","Fibroblasts","Fxyd7",0.761942649293406,TRUE
"Fyb_Fibroblasts","salmon","Fibroblasts","Fyb",0.583333612199939,TRUE
"Fyco1_Fibroblasts","turquoise","Fibroblasts","Fyco1",0.628003642541769,FALSE
"Fzd1_Fibroblasts","turquoise","Fibroblasts","Fzd1",0.535611352683924,FALSE
"Fzd2_Fibroblasts","turquoise","Fibroblasts","Fzd2",0.809333875109215,TRUE
"Fzd3_Fibroblasts","turquoise","Fibroblasts","Fzd3",0.517296957232045,FALSE
"Fzd5_Fibroblasts","salmon","Fibroblasts","Fzd5",0.210477912891533,FALSE
"Fzd6_Fibroblasts","cyan","Fibroblasts","Fzd6",0.202581799400344,FALSE
"Fzd7_Fibroblasts","turquoise","Fibroblasts","Fzd7",0.822137150090681,TRUE
"Fzd8_Fibroblasts","turquoise","Fibroblasts","Fzd8",0.462405392628915,FALSE
"Fzd9_Fibroblasts","salmon","Fibroblasts","Fzd9",0.436933880035241,FALSE
"Fzr1_Fibroblasts","pink","Fibroblasts","Fzr1",0.376570684741462,FALSE
"G0s2_Fibroblasts","lightyellow","Fibroblasts","G0s2",0.493527741590448,FALSE
"G630016D24Rik_Fibroblasts","yellow","Fibroblasts","G630016D24Rik",0.277905741003388,FALSE
"G630025P09Rik_Fibroblasts","red","Fibroblasts","G630025P09Rik",0.467889965474338,FALSE
"G630090E17Rik_Fibroblasts","midnightblue","Fibroblasts","G630090E17Rik",0.407691624096063,FALSE
"G6pc2_Fibroblasts","midnightblue","Fibroblasts","G6pc2",0.228840536968426,FALSE
"G6pc3_Fibroblasts","turquoise","Fibroblasts","G6pc3",0.271810491962286,FALSE
"Gab1_Fibroblasts","turquoise","Fibroblasts","Gab1",0.716794013519853,FALSE
"Gabarap_Fibroblasts","pink","Fibroblasts","Gabarap",0.317755627492465,FALSE
"Gabarapl1_Fibroblasts","lightyellow","Fibroblasts","Gabarapl1",0.528821517646874,FALSE
"Gabarapl2_Fibroblasts","lightyellow","Fibroblasts","Gabarapl2",0.248522870097027,FALSE
"Gabbr1_Fibroblasts","turquoise","Fibroblasts","Gabbr1",0.594036082333656,FALSE
"Gabpa_Fibroblasts","turquoise","Fibroblasts","Gabpa",0.638095293590753,FALSE
"Gabra3_Fibroblasts","turquoise","Fibroblasts","Gabra3",0.870046078291692,TRUE
"Gabrb1_Fibroblasts","darkturquoise","Fibroblasts","Gabrb1",0.250863419314083,FALSE
"Gabre_Fibroblasts","turquoise","Fibroblasts","Gabre",0.671316065242721,FALSE
"Gabrg3_Fibroblasts","greenyellow","Fibroblasts","Gabrg3",0.352989081935616,FALSE
"Gadd45g_Fibroblasts","cyan","Fibroblasts","Gadd45g",0.26920291855925,FALSE
"Gadd45gip1_Fibroblasts","white","Fibroblasts","Gadd45gip1",0.388474407453623,FALSE
"Gak_Fibroblasts","pink","Fibroblasts","Gak",0.368304232695449,FALSE
"Gal3st2_Fibroblasts","cyan","Fibroblasts","Gal3st2",0.485399270683468,FALSE
"Gal3st4_Fibroblasts","greenyellow","Fibroblasts","Gal3st4",0.455854284209185,FALSE
"Gale_Fibroblasts","blue","Fibroblasts","Gale",0.594673612731163,FALSE
"Galk1_Fibroblasts","white","Fibroblasts","Galk1",0.498419433857833,FALSE
"Galm_Fibroblasts","turquoise","Fibroblasts","Galm",0.552481126380765,FALSE
"Galnt1_Fibroblasts","turquoise","Fibroblasts","Galnt1",0.443065835706441,FALSE
"Galnt10_Fibroblasts","yellow","Fibroblasts","Galnt10",0.35998627884058,FALSE
"Galnt12_Fibroblasts","turquoise","Fibroblasts","Galnt12",0.438532352076358,FALSE
"Galnt2_Fibroblasts","turquoise","Fibroblasts","Galnt2",0.255567092741904,FALSE
"Galnt4_Fibroblasts","turquoise","Fibroblasts","Galnt4",0.665837045917281,FALSE
"Galnt5_Fibroblasts","green","Fibroblasts","Galnt5",0.32227209512956,FALSE
"Galnt6_Fibroblasts","darkturquoise","Fibroblasts","Galnt6",0.263615140299265,FALSE
"Galnt7_Fibroblasts","turquoise","Fibroblasts","Galnt7",0.531047998953279,FALSE
"Galntl2_Fibroblasts","turquoise","Fibroblasts","Galntl2",0.510229776613525,FALSE
"Galr2_Fibroblasts","blue","Fibroblasts","Galr2",0.383967193890921,FALSE
"Galt_Fibroblasts","salmon","Fibroblasts","Galt",0.382334664157136,FALSE
"Gamt_Fibroblasts","lightyellow","Fibroblasts","Gamt",0.223533522976486,FALSE
"Gan_Fibroblasts","midnightblue","Fibroblasts","Gan",0.47205487101898,FALSE
"Gapdh_Fibroblasts","black","Fibroblasts","Gapdh",0.834035524323578,FALSE
"Gar1_Fibroblasts","turquoise","Fibroblasts","Gar1",0.632109976492563,FALSE
"Garnl3_Fibroblasts","turquoise","Fibroblasts","Garnl3",0.608406022873512,FALSE
"Gas1_Fibroblasts","turquoise","Fibroblasts","Gas1",0.7519706524308,TRUE
"Gas2l1_Fibroblasts","brown","Fibroblasts","Gas2l1",0.542953063836812,FALSE
"Gas2l3_Fibroblasts","yellow","Fibroblasts","Gas2l3",0.045014024203599,FALSE
"Gas5_Fibroblasts","cyan","Fibroblasts","Gas5",0.475509856947758,FALSE
"Gata2_Fibroblasts","royalblue","Fibroblasts","Gata2",0.255605031631545,FALSE
"Gata4_Fibroblasts","turquoise","Fibroblasts","Gata4",0.812269823260608,TRUE
"Gata6_Fibroblasts","turquoise","Fibroblasts","Gata6",0.876962408281148,TRUE
"Gatad1_Fibroblasts","darkgreen","Fibroblasts","Gatad1",0.461918652296601,FALSE
"Gatad2b_Fibroblasts","turquoise","Fibroblasts","Gatad2b",0.419731524515813,FALSE
"Gatc_Fibroblasts","turquoise","Fibroblasts","Gatc",0.494561957677778,FALSE
"Gatsl2_Fibroblasts","turquoise","Fibroblasts","Gatsl2",0.473032790554655,FALSE
"Gbas_Fibroblasts","black","Fibroblasts","Gbas",0.682900971971298,FALSE
"Gbp10_Fibroblasts","salmon","Fibroblasts","Gbp10",0.272301083999304,FALSE
"Gbp6_Fibroblasts","lightcyan","Fibroblasts","Gbp6",0.319523803840918,FALSE
"Gca_Fibroblasts","green","Fibroblasts","Gca",0.285773739518062,FALSE
"Gcap14_Fibroblasts","cyan","Fibroblasts","Gcap14",0.464970895515985,FALSE
"Gcdh_Fibroblasts","pink","Fibroblasts","Gcdh",0.158395108088849,FALSE
"Gcfc1_Fibroblasts","yellow","Fibroblasts","Gcfc1",0.333321043898723,FALSE
"Gcg_Fibroblasts","yellow","Fibroblasts","Gcg",0.0313059067657242,FALSE
"Gclc_Fibroblasts","lightgreen","Fibroblasts","Gclc",0.42525034653948,FALSE
"Gcnt2_Fibroblasts","cyan","Fibroblasts","Gcnt2",0.109730559089441,FALSE
"Gcnt4_Fibroblasts","lightgreen","Fibroblasts","Gcnt4",0.429903043132922,FALSE
"Gcnt7_Fibroblasts","midnightblue","Fibroblasts","Gcnt7",0.524598023015893,FALSE
"Gcsh_Fibroblasts","turquoise","Fibroblasts","Gcsh",0.191331635857765,FALSE
"Gda_Fibroblasts","turquoise","Fibroblasts","Gda",0.210327652892,FALSE
"Gdf15_Fibroblasts","lightgreen","Fibroblasts","Gdf15",0.484168025892752,FALSE
"Gdf2_Fibroblasts","midnightblue","Fibroblasts","Gdf2",0.194281239421385,FALSE
"Gdf6_Fibroblasts","turquoise","Fibroblasts","Gdf6",0.546755934034978,FALSE
"Gdf7_Fibroblasts","midnightblue","Fibroblasts","Gdf7",0.24054142406029,FALSE
"Gdi2_Fibroblasts","pink","Fibroblasts","Gdi2",0.670719076239699,TRUE
"Gemin5_Fibroblasts","turquoise","Fibroblasts","Gemin5",0.502601339515684,FALSE
"Gemin7_Fibroblasts","lightyellow","Fibroblasts","Gemin7",0.642952367189686,TRUE
"Gfer_Fibroblasts","turquoise","Fibroblasts","Gfer",0.577485505831142,FALSE
"Gfod1_Fibroblasts","turquoise","Fibroblasts","Gfod1",0.647216320487991,FALSE
"Gfra2_Fibroblasts","skyblue","Fibroblasts","Gfra2",0.276689147060745,FALSE
"Gfra4_Fibroblasts","green","Fibroblasts","Gfra4",0.543034061068023,TRUE
"Gga3_Fibroblasts","lightgreen","Fibroblasts","Gga3",0.239189068238321,FALSE
"Ggcx_Fibroblasts","white","Fibroblasts","Ggcx",0.164630747589458,FALSE
"Ggn_Fibroblasts","green","Fibroblasts","Ggn",0.601916316371375,TRUE
"Ggnbp2_Fibroblasts","pink","Fibroblasts","Ggnbp2",0.462175964919838,FALSE
"Ggt7_Fibroblasts","turquoise","Fibroblasts","Ggt7",0.600315715384482,FALSE
"Ggta1_Fibroblasts","cyan","Fibroblasts","Ggta1",0.533762791859404,FALSE
"Ghdc_Fibroblasts","turquoise","Fibroblasts","Ghdc",0.523354604879965,FALSE
"Ghitm_Fibroblasts","pink","Fibroblasts","Ghitm",0.725796560129751,TRUE
"Ghrl_Fibroblasts","darkturquoise","Fibroblasts","Ghrl",0.404481350640003,FALSE
"Gimap4_Fibroblasts","blue","Fibroblasts","Gimap4",0.55796861140343,FALSE
"Gimap5_Fibroblasts","royalblue","Fibroblasts","Gimap5",0.30406263262895,FALSE
"Gins1_Fibroblasts","lightgreen","Fibroblasts","Gins1",0.709340152699978,TRUE
"Gins2_Fibroblasts","skyblue","Fibroblasts","Gins2",0.162384439127868,FALSE
"Gins4_Fibroblasts","yellow","Fibroblasts","Gins4",0.404632119557493,FALSE
"Gipc2_Fibroblasts","yellow","Fibroblasts","Gipc2",-0.0491394071567554,FALSE
"Gipr_Fibroblasts","green","Fibroblasts","Gipr",0.253857405208543,FALSE
"Git1_Fibroblasts","turquoise","Fibroblasts","Git1",0.419992694676551,FALSE
"Gja4_Fibroblasts","turquoise","Fibroblasts","Gja4",0.519592729807083,FALSE
"Gja5_Fibroblasts","lightcyan","Fibroblasts","Gja5",0.541779146524278,FALSE
"Gjb3_Fibroblasts","lightgreen","Fibroblasts","Gjb3",0.260762409999935,FALSE
"Gjc1_Fibroblasts","turquoise","Fibroblasts","Gjc1",0.522297020312124,FALSE
"Gjd3_Fibroblasts","yellow","Fibroblasts","Gjd3",0.208597671321703,FALSE
"Gkap1_Fibroblasts","turquoise","Fibroblasts","Gkap1",0.705996078257669,FALSE
"Gkn3_Fibroblasts","purple","Fibroblasts","Gkn3",0.497932138126603,FALSE
