"gene_celltype","module","celltype","gene","kME","is_hub"
"Mrpl47_EndocardialCells","darkred","EndocardialCells","Mrpl47",0.506283700932371,FALSE
"Mrpl48_EndocardialCells","red","EndocardialCells","Mrpl48",0.684337952966943,FALSE
"Mrpl49_EndocardialCells","cyan","EndocardialCells","Mrpl49",0.468369302736372,FALSE
"Mrpl52_EndocardialCells","turquoise","EndocardialCells","Mrpl52",0.42604646068763,FALSE
"Mrpl9_EndocardialCells","blue","EndocardialCells","Mrpl9",0.737469463906379,TRUE
"Mrps10_EndocardialCells","darkred","EndocardialCells","Mrps10",0.840370144578754,TRUE
"Mrps11_EndocardialCells","blue","EndocardialCells","Mrps11",0.56000087085738,FALSE
"Mrps12_EndocardialCells","blue","EndocardialCells","Mrps12",0.503155983557797,FALSE
"Mrps18a_EndocardialCells","red","EndocardialCells","Mrps18a",0.479733842998082,FALSE
"Mrps2_EndocardialCells","lightgreen","EndocardialCells","Mrps2",0.319318897631041,FALSE
"Mrps22_EndocardialCells","orange","EndocardialCells","Mrps22",0.476382233556415,FALSE
"Mrps23_EndocardialCells","purple","EndocardialCells","Mrps23",0.63997739797336,FALSE
"Mrps24_EndocardialCells","turquoise","EndocardialCells","Mrps24",0.317137613231858,FALSE
"Mrps25_EndocardialCells","blue","EndocardialCells","Mrps25",0.605747656112737,FALSE
"Mrps26_EndocardialCells","darkred","EndocardialCells","Mrps26",0.664752216206463,FALSE
"Mrps28_EndocardialCells","red","EndocardialCells","Mrps28",0.486340172398296,FALSE
"Mrps30_EndocardialCells","purple","EndocardialCells","Mrps30",0.514651230437476,FALSE
"Mrps31_EndocardialCells","red","EndocardialCells","Mrps31",0.764125250613528,TRUE
"Mrps34_EndocardialCells","cyan","EndocardialCells","Mrps34",0.625535327472236,FALSE
"Mrps5_EndocardialCells","purple","EndocardialCells","Mrps5",0.417352683502008,FALSE
"Mrs2_EndocardialCells","cyan","EndocardialCells","Mrs2",0.436085704424463,FALSE
"Ms4a4b_EndocardialCells","salmon","EndocardialCells","Ms4a4b",0.331184286685725,FALSE
"Ms4a4d_EndocardialCells","lightyellow","EndocardialCells","Ms4a4d",0.239986027208775,FALSE
"Msh2_EndocardialCells","purple","EndocardialCells","Msh2",0.7803313116527,TRUE
"Msh5_EndocardialCells","brown","EndocardialCells","Msh5",0.583670988431443,FALSE
"Msh6_EndocardialCells","turquoise","EndocardialCells","Msh6",0.318743184134601,FALSE
"Msl1_EndocardialCells","lightcyan","EndocardialCells","Msl1",0.550085125601188,FALSE
"Msl2_EndocardialCells","purple","EndocardialCells","Msl2",0.437122728599357,FALSE
"Msl3_EndocardialCells","red","EndocardialCells","Msl3",0.50509027011124,FALSE
"Msrb2_EndocardialCells","red","EndocardialCells","Msrb2",0.72994865018445,TRUE
"Msto1_EndocardialCells","pink","EndocardialCells","Msto1",0.507937181111192,FALSE
"Mt1_EndocardialCells","blue","EndocardialCells","Mt1",0.55290850493864,FALSE
"Mt2_EndocardialCells","royalblue","EndocardialCells","Mt2",0.216914946865294,FALSE
"Mtap_EndocardialCells","red","EndocardialCells","Mtap",0.752273873273208,TRUE
"Mtap1a_EndocardialCells","salmon","EndocardialCells","Mtap1a",0.119745267005522,FALSE
"Mtap1b_EndocardialCells","lightgreen","EndocardialCells","Mtap1b",0.432336210286051,FALSE
"Mtap7_EndocardialCells","green","EndocardialCells","Mtap7",0.239333487774202,FALSE
"Mtap7d3_EndocardialCells","purple","EndocardialCells","Mtap7d3",0.500760370548945,FALSE
"Mtap9_EndocardialCells","cyan","EndocardialCells","Mtap9",0.315033301617948,FALSE
"Mterfd1_EndocardialCells","red","EndocardialCells","Mterfd1",0.485690894124062,FALSE
"Mterfd2_EndocardialCells","yellow","EndocardialCells","Mterfd2",0.262405385948181,FALSE
"Mterfd3_EndocardialCells","red","EndocardialCells","Mterfd3",0.60962540972019,FALSE
"Mtf2_EndocardialCells","blue","EndocardialCells","Mtf2",0.178867417158418,FALSE
"Mtg1_EndocardialCells","turquoise","EndocardialCells","Mtg1",0.2567358767701,FALSE
"Mthfd2l_EndocardialCells","darkred","EndocardialCells","Mthfd2l",0.669839377066773,FALSE
"Mthfr_EndocardialCells","blue","EndocardialCells","Mthfr",0.669744246448916,FALSE
"Mthfs_EndocardialCells","steelblue","EndocardialCells","Mthfs",0.607420414707054,TRUE
"Mthfsd_EndocardialCells","purple","EndocardialCells","Mthfsd",0.579576135816532,FALSE
"Mtif2_EndocardialCells","blue","EndocardialCells","Mtif2",0.708090018550682,TRUE
"Mtif3_EndocardialCells","purple","EndocardialCells","Mtif3",0.557672574748352,FALSE
"Mtm1_EndocardialCells","midnightblue","EndocardialCells","Mtm1",0.183098189540977,FALSE
"Mtmr1_EndocardialCells","grey60","EndocardialCells","Mtmr1",0.471383644916277,FALSE
"Mtmr12_EndocardialCells","darkred","EndocardialCells","Mtmr12",0.671089995690201,FALSE
"Mtmr2_EndocardialCells","black","EndocardialCells","Mtmr2",0.620928801617816,FALSE
"Mtmr3_EndocardialCells","purple","EndocardialCells","Mtmr3",0.394908674956673,FALSE
"Mtmr4_EndocardialCells","green","EndocardialCells","Mtmr4",0.18542545151509,FALSE
"Mtmr6_EndocardialCells","cyan","EndocardialCells","Mtmr6",0.618843857076383,FALSE
"Mtmr9_EndocardialCells","yellow","EndocardialCells","Mtmr9",0.544264127396529,TRUE
"Mto1_EndocardialCells","darkred","EndocardialCells","Mto1",0.547864501816186,FALSE
"Mtor_EndocardialCells","blue","EndocardialCells","Mtor",0.604944475366196,FALSE
"Mtpap_EndocardialCells","lightgreen","EndocardialCells","Mtpap",0.378533538660792,FALSE
"Mtpn_EndocardialCells","lightgreen","EndocardialCells","Mtpn",0.511938442977409,FALSE
"Mtr_EndocardialCells","turquoise","EndocardialCells","Mtr",0.0708276525349258,FALSE
"Mtrf1l_EndocardialCells","red","EndocardialCells","Mtrf1l",0.633614818728401,FALSE
"Mtrr_EndocardialCells","midnightblue","EndocardialCells","Mtrr",0.277015599955682,FALSE
"Mttp_EndocardialCells","green","EndocardialCells","Mttp",0.231962941150061,FALSE
"Mtx3_EndocardialCells","lightyellow","EndocardialCells","Mtx3",0.333823245044134,FALSE
"Mudeng_EndocardialCells","blue","EndocardialCells","Mudeng",0.608075477318197,FALSE
"Mul1_EndocardialCells","red","EndocardialCells","Mul1",0.454451318023039,FALSE
"Mum1l1_EndocardialCells","yellow","EndocardialCells","Mum1l1",0.38902319410564,FALSE
"Mus81_EndocardialCells","darkred","EndocardialCells","Mus81",0.699579390959937,FALSE
"Mut_EndocardialCells","red","EndocardialCells","Mut",0.512571746038106,FALSE
"Muted_EndocardialCells","darkred","EndocardialCells","Muted",0.499609034792961,FALSE
"Mvd_EndocardialCells","turquoise","EndocardialCells","Mvd",0.146575949494414,FALSE
"Mvk_EndocardialCells","red","EndocardialCells","Mvk",0.473460967195721,FALSE
"Mvp_EndocardialCells","lightcyan","EndocardialCells","Mvp",0.519921875132607,FALSE
"Mx2_EndocardialCells","brown","EndocardialCells","Mx2",0.56091676045006,FALSE
"Mxd1_EndocardialCells","green","EndocardialCells","Mxd1",0.62351359207441,TRUE
"Mxd3_EndocardialCells","darkorange","EndocardialCells","Mxd3",0.379948092233214,FALSE
"Mxd4_EndocardialCells","pink","EndocardialCells","Mxd4",0.593160736238331,FALSE
"Mxi1_EndocardialCells","blue","EndocardialCells","Mxi1",0.733630326283282,TRUE
"Mybbp1a_EndocardialCells","blue","EndocardialCells","Mybbp1a",0.412595967118808,FALSE
"Mybphl_EndocardialCells","brown","EndocardialCells","Mybphl",0.576466233827916,FALSE
"Mycn_EndocardialCells","steelblue","EndocardialCells","Mycn",0.318309450212697,FALSE
"Myeov2_EndocardialCells","white","EndocardialCells","Myeov2",0.380009548994569,FALSE
"Myh10_EndocardialCells","blue","EndocardialCells","Myh10",0.653494141994759,FALSE
"Myh6_EndocardialCells","brown","EndocardialCells","Myh6",0.517487421574448,FALSE
"Myl1_EndocardialCells","turquoise","EndocardialCells","Myl1",0.0658674494826977,FALSE
"Myl12a_EndocardialCells","black","EndocardialCells","Myl12a",0.834662863297991,FALSE
"Myl12b_EndocardialCells","black","EndocardialCells","Myl12b",0.907642838923722,TRUE
"Myl2_EndocardialCells","brown","EndocardialCells","Myl2",0.559051600173126,FALSE
"Myl3_EndocardialCells","darkgrey","EndocardialCells","Myl3",0.491795866650663,FALSE
"Myl4_EndocardialCells","brown","EndocardialCells","Myl4",0.424569688155148,FALSE
"Myl6b_EndocardialCells","saddlebrown","EndocardialCells","Myl6b",0.41106285136637,FALSE
"Myl7_EndocardialCells","brown","EndocardialCells","Myl7",0.619201726488083,FALSE
"Myl9_EndocardialCells","blue","EndocardialCells","Myl9",0.346037027130655,FALSE
"Mylip_EndocardialCells","black","EndocardialCells","Mylip",0.360324085278171,FALSE
"Mylk3_EndocardialCells","paleturquoise","EndocardialCells","Mylk3",0.230902987212655,FALSE
"Mynn_EndocardialCells","darkred","EndocardialCells","Mynn",0.538576255504535,FALSE
"Myo10_EndocardialCells","pink","EndocardialCells","Myo10",0.30167299644719,FALSE
"Myo18a_EndocardialCells","blue","EndocardialCells","Myo18a",0.49616381816526,FALSE
"Myo19_EndocardialCells","paleturquoise","EndocardialCells","Myo19",0.1293193612126,FALSE
"Myo1b_EndocardialCells","red","EndocardialCells","Myo1b",0.434026014582798,FALSE
"Myo1e_EndocardialCells","magenta","EndocardialCells","Myo1e",0.375535291992415,FALSE
"Myo1h_EndocardialCells","blue","EndocardialCells","Myo1h",0.702288679299262,TRUE
"Myo5a_EndocardialCells","royalblue","EndocardialCells","Myo5a",0.415155995967475,FALSE
"Myo6_EndocardialCells","blue","EndocardialCells","Myo6",0.257587041791275,FALSE
"Myo9a_EndocardialCells","purple","EndocardialCells","Myo9a",0.790318729101347,TRUE
"Myocd_EndocardialCells","purple","EndocardialCells","Myocd",0.574522769851275,FALSE
"Myod1_EndocardialCells","midnightblue","EndocardialCells","Myod1",0.311505892981807,FALSE
"Myom2_EndocardialCells","steelblue","EndocardialCells","Myom2",0.372373397827914,FALSE
"Mypop_EndocardialCells","salmon","EndocardialCells","Mypop",0.244374067620246,FALSE
"Mysm1_EndocardialCells","lightgreen","EndocardialCells","Mysm1",0.258076080398078,FALSE
"Myst1_EndocardialCells","red","EndocardialCells","Myst1",0.408965539399285,FALSE
"Myst2_EndocardialCells","red","EndocardialCells","Myst2",0.366022756861244,FALSE
"Myst3_EndocardialCells","red","EndocardialCells","Myst3",0.44106061672345,FALSE
"Myzap_EndocardialCells","black","EndocardialCells","Myzap",0.363900217853797,FALSE
"Mzt1_EndocardialCells","purple","EndocardialCells","Mzt1",0.545607165962739,FALSE
"Mzt2_EndocardialCells","red","EndocardialCells","Mzt2",0.420283016957315,FALSE
"N4bp1_EndocardialCells","blue","EndocardialCells","N4bp1",0.588180829343388,FALSE
"N4bp2l1_EndocardialCells","brown","EndocardialCells","N4bp2l1",0.716783502738509,FALSE
"N4bp2l2_EndocardialCells","red","EndocardialCells","N4bp2l2",0.64637930793692,FALSE
"N6amt1_EndocardialCells","blue","EndocardialCells","N6amt1",0.524521354076045,FALSE
"N6amt2_EndocardialCells","blue","EndocardialCells","N6amt2",0.452599338840203,FALSE
"Naa35_EndocardialCells","turquoise","EndocardialCells","Naa35",0.18013509768435,FALSE
"Naa40_EndocardialCells","purple","EndocardialCells","Naa40",0.747624905672666,TRUE
"Naa50_EndocardialCells","purple","EndocardialCells","Naa50",0.678602254272955,FALSE
"Nacad_EndocardialCells","steelblue","EndocardialCells","Nacad",0.338533228483277,FALSE
"Nacc1_EndocardialCells","darkred","EndocardialCells","Nacc1",0.541953817045832,FALSE
"Nadk_EndocardialCells","lightgreen","EndocardialCells","Nadk",0.162685054910908,FALSE
"Nagk_EndocardialCells","blue","EndocardialCells","Nagk",0.720951397814329,TRUE
"Nagpa_EndocardialCells","red","EndocardialCells","Nagpa",0.539225354006463,FALSE
"Naip2_EndocardialCells","green","EndocardialCells","Naip2",0.357968709353071,FALSE
"Nalcn_EndocardialCells","darkred","EndocardialCells","Nalcn",0.63327774298983,FALSE
"Nanos1_EndocardialCells","darkgrey","EndocardialCells","Nanos1",0.312845582787994,FALSE
"Nanos3_EndocardialCells","darkorange","EndocardialCells","Nanos3",0.527460010691161,FALSE
"Nanp_EndocardialCells","brown","EndocardialCells","Nanp",0.478553547940769,FALSE
"Nap1l1_EndocardialCells","cyan","EndocardialCells","Nap1l1",0.623715537815845,FALSE
"Nap1l4_EndocardialCells","purple","EndocardialCells","Nap1l4",0.592816635945902,FALSE
"Napb_EndocardialCells","yellow","EndocardialCells","Napb",0.402398322103957,FALSE
"Napepld_EndocardialCells","purple","EndocardialCells","Napepld",0.500607670494433,FALSE
"Napg_EndocardialCells","red","EndocardialCells","Napg",0.700739544796723,TRUE
"Narf_EndocardialCells","lightgreen","EndocardialCells","Narf",0.276963962929913,FALSE
"Nars_EndocardialCells","blue","EndocardialCells","Nars",0.138979387659182,FALSE
"Nasp_EndocardialCells","red","EndocardialCells","Nasp",0.415148223729946,FALSE
"Nat14_EndocardialCells","darkred","EndocardialCells","Nat14",0.709043464588086,FALSE
"Nat2_EndocardialCells","purple","EndocardialCells","Nat2",0.671614947313929,FALSE
"Nat3_EndocardialCells","yellow","EndocardialCells","Nat3",0.223465148054295,FALSE
"Nav1_EndocardialCells","turquoise","EndocardialCells","Nav1",0.350330039531635,FALSE
"Nbas_EndocardialCells","purple","EndocardialCells","Nbas",0.216664088558343,FALSE
"Nbea_EndocardialCells","blue","EndocardialCells","Nbea",0.721894986096224,TRUE
"Nbeal2_EndocardialCells","purple","EndocardialCells","Nbeal2",0.707726490641163,TRUE
"Nbl1_EndocardialCells","green","EndocardialCells","Nbl1",0.396549736428949,FALSE
"Nbn_EndocardialCells","cyan","EndocardialCells","Nbn",0.436103061445599,FALSE
"Nbr1_EndocardialCells","turquoise","EndocardialCells","Nbr1",0.387569176132092,FALSE
"Ncapd3_EndocardialCells","turquoise","EndocardialCells","Ncapd3",0.206294334156587,FALSE
"Ncapg2_EndocardialCells","red","EndocardialCells","Ncapg2",0.537120002144753,FALSE
"Ncaph_EndocardialCells","purple","EndocardialCells","Ncaph",0.605830628541524,FALSE
"Ncbp1_EndocardialCells","greenyellow","EndocardialCells","Ncbp1",0.0848849104439957,FALSE
"Ncbp2_EndocardialCells","purple","EndocardialCells","Ncbp2",0.725957102060051,TRUE
"Ncf2_EndocardialCells","paleturquoise","EndocardialCells","Ncf2",0.177668021724349,FALSE
"Nckap1_EndocardialCells","green","EndocardialCells","Nckap1",0.646844877406026,TRUE
"Nckap5_EndocardialCells","lightgreen","EndocardialCells","Nckap5",0.31923648032489,FALSE
"Nckap5l_EndocardialCells","brown","EndocardialCells","Nckap5l",0.659124637826793,FALSE
"Nckipsd_EndocardialCells","darkred","EndocardialCells","Nckipsd",0.486154923672533,FALSE
"Ncl_EndocardialCells","lightgreen","EndocardialCells","Ncl",0.603895767092288,TRUE
"Ncoa2_EndocardialCells","blue","EndocardialCells","Ncoa2",0.637428550527965,FALSE
"Ncoa3_EndocardialCells","black","EndocardialCells","Ncoa3",0.769672209096755,FALSE
"Ncoa4_EndocardialCells","turquoise","EndocardialCells","Ncoa4",0.332416103528,FALSE
"Ncoa5_EndocardialCells","blue","EndocardialCells","Ncoa5",0.606389930799436,FALSE
"Ncoa6_EndocardialCells","red","EndocardialCells","Ncoa6",0.678517648736991,FALSE
"Ncoa7_EndocardialCells","blue","EndocardialCells","Ncoa7",0.521873818880968,FALSE
"Ncs1_EndocardialCells","paleturquoise","EndocardialCells","Ncs1",0.526644243203887,TRUE
"Ndel1_EndocardialCells","black","EndocardialCells","Ndel1",0.390501348897248,FALSE
"Ndfip1_EndocardialCells","black","EndocardialCells","Ndfip1",0.927195169552375,TRUE
"Ndfip2_EndocardialCells","turquoise","EndocardialCells","Ndfip2",0.326138350408492,FALSE
"Ndn_EndocardialCells","blue","EndocardialCells","Ndn",0.674862426731032,FALSE
"Ndnl2_EndocardialCells","blue","EndocardialCells","Ndnl2",0.551266404905063,FALSE
"Ndor1_EndocardialCells","blue","EndocardialCells","Ndor1",0.555706484730067,FALSE
"Ndrg2_EndocardialCells","purple","EndocardialCells","Ndrg2",0.541879261185553,FALSE
"Ndst1_EndocardialCells","blue","EndocardialCells","Ndst1",0.552216543758743,FALSE
"Ndst2_EndocardialCells","red","EndocardialCells","Ndst2",0.545441196414367,FALSE
"Ndufa12_EndocardialCells","blue","EndocardialCells","Ndufa12",0.0833688334852466,FALSE
"Ndufa13_EndocardialCells","purple","EndocardialCells","Ndufa13",0.342647551487575,FALSE
"Ndufa2_EndocardialCells","purple","EndocardialCells","Ndufa2",0.398724204232711,FALSE
"Ndufa4l2_EndocardialCells","red","EndocardialCells","Ndufa4l2",0.636631881098946,FALSE
"Ndufa5_EndocardialCells","cyan","EndocardialCells","Ndufa5",0.710225604823568,TRUE
"Ndufa8_EndocardialCells","cyan","EndocardialCells","Ndufa8",0.239938630675487,FALSE
"Ndufab1_EndocardialCells","lightgreen","EndocardialCells","Ndufab1",0.204549240853615,FALSE
"Ndufaf2_EndocardialCells","blue","EndocardialCells","Ndufaf2",0.581025506114979,FALSE
"Ndufaf4_EndocardialCells","purple","EndocardialCells","Ndufaf4",0.470340145801711,FALSE
"Ndufb2_EndocardialCells","purple","EndocardialCells","Ndufb2",0.494897932874884,FALSE
"Ndufb5_EndocardialCells","blue","EndocardialCells","Ndufb5",0.376023047379725,FALSE
"Ndufb9_EndocardialCells","lightgreen","EndocardialCells","Ndufb9",0.425748840049617,FALSE
"Ndufs3_EndocardialCells","lightcyan","EndocardialCells","Ndufs3",0.188976669301914,FALSE
"Ndufs5_EndocardialCells","greenyellow","EndocardialCells","Ndufs5",0.572476926995322,FALSE
"Ndufs8_EndocardialCells","lightgreen","EndocardialCells","Ndufs8",0.211362525942841,FALSE
"Ndufv1_EndocardialCells","orange","EndocardialCells","Ndufv1",0.46827732817025,FALSE
"Neat1_EndocardialCells","lightcyan","EndocardialCells","Neat1",0.499156820796434,FALSE
"Neb_EndocardialCells","yellow","EndocardialCells","Neb",0.382478126322631,FALSE
"Necab3_EndocardialCells","darkgrey","EndocardialCells","Necab3",0.294060494098294,FALSE
"Necap2_EndocardialCells","pink","EndocardialCells","Necap2",0.416017842208529,FALSE
"Nedd1_EndocardialCells","blue","EndocardialCells","Nedd1",0.604125437196722,FALSE
"Nedd9_EndocardialCells","pink","EndocardialCells","Nedd9",0.288598861497691,FALSE
"Negr1_EndocardialCells","red","EndocardialCells","Negr1",0.308750695979885,FALSE
"Nek1_EndocardialCells","cyan","EndocardialCells","Nek1",0.485640569362275,FALSE
"Nek3_EndocardialCells","blue","EndocardialCells","Nek3",0.568613258596352,FALSE
"Nek7_EndocardialCells","darkgreen","EndocardialCells","Nek7",0.377370584444844,FALSE
"Nek8_EndocardialCells","red","EndocardialCells","Nek8",0.612989954885346,FALSE
"Nek9_EndocardialCells","purple","EndocardialCells","Nek9",0.383503217724512,FALSE
"Nelf_EndocardialCells","blue","EndocardialCells","Nelf",0.712897744096733,TRUE
"Nemf_EndocardialCells","lightcyan","EndocardialCells","Nemf",0.3307162397634,FALSE
"Nenf_EndocardialCells","darkred","EndocardialCells","Nenf",0.367772581481209,FALSE
"Neo1_EndocardialCells","turquoise","EndocardialCells","Neo1",0.424230348646036,FALSE
"Nes_EndocardialCells","turquoise","EndocardialCells","Nes",0.523929864806947,FALSE
"Net1_EndocardialCells","lightgreen","EndocardialCells","Net1",0.423308339106612,FALSE
"Neto2_EndocardialCells","steelblue","EndocardialCells","Neto2",0.357776815906226,FALSE
"Neu1_EndocardialCells","red","EndocardialCells","Neu1",0.638397726795724,FALSE
"Neurl2_EndocardialCells","lightyellow","EndocardialCells","Neurl2",0.127658420139828,FALSE
"Neurl3_EndocardialCells","green","EndocardialCells","Neurl3",0.216136752110864,FALSE
"Nexn_EndocardialCells","purple","EndocardialCells","Nexn",0.583836073331422,FALSE
"Nf1_EndocardialCells","red","EndocardialCells","Nf1",0.565465520874882,FALSE
"Nf2_EndocardialCells","pink","EndocardialCells","Nf2",0.246676977266671,FALSE
"Nfat5_EndocardialCells","red","EndocardialCells","Nfat5",0.464489010616246,FALSE
"Nfatc2_EndocardialCells","blue","EndocardialCells","Nfatc2",0.485859957892656,FALSE
"Nfatc3_EndocardialCells","blue","EndocardialCells","Nfatc3",0.627997210950979,FALSE
"Nfe2_EndocardialCells","salmon","EndocardialCells","Nfe2",0.243874227343796,FALSE
"Nfe2l1_EndocardialCells","turquoise","EndocardialCells","Nfe2l1",0.63901314014984,FALSE
"Nfib_EndocardialCells","cyan","EndocardialCells","Nfib",0.476450982626718,FALSE
"Nfix_EndocardialCells","blue","EndocardialCells","Nfix",0.611960996244473,FALSE
"Nfkbia_EndocardialCells","lightgreen","EndocardialCells","Nfkbia",0.147180695206559,FALSE
"Nfkbib_EndocardialCells","darkgreen","EndocardialCells","Nfkbib",0.67994576455298,FALSE
"Nfkbie_EndocardialCells","green","EndocardialCells","Nfkbie",0.425024466308064,FALSE
"Nfkbil1_EndocardialCells","red","EndocardialCells","Nfkbil1",0.663646558187453,FALSE
"Nfrkb_EndocardialCells","cyan","EndocardialCells","Nfrkb",0.782572505996573,TRUE
"Nfx1_EndocardialCells","sienna3","EndocardialCells","Nfx1",0.264444938893635,FALSE
"Nfya_EndocardialCells","red","EndocardialCells","Nfya",0.662489375475362,FALSE
"Ng23_EndocardialCells","red","EndocardialCells","Ng23",0.699928509392804,TRUE
"Ngf_EndocardialCells","blue","EndocardialCells","Ngf",0.648455095880407,FALSE
"Ngfr_EndocardialCells","blue","EndocardialCells","Ngfr",0.462813719715473,FALSE
"Ngfrap1_EndocardialCells","purple","EndocardialCells","Ngfrap1",0.63694549364181,FALSE
"Ngp_EndocardialCells","salmon","EndocardialCells","Ngp",0.309219535471491,FALSE
"Ngrn_EndocardialCells","red","EndocardialCells","Ngrn",0.655115071622484,FALSE
"Nhlrc1_EndocardialCells","lightyellow","EndocardialCells","Nhlrc1",0.0647292323837916,FALSE
"Nhlrc3_EndocardialCells","midnightblue","EndocardialCells","Nhlrc3",0.193768125407835,FALSE
"Nhsl1_EndocardialCells","lightgreen","EndocardialCells","Nhsl1",0.53890483415228,FALSE
"Nhsl2_EndocardialCells","red","EndocardialCells","Nhsl2",0.349865137572567,FALSE
"Nicn1_EndocardialCells","purple","EndocardialCells","Nicn1",0.561524085581247,FALSE
"Nid1_EndocardialCells","blue","EndocardialCells","Nid1",0.658481578417093,FALSE
"Nid2_EndocardialCells","brown","EndocardialCells","Nid2",0.330967814633632,FALSE
"Nif3l1_EndocardialCells","red","EndocardialCells","Nif3l1",0.596305755362774,FALSE
"Nin_EndocardialCells","red","EndocardialCells","Nin",0.433412073043155,FALSE
"Nipa2_EndocardialCells","red","EndocardialCells","Nipa2",0.58093405385025,FALSE
"Nipal4_EndocardialCells","lightgreen","EndocardialCells","Nipal4",0.296220216785319,FALSE
"Nipsnap1_EndocardialCells","green","EndocardialCells","Nipsnap1",0.336669078378955,FALSE
"Nipsnap3b_EndocardialCells","salmon","EndocardialCells","Nipsnap3b",-0.0380666444823067,FALSE
"Nisch_EndocardialCells","brown","EndocardialCells","Nisch",0.541844644352331,FALSE
"Nit1_EndocardialCells","red","EndocardialCells","Nit1",0.5646212467536,FALSE
"Nkain4_EndocardialCells","pink","EndocardialCells","Nkain4",0.276334365839081,FALSE
"Nkap_EndocardialCells","red","EndocardialCells","Nkap",0.465803217439705,FALSE
"Nkd1_EndocardialCells","blue","EndocardialCells","Nkd1",0.688428336189617,FALSE
"Nkiras1_EndocardialCells","cyan","EndocardialCells","Nkiras1",0.678289355317358,TRUE
"Nkiras2_EndocardialCells","salmon","EndocardialCells","Nkiras2",0.268559201956752,FALSE
"Nktr_EndocardialCells","blue","EndocardialCells","Nktr",0.332625564879451,FALSE
"Nle1_EndocardialCells","blue","EndocardialCells","Nle1",0.649316844007244,FALSE
"Nlgn2_EndocardialCells","blue","EndocardialCells","Nlgn2",0.630769116043744,FALSE
"Nlk_EndocardialCells","cyan","EndocardialCells","Nlk",0.531707363698535,FALSE
"Nlrc5_EndocardialCells","yellow","EndocardialCells","Nlrc5",0.216336940048125,FALSE
"Nlrp3_EndocardialCells","saddlebrown","EndocardialCells","Nlrp3",0.232840416058625,FALSE
"Nlrx1_EndocardialCells","brown","EndocardialCells","Nlrx1",0.462571077727952,FALSE
"Nmd3_EndocardialCells","purple","EndocardialCells","Nmd3",0.566696703135665,FALSE
"Nme1_EndocardialCells","lightgreen","EndocardialCells","Nme1",0.540823044999162,FALSE
"Nme2_EndocardialCells","salmon","EndocardialCells","Nme2",0.063113106912765,FALSE
"Nmnat2_EndocardialCells","white","EndocardialCells","Nmnat2",0.4037333215771,FALSE
"Nmt2_EndocardialCells","black","EndocardialCells","Nmt2",0.717549534608204,FALSE
"Nnt_EndocardialCells","darkred","EndocardialCells","Nnt",0.486831430122141,FALSE
"Noa1_EndocardialCells","steelblue","EndocardialCells","Noa1",0.25887450280354,FALSE
"Nob1_EndocardialCells","purple","EndocardialCells","Nob1",0.498421628761401,FALSE
"Noc3l_EndocardialCells","darkred","EndocardialCells","Noc3l",0.629950399426777,FALSE
"Noc4l_EndocardialCells","red","EndocardialCells","Noc4l",0.517605371008105,FALSE
"Nod2_EndocardialCells","blue","EndocardialCells","Nod2",0.610257785580248,FALSE
"Nol10_EndocardialCells","greenyellow","EndocardialCells","Nol10",0.297610759397361,FALSE
"Nol8_EndocardialCells","red","EndocardialCells","Nol8",0.579343170935947,FALSE
"Nol9_EndocardialCells","yellow","EndocardialCells","Nol9",0.228786559128765,FALSE
"Nom1_EndocardialCells","red","EndocardialCells","Nom1",0.670918913801473,FALSE
"Nop14_EndocardialCells","cyan","EndocardialCells","Nop14",0.542703103365705,FALSE
"Nop2_EndocardialCells","blue","EndocardialCells","Nop2",0.674790315547004,FALSE
"Nop56_EndocardialCells","lightgreen","EndocardialCells","Nop56",0.298634302158418,FALSE
"Nos1ap_EndocardialCells","blue","EndocardialCells","Nos1ap",0.583354879456869,FALSE
"Nos2_EndocardialCells","darkorange","EndocardialCells","Nos2",0.172823102895934,FALSE
"Nos3_EndocardialCells","lightcyan","EndocardialCells","Nos3",0.462249926296428,FALSE
"Notch1_EndocardialCells","darkred","EndocardialCells","Notch1",0.343740710918236,FALSE
"Notch2_EndocardialCells","black","EndocardialCells","Notch2",0.527004252006935,FALSE
"Notch4_EndocardialCells","blue","EndocardialCells","Notch4",0.528754668171231,FALSE
"Npas2_EndocardialCells","red","EndocardialCells","Npas2",0.54711378617738,FALSE
"Npc1_EndocardialCells","red","EndocardialCells","Npc1",0.583418921166814,FALSE
"Npdc1_EndocardialCells","lightcyan","EndocardialCells","Npdc1",0.403679806562532,FALSE
"Npepl1_EndocardialCells","sienna3","EndocardialCells","Npepl1",0.248939211328886,FALSE
"Npepps_EndocardialCells","blue","EndocardialCells","Npepps",0.754351986743813,TRUE
"Npff_EndocardialCells","cyan","EndocardialCells","Npff",0.277345453778795,FALSE
"Nphp3_EndocardialCells","brown","EndocardialCells","Nphp3",0.65511464312052,FALSE
"Nphp4_EndocardialCells","midnightblue","EndocardialCells","Nphp4",0.287466050128968,FALSE
"Npl_EndocardialCells","steelblue","EndocardialCells","Npl",0.358367591807506,FALSE
"Nploc4_EndocardialCells","red","EndocardialCells","Nploc4",0.569578539097369,FALSE
"Npm1_EndocardialCells","black","EndocardialCells","Npm1",0.613064827230616,FALSE
"Npm3-ps1_EndocardialCells","lightcyan","EndocardialCells","Npm3-ps1",0.479604444024918,FALSE
"Npnt_EndocardialCells","yellow","EndocardialCells","Npnt",0.333926440906228,FALSE
