"gene_celltype","module","celltype","gene","kME"
"Tet2_EndothelialCells","pink","EndothelialCells","Tet2",0.61052325396294
"Ube2h_EndothelialCells","pink","EndothelialCells","Ube2h",0.609827919956806
"Slc26a1_Myocytes","pink","Myocytes","Slc26a1",0.607838852800119
"Chga_Myocytes","pink","Myocytes","Chga",0.607640050384255
"Rasal3_Myocytes","pink","Myocytes","Rasal3",0.607313151293003
"Slc25a3_Fibroblasts","pink","Fibroblasts","Slc25a3",0.605940837908627
"Degs2_Leukocytes","pink","Leukocytes","Degs2",0.605751220757748
"Cyp2a22_Myocytes","pink","Myocytes","Cyp2a22",0.603627142244294
"Lrrc8a_Fibroblasts","pink","Fibroblasts","Lrrc8a",0.60301402832604
"Mcm6_Fibroblasts","pink","Fibroblasts","Mcm6",0.602056104494765
"Deptor_Fibroblasts","pink","Fibroblasts","Deptor",0.602040645831008
"Itih1_Myocytes","pink","Myocytes","Itih1",0.600847188081658
"Cyp2c69_Myocytes","pink","Myocytes","Cyp2c69",0.598882661137537
"9030619P08Rik_Myocytes","pink","Myocytes","9030619P08Rik",0.597911844750443
"Spata17_Myocytes","pink","Myocytes","Spata17",0.597742109059405
"Mirlet7d_Myocytes","pink","Myocytes","Mirlet7d",0.596659508799371
"Fcgrt_Fibroblasts","pink","Fibroblasts","Fcgrt",0.59584793377335
"Psme2_Fibroblasts","pink","Fibroblasts","Psme2",0.595591986275478
"Stt3a_Fibroblasts","pink","Fibroblasts","Stt3a",0.595352131087659
"Gm15800_Leukocytes","pink","Leukocytes","Gm15800",0.594601922799052
"Cnot7_Leukocytes","pink","Leukocytes","Cnot7",0.594229302952098
"Pcdhgb7_Myocytes","pink","Myocytes","Pcdhgb7",0.594076957410835
"C78339_Leukocytes","pink","Leukocytes","C78339",0.594046148078128
"Gm20300_EndocardialCells","pink","EndocardialCells","Gm20300",0.593899336483908
"Nmt2_Leukocytes","pink","Leukocytes","Nmt2",0.593628108494668
"Ube2v2_EndocardialCells","purple","EndocardialCells","Ube2v2",0.886036615047515
"Wdr45l_EndocardialCells","purple","EndocardialCells","Wdr45l",0.88456732817372
"Glod4_SmoothMuscleCells","purple","SmoothMuscleCells","Glod4",0.861810428155593
"2010003O02Rik_SmoothMuscleCells","purple","SmoothMuscleCells","2010003O02Rik",0.846843098811577
"Gstt1_SmoothMuscleCells","purple","SmoothMuscleCells","Gstt1",0.845768707143061
"Arl4a_SmoothMuscleCells","purple","SmoothMuscleCells","Arl4a",0.827596754666479
"Prmt5_EndocardialCells","purple","EndocardialCells","Prmt5",0.8253797647941
"0610009D07Rik_SmoothMuscleCells","purple","SmoothMuscleCells","0610009D07Rik",0.824265141523066
"Anapc2_SmoothMuscleCells","purple","SmoothMuscleCells","Anapc2",0.811416389564659
"Fam168a_SmoothMuscleCells","purple","SmoothMuscleCells","Fam168a",0.809529200350821
"Trio_EndocardialCells","purple","EndocardialCells","Trio",0.793170103484634
"Pde6d_EndocardialCells","purple","EndocardialCells","Pde6d",0.791383372306213
"Myo9a_EndocardialCells","purple","EndocardialCells","Myo9a",0.790318729101347
"Pdcd2l_Leukocytes","purple","Leukocytes","Pdcd2l",0.789183527351902
"Btbd6_SmoothMuscleCells","purple","SmoothMuscleCells","Btbd6",0.789158779301531
"2410006H16Rik_SmoothMuscleCells","purple","SmoothMuscleCells","2410006H16Rik",0.788991351115365
"1110038F14Rik_SmoothMuscleCells","purple","SmoothMuscleCells","1110038F14Rik",0.787867085713305
"Cdk15_SmoothMuscleCells","purple","SmoothMuscleCells","Cdk15",0.786365326137641
"Fbxw4_EndocardialCells","purple","EndocardialCells","Fbxw4",0.785253446512131
"Qsox2_SmoothMuscleCells","purple","SmoothMuscleCells","Qsox2",0.78456564985988
"Bik_EndocardialCells","purple","EndocardialCells","Bik",0.783141385621869
"Cyp4v3_EndocardialCells","purple","EndocardialCells","Cyp4v3",0.781801206514021
"Msh2_EndocardialCells","purple","EndocardialCells","Msh2",0.7803313116527
"Pdap1_SmoothMuscleCells","purple","SmoothMuscleCells","Pdap1",0.780002731502575
"Arl5c_EndocardialCells","purple","EndocardialCells","Arl5c",0.778258431572107
"Akr1c19_EndocardialCells","purple","EndocardialCells","Akr1c19",0.777282100079646
"Slc20a1_EndocardialCells","purple","EndocardialCells","Slc20a1",0.776530887309023
"Pid1_EndocardialCells","purple","EndocardialCells","Pid1",0.775602075777909
"Nudcd3_EndocardialCells","purple","EndocardialCells","Nudcd3",0.775383626317642
"Zbed4_EndocardialCells","purple","EndocardialCells","Zbed4",0.772717941558585
"Mid1ip1_Leukocytes","purple","Leukocytes","Mid1ip1",0.771196138074074
"Mov10_EndocardialCells","purple","EndocardialCells","Mov10",0.769846551081102
"Morf4l2_SmoothMuscleCells","purple","SmoothMuscleCells","Morf4l2",0.768644496192695
"Zfp612_EndocardialCells","purple","EndocardialCells","Zfp612",0.763500293021297
"Tbx6_EndothelialCells","purple","EndothelialCells","Tbx6",0.763349889386392
"Cno_SmoothMuscleCells","purple","SmoothMuscleCells","Cno",0.762583326052579
"Zfp579_SmoothMuscleCells","purple","SmoothMuscleCells","Zfp579",0.759275458185237
"Zfp516_EndocardialCells","purple","EndocardialCells","Zfp516",0.759083591355734
"Fam58b_EndocardialCells","purple","EndocardialCells","Fam58b",0.757826402365312
"Snip1_SmoothMuscleCells","purple","SmoothMuscleCells","Snip1",0.757618054617717
"Slc11a2_EndocardialCells","purple","EndocardialCells","Slc11a2",0.756389708101099
"Bcl2l2_SmoothMuscleCells","purple","SmoothMuscleCells","Bcl2l2",0.755318549268732
"Cc2d1a_SmoothMuscleCells","purple","SmoothMuscleCells","Cc2d1a",0.75425166922383
"1810035L17Rik_EndocardialCells","purple","EndocardialCells","1810035L17Rik",0.753312541060912
"1700019E19Rik_EndocardialCells","purple","EndocardialCells","1700019E19Rik",0.752941355599912
"Fam133b_EndocardialCells","purple","EndocardialCells","Fam133b",0.752836950096235
"Sephs1_EndocardialCells","purple","EndocardialCells","Sephs1",0.751381984921738
"Zbtb40_EndocardialCells","purple","EndocardialCells","Zbtb40",0.750512499654319
"Parp10_SmoothMuscleCells","purple","SmoothMuscleCells","Parp10",0.75034749890745
"Nanp_EndothelialCells","purple","EndothelialCells","Nanp",0.750067302540886
"Fdxacb1_EndocardialCells","purple","EndocardialCells","Fdxacb1",0.749805308191919
"Sh3yl1_EndocardialCells","purple","EndocardialCells","Sh3yl1",0.748896965782191
"Zfp456_Fibroblasts","purple","Fibroblasts","Zfp456",0.748380021306814
"Commd1_SmoothMuscleCells","purple","SmoothMuscleCells","Commd1",0.747773809275371
"Naa40_EndocardialCells","purple","EndocardialCells","Naa40",0.747624905672666
"Pacs2_SmoothMuscleCells","purple","SmoothMuscleCells","Pacs2",0.7468625573639
"Zfp7_EndocardialCells","purple","EndocardialCells","Zfp7",0.745819202863839
"Scrib_EndocardialCells","purple","EndocardialCells","Scrib",0.745759344949181
"Gas1_SmoothMuscleCells","purple","SmoothMuscleCells","Gas1",0.745589550974782
"Fabp7_SmoothMuscleCells","purple","SmoothMuscleCells","Fabp7",0.745092691039418
"Prr12_SmoothMuscleCells","purple","SmoothMuscleCells","Prr12",0.74266157079569
"Prr24_EndocardialCells","purple","EndocardialCells","Prr24",0.742387954316965
"Tsen15_EndocardialCells","purple","EndocardialCells","Tsen15",0.741541766902912
"Dcun1d4_SmoothMuscleCells","purple","SmoothMuscleCells","Dcun1d4",0.741056140578281
"Tab1_EndocardialCells","purple","EndocardialCells","Tab1",0.738112155981781
"Tmem185b_SmoothMuscleCells","purple","SmoothMuscleCells","Tmem185b",0.737915258196849
"6330418K02Rik_EndothelialCells","purple","EndothelialCells","6330418K02Rik",0.737399773307035
"Pex26_EndocardialCells","purple","EndocardialCells","Pex26",0.73664120601338
"Mlx_SmoothMuscleCells","purple","SmoothMuscleCells","Mlx",0.736359518265659
"6330418K02Rik_Fibroblasts","purple","Fibroblasts","6330418K02Rik",0.734128641848644
"Nedd9_SmoothMuscleCells","purple","SmoothMuscleCells","Nedd9",0.731901929136717
"Gm14207_EndocardialCells","purple","EndocardialCells","Gm14207",0.731259522137201
"Rsad1_EndothelialCells","purple","EndothelialCells","Rsad1",0.731005476281781
"Zfp768_EndocardialCells","purple","EndocardialCells","Zfp768",0.7309614945507
"Nicn1_SmoothMuscleCells","purple","SmoothMuscleCells","Nicn1",0.730819666172875
"AW209491_SmoothMuscleCells","purple","SmoothMuscleCells","AW209491",0.730157309855709
"Gemin5_EndocardialCells","purple","EndocardialCells","Gemin5",0.729538662469087
"Crtc2_SmoothMuscleCells","purple","SmoothMuscleCells","Crtc2",0.72880843978388
"Oas1b_Fibroblasts","purple","Fibroblasts","Oas1b",0.728745501631232
"Azi1_EndocardialCells","purple","EndocardialCells","Azi1",0.728449052878821
"Rabep1_EndocardialCells","purple","EndocardialCells","Rabep1",0.727294439836696
"Snx7_SmoothMuscleCells","purple","SmoothMuscleCells","Snx7",0.726759848521352
"Ncbp2_EndocardialCells","purple","EndocardialCells","Ncbp2",0.725957102060051
"Bak1_EndocardialCells","purple","EndocardialCells","Bak1",0.725705156317927
"Hyou1_SmoothMuscleCells","purple","SmoothMuscleCells","Hyou1",0.725553338371868
"Fam115c_EndocardialCells","purple","EndocardialCells","Fam115c",0.723609233390142
"Wdr43_EndocardialCells","purple","EndocardialCells","Wdr43",0.723401990171349
"Rpf2_EndocardialCells","purple","EndocardialCells","Rpf2",0.722941774517118
"2810002N01Rik_Leukocytes","purple","Leukocytes","2810002N01Rik",0.722861959155479
"Ube2cbp_EndocardialCells","purple","EndocardialCells","Ube2cbp",0.722077349327372
"2310009A05Rik_SmoothMuscleCells","purple","SmoothMuscleCells","2310009A05Rik",0.721678167992665
"Vhl_SmoothMuscleCells","purple","SmoothMuscleCells","Vhl",0.72108794687306
"Des_EndocardialCells","purple","EndocardialCells","Des",0.720838505076334
"Krr1_EndocardialCells","purple","EndocardialCells","Krr1",0.718739060486561
"Plk2_SmoothMuscleCells","purple","SmoothMuscleCells","Plk2",0.718694926221218
"Ap4b1_SmoothMuscleCells","purple","SmoothMuscleCells","Ap4b1",0.717627419203331
"Phospho1_EndocardialCells","purple","EndocardialCells","Phospho1",0.716662952345842
"Cdk10_EndocardialCells","purple","EndocardialCells","Cdk10",0.716360619615731
"Rgs3_SmoothMuscleCells","purple","SmoothMuscleCells","Rgs3",0.714617753714656
"Tmem186_EndocardialCells","purple","EndocardialCells","Tmem186",0.713671367808286
"Nos1ap_EndothelialCells","purple","EndothelialCells","Nos1ap",0.713293610401329
"Epc1_SmoothMuscleCells","purple","SmoothMuscleCells","Epc1",0.712231110887622
"Zfp637_EndocardialCells","purple","EndocardialCells","Zfp637",0.710729800270949
"1810012P15Rik_EndocardialCells","purple","EndocardialCells","1810012P15Rik",0.710625637828258
"Rgma_SmoothMuscleCells","purple","SmoothMuscleCells","Rgma",0.710360077163631
"Galnt2_EndocardialCells","purple","EndocardialCells","Galnt2",0.71033181398048
"Gm5069_EndocardialCells","purple","EndocardialCells","Gm5069",0.710205864645042
"1810048J11Rik_EndocardialCells","purple","EndocardialCells","1810048J11Rik",0.709853982092224
"Trim16_EndocardialCells","purple","EndocardialCells","Trim16",0.709482897519735
"Kctd21_EndocardialCells","purple","EndocardialCells","Kctd21",0.709354653901189
"Fto_EndocardialCells","purple","EndocardialCells","Fto",0.708904102017474
"Styx_SmoothMuscleCells","purple","SmoothMuscleCells","Styx",0.708476999181359
"Nbeal2_EndocardialCells","purple","EndocardialCells","Nbeal2",0.707726490641163
"Fam173b_SmoothMuscleCells","purple","SmoothMuscleCells","Fam173b",0.707489298305858
"Sirpa_SmoothMuscleCells","purple","SmoothMuscleCells","Sirpa",0.70741782026676
"Pafah2_EndocardialCells","purple","EndocardialCells","Pafah2",0.707134678854114
"Gtf2h1_EndocardialCells","purple","EndocardialCells","Gtf2h1",0.707112411346167
"Repin1_EndocardialCells","purple","EndocardialCells","Repin1",0.706237890144769
"Rpgrip1_EndocardialCells","purple","EndocardialCells","Rpgrip1",0.705388285875344
"Bckdk_EndocardialCells","purple","EndocardialCells","Bckdk",0.705241184827181
"Phkg2_EndocardialCells","purple","EndocardialCells","Phkg2",0.702733362800592
"Id4_SmoothMuscleCells","purple","SmoothMuscleCells","Id4",0.702390287518331
"Obfc2a_EndocardialCells","purple","EndocardialCells","Obfc2a",0.702032036928669
"Lage3_EndocardialCells","purple","EndocardialCells","Lage3",0.701887050881101
"Spryd4_SmoothMuscleCells","purple","SmoothMuscleCells","Spryd4",0.701735291185231
"Ryk_SmoothMuscleCells","purple","SmoothMuscleCells","Ryk",0.701710379799029
"Cdc26_Leukocytes","purple","Leukocytes","Cdc26",0.700072080514364
"Mrm1_EndocardialCells","purple","EndocardialCells","Mrm1",0.699192757417531
"Pigyl_Leukocytes","purple","Leukocytes","Pigyl",0.69866174303304
"Tmem229b_EndocardialCells","purple","EndocardialCells","Tmem229b",0.697938819404744
"Mitd1_SmoothMuscleCells","purple","SmoothMuscleCells","Mitd1",0.697894710579168
"Uap1l1_SmoothMuscleCells","purple","SmoothMuscleCells","Uap1l1",0.697734401554425
"1500003O03Rik_EndocardialCells","purple","EndocardialCells","1500003O03Rik",0.697409740021698
"Ing1_EndocardialCells","purple","EndocardialCells","Ing1",0.696610952821648
"Grk4_EndocardialCells","purple","EndocardialCells","Grk4",0.696296006635762
"Dnajc24_Leukocytes","purple","Leukocytes","Dnajc24",0.695931607585745
"Gm1673_SmoothMuscleCells","purple","SmoothMuscleCells","Gm1673",0.69558857455125
"Eif1a_SmoothMuscleCells","purple","SmoothMuscleCells","Eif1a",0.695418066828109
"0910001L09Rik_SmoothMuscleCells","purple","SmoothMuscleCells","0910001L09Rik",0.695392989580546
"Traf4_SmoothMuscleCells","purple","SmoothMuscleCells","Traf4",0.694833807947531
"Lactb_EndocardialCells","purple","EndocardialCells","Lactb",0.694590126012051
"Leprotl1_SmoothMuscleCells","purple","SmoothMuscleCells","Leprotl1",0.694510941712486
"Pigy_Leukocytes","purple","Leukocytes","Pigy",0.694441799390789
"Abca5_SmoothMuscleCells","purple","SmoothMuscleCells","Abca5",0.694321141342044
"Tmem191c_SmoothMuscleCells","purple","SmoothMuscleCells","Tmem191c",0.694018004401606
"Ephb6_EndocardialCells","purple","EndocardialCells","Ephb6",0.694001792550666
"Rbak_Leukocytes","purple","Leukocytes","Rbak",0.693737392109116
"Mrpl35_EndocardialCells","purple","EndocardialCells","Mrpl35",0.693709879740429
"D6Wsu163e_EndocardialCells","purple","EndocardialCells","D6Wsu163e",0.693523400586533
"Dolk_EndocardialCells","purple","EndocardialCells","Dolk",0.692976660175934
"Gpr137b-ps_SmoothMuscleCells","purple","SmoothMuscleCells","Gpr137b-ps",0.691640817124534
"6330418K02Rik_Leukocytes","purple","Leukocytes","6330418K02Rik",0.691483514077173
"Nup54_SmoothMuscleCells","purple","SmoothMuscleCells","Nup54",0.691256216206867
"Fggy_EndocardialCells","purple","EndocardialCells","Fggy",0.690787770311862
"Fbxo28_SmoothMuscleCells","purple","SmoothMuscleCells","Fbxo28",0.690309895242414
"Ldlrad3_EndocardialCells","purple","EndocardialCells","Ldlrad3",0.689893025308562
"Prokr2_EndocardialCells","purple","EndocardialCells","Prokr2",0.688695307879927
"Rbm26_SmoothMuscleCells","purple","SmoothMuscleCells","Rbm26",0.688691374380287
"Rad1_EndocardialCells","purple","EndocardialCells","Rad1",0.688688919405008
"Csnk1e_EndocardialCells","purple","EndocardialCells","Csnk1e",0.688223953248811
"Amn1_Leukocytes","purple","Leukocytes","Amn1",0.687962495985952
"Ing1_SmoothMuscleCells","purple","SmoothMuscleCells","Ing1",0.687870722559567
"Ppp1r15b_SmoothMuscleCells","purple","SmoothMuscleCells","Ppp1r15b",0.687751150035236
"D1Bwg0212e_SmoothMuscleCells","purple","SmoothMuscleCells","D1Bwg0212e",0.686997178729469
"Ppp1r3d_EndothelialCells","purple","EndothelialCells","Ppp1r3d",0.686943259486925
"Cops8_Leukocytes","purple","Leukocytes","Cops8",0.68613013380713
"Tsga14_EndocardialCells","purple","EndocardialCells","Tsga14",0.685895271165793
"5830433M19Rik_SmoothMuscleCells","purple","SmoothMuscleCells","5830433M19Rik",0.68580714718921
"Hectd2_EndocardialCells","purple","EndocardialCells","Hectd2",0.685402567300009
"Rtcd1_EndocardialCells","red","EndocardialCells","Rtcd1",0.873899719693236
"Id1_EndocardialCells","red","EndocardialCells","Id1",0.865375347607156
"Cetn2_SmoothMuscleCells","red","SmoothMuscleCells","Cetn2",0.857944127599293
"1110012L19Rik_EndocardialCells","red","EndocardialCells","1110012L19Rik",0.836772095123031
"Cc2d2a_EndocardialCells","red","EndocardialCells","Cc2d2a",0.828772320384697
"Psmg4_EndocardialCells","red","EndocardialCells","Psmg4",0.827957714393919
"Dnlz_SmoothMuscleCells","red","SmoothMuscleCells","Dnlz",0.823208123273012
"Cdyl2_EndocardialCells","red","EndocardialCells","Cdyl2",0.823152667538916
"Clk4_SmoothMuscleCells","red","SmoothMuscleCells","Clk4",0.81674556835149
"1190007I07Rik_SmoothMuscleCells","red","SmoothMuscleCells","1190007I07Rik",0.813649230632441
"1500011K16Rik_EndocardialCells","red","EndocardialCells","1500011K16Rik",0.811959414983606
"Cnrip1_EndocardialCells","red","EndocardialCells","Cnrip1",0.810848209238591
"Snhg5_EndocardialCells","red","EndocardialCells","Snhg5",0.809618767379569
"6820431F20Rik_EndocardialCells","red","EndocardialCells","6820431F20Rik",0.809571951242577
"Tcf7l1_SmoothMuscleCells","red","SmoothMuscleCells","Tcf7l1",0.805887105164062
"Fuz_EndocardialCells","red","EndocardialCells","Fuz",0.804589795917454
"Clip2_EndocardialCells","red","EndocardialCells","Clip2",0.797755966508427
"Sgce_EndocardialCells","red","EndocardialCells","Sgce",0.796020221259392
"Abhd1_EndothelialCells","red","EndothelialCells","Abhd1",0.79145311363578
"Tacc2_EndocardialCells","red","EndocardialCells","Tacc2",0.789655091704448
"Hsd17b11_EndocardialCells","red","EndocardialCells","Hsd17b11",0.789056958842506
"Atp13a3_EndocardialCells","red","EndocardialCells","Atp13a3",0.787015987358261
"Zscan22_EndocardialCells","red","EndocardialCells","Zscan22",0.785927691656135
"Armcx3_EndocardialCells","red","EndocardialCells","Armcx3",0.785821576493783
"Klhdc2_SmoothMuscleCells","red","SmoothMuscleCells","Klhdc2",0.782596681058169
"Srp68_EndocardialCells","red","EndocardialCells","Srp68",0.779217412670931
"Rab13_EndocardialCells","red","EndocardialCells","Rab13",0.777614514199415
"Abcg2_SmoothMuscleCells","red","SmoothMuscleCells","Abcg2",0.776695088378553
"Ncbp2_SmoothMuscleCells","red","SmoothMuscleCells","Ncbp2",0.775604023539549
"Gprasp2_EndocardialCells","red","EndocardialCells","Gprasp2",0.775041840749384
"Nup133_EndocardialCells","red","EndocardialCells","Nup133",0.774764595741801
"Rpl24_SmoothMuscleCells","red","SmoothMuscleCells","Rpl24",0.773744990309199
"1810063B07Rik_EndocardialCells","red","EndocardialCells","1810063B07Rik",0.772562018129045
"Gopc_EndocardialCells","red","EndocardialCells","Gopc",0.772410213806534
"Foxc2_EndocardialCells","red","EndocardialCells","Foxc2",0.772184931116693
"Wdr45l_SmoothMuscleCells","red","SmoothMuscleCells","Wdr45l",0.771167944471255
"1810032O08Rik_EndocardialCells","red","EndocardialCells","1810032O08Rik",0.7699451957598
"Cyfip1_SmoothMuscleCells","red","SmoothMuscleCells","Cyfip1",0.769573813070166
"Loh12cr1_EndocardialCells","red","EndocardialCells","Loh12cr1",0.769140787767167
"Tmem140_SmoothMuscleCells","red","SmoothMuscleCells","Tmem140",0.768914832100377
"Trnau1ap_EndocardialCells","red","EndocardialCells","Trnau1ap",0.766911955179787
"Zc3h8_EndocardialCells","red","EndocardialCells","Zc3h8",0.764635937205159
"Mrps31_EndocardialCells","red","EndocardialCells","Mrps31",0.764125250613528
"Fbxl6_EndocardialCells","red","EndocardialCells","Fbxl6",0.763052718972593
"Rbm17_SmoothMuscleCells","red","SmoothMuscleCells","Rbm17",0.762450714877534
"Cyp4f13_EndocardialCells","red","EndocardialCells","Cyp4f13",0.759840765913908
"Nup93_SmoothMuscleCells","red","SmoothMuscleCells","Nup93",0.759500687828758
"Saal1_EndocardialCells","red","EndocardialCells","Saal1",0.758984738457371
"Zc3h3_EndocardialCells","red","EndocardialCells","Zc3h3",0.755423917841578
"Sec22a_EndocardialCells","red","EndocardialCells","Sec22a",0.755096794921069
"Slu7_SmoothMuscleCells","red","SmoothMuscleCells","Slu7",0.754498306317626
"Zdhhc6_EndocardialCells","red","EndocardialCells","Zdhhc6",0.753101616007505
"D16H22S680E_EndocardialCells","red","EndocardialCells","D16H22S680E",0.752663574682296
"Fbrs_SmoothMuscleCells","red","SmoothMuscleCells","Fbrs",0.752635919624857
"Mtap_EndocardialCells","red","EndocardialCells","Mtap",0.752273873273208
"Pan2_EndocardialCells","red","EndocardialCells","Pan2",0.750211402418034
"Dtwd2_EndocardialCells","red","EndocardialCells","Dtwd2",0.750178623055201
"Tceal1_EndocardialCells","red","EndocardialCells","Tceal1",0.750160294345002
"Snx14_EndocardialCells","red","EndocardialCells","Snx14",0.750136449305745
"0610007N19Rik_SmoothMuscleCells","red","SmoothMuscleCells","0610007N19Rik",0.748760205059354
"Sco2_EndocardialCells","red","EndocardialCells","Sco2",0.748683537815711
"Stk25_SmoothMuscleCells","red","SmoothMuscleCells","Stk25",0.747259909448074
"Pop1_EndocardialCells","red","EndocardialCells","Pop1",0.747204606001439
"Vps13b_SmoothMuscleCells","red","SmoothMuscleCells","Vps13b",0.747001589561828
"Nfya_SmoothMuscleCells","red","SmoothMuscleCells","Nfya",0.745291538457459
"Nts_EndocardialCells","red","EndocardialCells","Nts",0.744015989994698
"Rinl_EndocardialCells","red","EndocardialCells","Rinl",0.743971367524435
"Dcxr_SmoothMuscleCells","red","SmoothMuscleCells","Dcxr",0.743375457529667
"Taf1b_SmoothMuscleCells","red","SmoothMuscleCells","Taf1b",0.740654433498488
"Xpot_EndocardialCells","red","EndocardialCells","Xpot",0.739784727185667
"Herc2_EndocardialCells","red","EndocardialCells","Herc2",0.739691918054656
"Lsm3_SmoothMuscleCells","red","SmoothMuscleCells","Lsm3",0.738892552364209
"Eed_EndocardialCells","red","EndocardialCells","Eed",0.738731362520164
"Fam124a_EndocardialCells","red","EndocardialCells","Fam124a",0.738729136606132
"Utp14a_EndocardialCells","red","EndocardialCells","Utp14a",0.73822057121079
"Ctso_SmoothMuscleCells","red","SmoothMuscleCells","Ctso",0.73771187642006
"Timm50_EndocardialCells","red","EndocardialCells","Timm50",0.7376797422334
"Fkbp7_EndocardialCells","red","EndocardialCells","Fkbp7",0.736611306143071
"Hddc3_EndothelialCells","red","EndothelialCells","Hddc3",0.736278852668503
"Atxn1l_EndocardialCells","red","EndocardialCells","Atxn1l",0.735763140964657
"Rpf1_SmoothMuscleCells","red","SmoothMuscleCells","Rpf1",0.735756780523119
"Ctbp2_SmoothMuscleCells","red","SmoothMuscleCells","Ctbp2",0.734961258563704
"2210013O21Rik_EndocardialCells","red","EndocardialCells","2210013O21Rik",0.734717551084135
"Atg9b_EndocardialCells","red","EndocardialCells","Atg9b",0.734378450001825
"Rftn2_SmoothMuscleCells","red","SmoothMuscleCells","Rftn2",0.733782060176462
"Rarb_Fibroblasts","red","Fibroblasts","Rarb",0.733168567860874
"Timp4_EndocardialCells","red","EndocardialCells","Timp4",0.732676121498273
"Sirt4_EndocardialCells","red","EndocardialCells","Sirt4",0.732419141645066
"Acad8_EndocardialCells","red","EndocardialCells","Acad8",0.732242841673001
"Klhl12_EndocardialCells","red","EndocardialCells","Klhl12",0.732215984983135
"Cdc42bpg_EndocardialCells","red","EndocardialCells","Cdc42bpg",0.732065141023221
"Lrrc45_Fibroblasts","red","Fibroblasts","Lrrc45",0.731355619592269
"1700021F05Rik_EndocardialCells","red","EndocardialCells","1700021F05Rik",0.731226071330133
"Rtf1_SmoothMuscleCells","red","SmoothMuscleCells","Rtf1",0.730214490905446
"Klc1_EndocardialCells","red","EndocardialCells","Klc1",0.73003680739944
"Ap1s1_SmoothMuscleCells","red","SmoothMuscleCells","Ap1s1",0.730035871454102
"Msrb2_EndocardialCells","red","EndocardialCells","Msrb2",0.72994865018445
"Crybg3_EndocardialCells","red","EndocardialCells","Crybg3",0.72914641267219
"Klraq1_Leukocytes","red","Leukocytes","Klraq1",0.728932374122231
"Tia1_SmoothMuscleCells","red","SmoothMuscleCells","Tia1",0.728782573198304
"Slc39a14_EndocardialCells","red","EndocardialCells","Slc39a14",0.728492286024841
"4930444A02Rik_EndocardialCells","red","EndocardialCells","4930444A02Rik",0.728441313159146
"Gnb4_EndocardialCells","red","EndocardialCells","Gnb4",0.728108968818641
"Bfar_SmoothMuscleCells","red","SmoothMuscleCells","Bfar",0.727892402062842
"Rce1_EndocardialCells","red","EndocardialCells","Rce1",0.7277881332283
"Rtp4_SmoothMuscleCells","red","SmoothMuscleCells","Rtp4",0.727566461256517
"Nkiras2_SmoothMuscleCells","red","SmoothMuscleCells","Nkiras2",0.727291162094122
"Ppan_EndocardialCells","red","EndocardialCells","Ppan",0.726115464732167
"A430107O13Rik_SmoothMuscleCells","red","SmoothMuscleCells","A430107O13Rik",0.725571136514563
"Fmr1_EndocardialCells","red","EndocardialCells","Fmr1",0.723763708255834
"Tmem159_SmoothMuscleCells","red","SmoothMuscleCells","Tmem159",0.723154744504428
"Taf2_SmoothMuscleCells","red","SmoothMuscleCells","Taf2",0.722994743451738
"Tnfaip2_EndocardialCells","red","EndocardialCells","Tnfaip2",0.722847859404188
"5830433M19Rik_EndocardialCells","red","EndocardialCells","5830433M19Rik",0.722523035057313
"Zfp532_SmoothMuscleCells","red","SmoothMuscleCells","Zfp532",0.722513791926601
"Bcas2_SmoothMuscleCells","red","SmoothMuscleCells","Bcas2",0.722326537304074
"Klc1_SmoothMuscleCells","red","SmoothMuscleCells","Klc1",0.721897911050959
"Zfp13_EndocardialCells","red","EndocardialCells","Zfp13",0.721406044698683
"Rhbdf2_EndocardialCells","red","EndocardialCells","Rhbdf2",0.721047767621917
"Slc39a11_EndocardialCells","red","EndocardialCells","Slc39a11",0.721042611634815
"Intu_EndocardialCells","red","EndocardialCells","Intu",0.720117247017942
"Dstyk_EndocardialCells","red","EndocardialCells","Dstyk",0.719855763994197
"Znrd1_Leukocytes","red","Leukocytes","Znrd1",0.719566667588321
"Zfyve21_SmoothMuscleCells","red","SmoothMuscleCells","Zfyve21",0.719390242521367
"Rgma_EndocardialCells","red","EndocardialCells","Rgma",0.718003818211928
"P2rx4_EndocardialCells","red","EndocardialCells","P2rx4",0.717603041499265
"Tet1_EndocardialCells","red","EndocardialCells","Tet1",0.717303591429296
"Txndc16_EndocardialCells","red","EndocardialCells","Txndc16",0.716801328953482
"R3hcc1_EndocardialCells","red","EndocardialCells","R3hcc1",0.715654957170931
"Znhit1_SmoothMuscleCells","red","SmoothMuscleCells","Znhit1",0.714534093023479
"Slc39a7_SmoothMuscleCells","red","SmoothMuscleCells","Slc39a7",0.714108652380301
"Rbm7_SmoothMuscleCells","red","SmoothMuscleCells","Rbm7",0.713842300279624
"Ccdc22_EndocardialCells","red","EndocardialCells","Ccdc22",0.713440553314073
"Fxyd6_EndocardialCells","red","EndocardialCells","Fxyd6",0.712650640818839
"2810008M24Rik_SmoothMuscleCells","red","SmoothMuscleCells","2810008M24Rik",0.712624966960507
"Gnl1_SmoothMuscleCells","red","SmoothMuscleCells","Gnl1",0.711723860129045
"2010320M18Rik_EndocardialCells","red","EndocardialCells","2010320M18Rik",0.711320844004855
"Maoa_EndothelialCells","red","EndothelialCells","Maoa",0.711107790451882
