"gene_celltype","module","celltype","gene","kME"
"Cnbp_Fibroblasts","black","Fibroblasts","Cnbp",0.96909647480411
"Gnb1_EndothelialCells","black","EndothelialCells","Gnb1",0.96668034624842
"Mir126_EndocardialCells","black","EndocardialCells","Mir126",0.966471713082494
"Eef1a1_EndothelialCells","black","EndothelialCells","Eef1a1",0.965610363635153
"Hmgb1_EndothelialCells","black","EndothelialCells","Hmgb1",0.964900603405398
"Mir684-1_EndocardialCells","black","EndocardialCells","Mir684-1",0.956026423119956
"Psap_EndothelialCells","black","EndothelialCells","Psap",0.955826554918
"H2-T22_Leukocytes","black","Leukocytes","H2-T22",0.954298839230781
"Hmgb1_EndocardialCells","black","EndocardialCells","Hmgb1",0.953568385344125
"Ifitm2_EndothelialCells","black","EndothelialCells","Ifitm2",0.952179713182681
"Mir684-1_Leukocytes","black","Leukocytes","Mir684-1",0.951743156248589
"H2-T22_EndocardialCells","black","EndocardialCells","H2-T22",0.950840031042903
"Ftl1_EndothelialCells","black","EndothelialCells","Ftl1",0.950348222980523
"Tubb5_EndothelialCells","black","EndothelialCells","Tubb5",0.948572469750641
"Gnas_EndothelialCells","black","EndothelialCells","Gnas",0.946898900522932
"Ubc_EndothelialCells","black","EndothelialCells","Ubc",0.945000260349773
"Cd81_EndothelialCells","black","EndothelialCells","Cd81",0.944620863486086
"Atp1b3_EndothelialCells","black","EndothelialCells","Atp1b3",0.944341068113392
"Mir5107_Leukocytes","black","Leukocytes","Mir5107",0.941013968109497
"Rpl18a_EndothelialCells","black","EndothelialCells","Rpl18a",0.940412142518143
"Itm2b_EndothelialCells","black","EndothelialCells","Itm2b",0.940366782109713
"Mir24-2_Leukocytes","black","Leukocytes","Mir24-2",0.939859460715287
"Eno1_EndocardialCells","black","EndocardialCells","Eno1",0.938955327925823
"Rplp0_EndothelialCells","black","EndothelialCells","Rplp0",0.938785208658992
"Ywhaz_EndothelialCells","black","EndothelialCells","Ywhaz",0.936601912961414
"Ugt1a6a_Fibroblasts","black","Fibroblasts","Ugt1a6a",0.933588906978876
"Traf5_Fibroblasts","black","Fibroblasts","Traf5",0.932944169212701
"Atp6v0c_EndocardialCells","black","EndocardialCells","Atp6v0c",0.932332024768808
"Hspa8_EndothelialCells","black","EndothelialCells","Hspa8",0.932134712853515
"Hnrnpk_EndothelialCells","black","EndothelialCells","Hnrnpk",0.931002643124238
"Anxa5_EndothelialCells","black","EndothelialCells","Anxa5",0.929541408184908
"Lpcat1_Fibroblasts","black","Fibroblasts","Lpcat1",0.929385453492004
"Dcdc2b_EndocardialCells","black","EndocardialCells","Dcdc2b",0.928787247992545
"Itm2b_SmoothMuscleCells","black","SmoothMuscleCells","Itm2b",0.927727969866787
"Ndfip1_EndocardialCells","black","EndocardialCells","Ndfip1",0.927195169552375
"H2-Q6_EndothelialCells","black","EndothelialCells","H2-Q6",0.926199226918169
"Gm1821_EndothelialCells","black","EndothelialCells","Gm1821",0.92535869664893
"Laptm4a_EndocardialCells","black","EndocardialCells","Laptm4a",0.925305696006701
"B2m_EndothelialCells","black","EndothelialCells","B2m",0.92310073564165
"Rab1_EndothelialCells","black","EndothelialCells","Rab1",0.92144021584733
"Rpl18a_SmoothMuscleCells","black","SmoothMuscleCells","Rpl18a",0.920768598909794
"Tnfsf13_Leukocytes","black","Leukocytes","Tnfsf13",0.920317603852889
"Actr2_EndothelialCells","black","EndothelialCells","Actr2",0.920204749720795
"Rac1_Fibroblasts","black","Fibroblasts","Rac1",0.919768433213111
"Prrt1_Fibroblasts","black","Fibroblasts","Prrt1",0.91940031107914
"Calm2_SmoothMuscleCells","black","SmoothMuscleCells","Calm2",0.918940604970793
"H2-Q6_EndocardialCells","black","EndocardialCells","H2-Q6",0.917804180905647
"Trim7_Fibroblasts","black","Fibroblasts","Trim7",0.917748089196966
"Dpysl2_EndothelialCells","black","EndothelialCells","Dpysl2",0.916935537245198
"Malat1_EndothelialCells","black","EndothelialCells","Malat1",0.91500915474091
"Tuba1b_EndothelialCells","black","EndothelialCells","Tuba1b",0.914902145945599
"Sept2_EndothelialCells","black","EndothelialCells","Sept2",0.914475666116793
"Pdia3_EndothelialCells","black","EndothelialCells","Pdia3",0.913944232662451
"Cst3_SmoothMuscleCells","black","SmoothMuscleCells","Cst3",0.913906906065164
"Hspa5_EndothelialCells","black","EndothelialCells","Hspa5",0.913702557943922
"Malat1_SmoothMuscleCells","black","SmoothMuscleCells","Malat1",0.91320030654272
"Arf1_Fibroblasts","black","Fibroblasts","Arf1",0.910450519950839
"Hmgb1_SmoothMuscleCells","black","SmoothMuscleCells","Hmgb1",0.910306070229119
"Mir126_EndothelialCells","black","EndothelialCells","Mir126",0.909924171064555
"Canx_EndothelialCells","black","EndothelialCells","Canx",0.909551000869709
"Eno1_EndothelialCells","black","EndothelialCells","Eno1",0.908319714080846
"Atp5b_SmoothMuscleCells","black","SmoothMuscleCells","Atp5b",0.907842686375059
"Myl12b_EndocardialCells","black","EndocardialCells","Myl12b",0.907642838923722
"Atp5a1_SmoothMuscleCells","black","SmoothMuscleCells","Atp5a1",0.90741659293442
"Ubc_SmoothMuscleCells","black","SmoothMuscleCells","Ubc",0.906315699059727
"H2-T22_Fibroblasts","black","Fibroblasts","H2-T22",0.906218797013033
"Ppia_EndothelialCells","black","EndothelialCells","Ppia",0.905517568822036
"Actb_SmoothMuscleCells","black","SmoothMuscleCells","Actb",0.905317507716871
"Myl12a_EndothelialCells","black","EndothelialCells","Myl12a",0.905220864163669
"Gm16617_Fibroblasts","black","Fibroblasts","Gm16617",0.904328090768875
"Tmsb4x_EndothelialCells","black","EndothelialCells","Tmsb4x",0.904129047672022
"Ctsd_Fibroblasts","black","Fibroblasts","Ctsd",0.902766838103491
"Zfp36l1_SmoothMuscleCells","black","SmoothMuscleCells","Zfp36l1",0.902686923431347
"Tgm4_Fibroblasts","black","Fibroblasts","Tgm4",0.902617797012344
"H2-T24_Fibroblasts","black","Fibroblasts","H2-T24",0.899425339992926
"Pcdhgb1_Fibroblasts","black","Fibroblasts","Pcdhgb1",0.899289555444049
"Eef1a1_SmoothMuscleCells","black","SmoothMuscleCells","Eef1a1",0.898869922618692
"Pfn1_EndothelialCells","black","EndothelialCells","Pfn1",0.898024273308639
"Rhoa_Fibroblasts","black","Fibroblasts","Rhoa",0.897782467035112
"Actb_EndothelialCells","black","EndothelialCells","Actb",0.897514569223364
"Gpx1_EndothelialCells","black","EndothelialCells","Gpx1",0.896412415093623
"Sepp1_EndothelialCells","black","EndothelialCells","Sepp1",0.894975087496207
"Tmem50a_Fibroblasts","black","Fibroblasts","Tmem50a",0.893940790053095
"Ugt1a7c_Leukocytes","black","Leukocytes","Ugt1a7c",0.893176977145666
"Ptges3_EndothelialCells","black","EndothelialCells","Ptges3",0.892043423581626
"4930413G21Rik_Fibroblasts","black","Fibroblasts","4930413G21Rik",0.891854797061918
"Atp6v0c_Fibroblasts","black","Fibroblasts","Atp6v0c",0.891540250143149
"Laptm4a_Fibroblasts","black","Fibroblasts","Laptm4a",0.888461325280996
"Hsp90ab1_SmoothMuscleCells","black","SmoothMuscleCells","Hsp90ab1",0.888303893829717
"Aldoa_SmoothMuscleCells","black","SmoothMuscleCells","Aldoa",0.887340585161541
"Gm16907_Fibroblasts","black","Fibroblasts","Gm16907",0.886385144184125
"Gapdh_SmoothMuscleCells","black","SmoothMuscleCells","Gapdh",0.886045833063598
"Vim_EndocardialCells","black","EndocardialCells","Vim",0.884486711673159
"Rplp0_SmoothMuscleCells","black","SmoothMuscleCells","Rplp0",0.884484986648334
"Psap_SmoothMuscleCells","black","SmoothMuscleCells","Psap",0.884290451398292
"Mir682_EndocardialCells","black","EndocardialCells","Mir682",0.88414362767774
"Ubb_SmoothMuscleCells","black","SmoothMuscleCells","Ubb",0.884104090879481
"Apcdd1_Fibroblasts","black","Fibroblasts","Apcdd1",0.883845024160952
"Aldoart1_Fibroblasts","black","Fibroblasts","Aldoart1",0.883636577955645
"Calm2_EndothelialCells","black","EndothelialCells","Calm2",0.881982808590533
"Ywhaz_SmoothMuscleCells","black","SmoothMuscleCells","Ywhaz",0.881276326737888
"Rpl13_EndothelialCells","black","EndothelialCells","Rpl13",0.88125934873506
"Hsp90ab1_Leukocytes","black","Leukocytes","Hsp90ab1",0.880176362356835
"P4hb_EndothelialCells","black","EndothelialCells","P4hb",0.879347412668068
"Lmna_Fibroblasts","black","Fibroblasts","Lmna",0.879171277412468
"Hspa8_SmoothMuscleCells","black","SmoothMuscleCells","Hspa8",0.878608148630252
"Ccdc152_Fibroblasts","black","Fibroblasts","Ccdc152",0.878404268930757
"Gm5148_SmoothMuscleCells","black","SmoothMuscleCells","Gm5148",0.87811813992418
"Fth1_SmoothMuscleCells","black","SmoothMuscleCells","Fth1",0.878033627438693
"Gna12_Leukocytes","black","Leukocytes","Gna12",0.877639204855796
"Actr2_Fibroblasts","black","Fibroblasts","Actr2",0.875766649909617
"Atp6v0c_Leukocytes","black","Leukocytes","Atp6v0c",0.875637023809923
"Crip2_SmoothMuscleCells","black","SmoothMuscleCells","Crip2",0.875594782474988
"AI506816_Fibroblasts","black","Fibroblasts","AI506816",0.875558733975395
"Cnbp_EndothelialCells","black","EndothelialCells","Cnbp",0.875058621655797
"Hnrnpk_SmoothMuscleCells","black","SmoothMuscleCells","Hnrnpk",0.874073560197205
"Gna12_Fibroblasts","black","Fibroblasts","Gna12",0.873929694542598
"Prdx1_EndothelialCells","black","EndothelialCells","Prdx1",0.873888114172073
"6330512M04Rik_EndocardialCells","black","EndocardialCells","6330512M04Rik",0.873397377985014
"Rps9_EndocardialCells","black","EndocardialCells","Rps9",0.873378184739721
"Cd81_SmoothMuscleCells","black","SmoothMuscleCells","Cd81",0.87315472177189
"Rn45s_SmoothMuscleCells","black","SmoothMuscleCells","Rn45s",0.87313878598888
"Rps9_SmoothMuscleCells","black","SmoothMuscleCells","Rps9",0.873022087897603
"Hnrnpk_Fibroblasts","black","Fibroblasts","Hnrnpk",0.872078560196908
"Bsg_EndothelialCells","black","EndothelialCells","Bsg",0.87193387089421
"Slc25a5_EndothelialCells","black","EndothelialCells","Slc25a5",0.871885048941564
"Dvl3_Leukocytes","black","Leukocytes","Dvl3",0.871619970299141
"Rpl3_SmoothMuscleCells","black","SmoothMuscleCells","Rpl3",0.870964750165167
"Ctsl_Fibroblasts","black","Fibroblasts","Ctsl",0.870745914460858
"S100a11_EndocardialCells","black","EndocardialCells","S100a11",0.869695088732021
"H2-D1_EndothelialCells","black","EndothelialCells","H2-D1",0.868913663799514
"Cnbp_SmoothMuscleCells","black","SmoothMuscleCells","Cnbp",0.868382391375237
"Ubb_Leukocytes","black","Leukocytes","Ubb",0.868311400798108
"Hsp90ab1_EndothelialCells","black","EndothelialCells","Hsp90ab1",0.867932836549796
"Capzb_EndothelialCells","black","EndothelialCells","Capzb",0.867907914777082
"Mir568_EndocardialCells","black","EndocardialCells","Mir568",0.867866835070905
"Calm1_SmoothMuscleCells","black","SmoothMuscleCells","Calm1",0.867813820419421
"Fam196a_Fibroblasts","black","Fibroblasts","Fam196a",0.867525242429194
"BC013712_Leukocytes","black","Leukocytes","BC013712",0.867360282987063
"Hmgn2_Fibroblasts","black","Fibroblasts","Hmgn2",0.867112522711938
"Atp5a1_EndothelialCells","black","EndothelialCells","Atp5a1",0.866200441276104
"Agpat2_Fibroblasts","black","Fibroblasts","Agpat2",0.866083419953746
"Sri_EndocardialCells","black","EndocardialCells","Sri",0.865357385815476
"Malat1_Leukocytes","black","Leukocytes","Malat1",0.865003716573524
"Tubb5_SmoothMuscleCells","black","SmoothMuscleCells","Tubb5",0.86444169456371
"Atp6v0c_EndothelialCells","black","EndothelialCells","Atp6v0c",0.862938758593703
"Ypel4_Fibroblasts","black","Fibroblasts","Ypel4",0.85991611277911
"Skp1a_Fibroblasts","black","Fibroblasts","Skp1a",0.859344697176478
"Cox4i1_SmoothMuscleCells","black","SmoothMuscleCells","Cox4i1",0.858094608977054
"Zfp536_Myocytes","black","Myocytes","Zfp536",0.857547497923267
"Atp5b_EndothelialCells","black","EndothelialCells","Atp5b",0.856832024204503
"Cst3_EndothelialCells","black","EndothelialCells","Cst3",0.856702597090965
"Rhoa_SmoothMuscleCells","black","SmoothMuscleCells","Rhoa",0.856184940754875
"Lamp1_Fibroblasts","black","Fibroblasts","Lamp1",0.855640638882112
"Ccdc152_EndocardialCells","black","EndocardialCells","Ccdc152",0.855586125624129
"Fth1_Leukocytes","black","Leukocytes","Fth1",0.855322171982733
"Agpat2_Leukocytes","black","Leukocytes","Agpat2",0.853760453948819
"Cct6a_Fibroblasts","black","Fibroblasts","Cct6a",0.853685350460553
"Ldha_EndocardialCells","black","EndocardialCells","Ldha",0.853039563857934
"Nfkbia_Fibroblasts","black","Fibroblasts","Nfkbia",0.853009658992778
"Sepw1_EndothelialCells","black","EndothelialCells","Sepw1",0.8529370075593
"Sdc4_Fibroblasts","black","Fibroblasts","Sdc4",0.852742792716059
"Prdx1_SmoothMuscleCells","black","SmoothMuscleCells","Prdx1",0.852653341964118
"Ifitm3_EndothelialCells","black","EndothelialCells","Ifitm3",0.85230177070059
"Mcmbp_EndothelialCells","black","EndothelialCells","Mcmbp",0.851949302312156
"Fth1_EndothelialCells","black","EndothelialCells","Fth1",0.851809899148584
"3110021N24Rik_Myocytes","black","Myocytes","3110021N24Rik",0.851504511602802
"Gm1821_SmoothMuscleCells","black","SmoothMuscleCells","Gm1821",0.851044893688762
"Rps18_EndocardialCells","black","EndocardialCells","Rps18",0.851032725893008
"Bsg_SmoothMuscleCells","black","SmoothMuscleCells","Bsg",0.850005185014728
"Gnas_SmoothMuscleCells","black","SmoothMuscleCells","Gnas",0.849031894788427
"Cct6a_SmoothMuscleCells","black","SmoothMuscleCells","Cct6a",0.848827881566579
"Dync1li1_Fibroblasts","black","Fibroblasts","Dync1li1",0.847827433486517
"Ccdc64_Fibroblasts","black","Fibroblasts","Ccdc64",0.847132510665025
"Gja1_EndothelialCells","black","EndothelialCells","Gja1",0.846217891077665
"Lmna_SmoothMuscleCells","black","SmoothMuscleCells","Lmna",0.845716589820256
"Psap_Myocytes","black","Myocytes","Psap",0.845409755553706
"Ncl_Fibroblasts","black","Fibroblasts","Ncl",0.844733155543007
"Cox4i1_EndocardialCells","black","EndocardialCells","Cox4i1",0.844556487938702
"Herpud1_Fibroblasts","black","Fibroblasts","Herpud1",0.84406947899218
"Mir3074-1_SmoothMuscleCells","black","SmoothMuscleCells","Mir3074-1",0.843490935300815
"Rpl13_EndocardialCells","black","EndocardialCells","Rpl13",0.843484382563424
"H3f3a_SmoothMuscleCells","black","SmoothMuscleCells","H3f3a",0.84330755074211
"Eif5a_EndothelialCells","black","EndothelialCells","Eif5a",0.843211176801045
"Ppia_SmoothMuscleCells","black","SmoothMuscleCells","Ppia",0.842472684622114
"Sepp1_Myocytes","black","Myocytes","Sepp1",0.841965094196198
"Eno1_SmoothMuscleCells","black","SmoothMuscleCells","Eno1",0.840000022082084
"Erlec1_EndocardialCells","blue","EndocardialCells","Erlec1",0.881080913041193
"Armcx1_EndocardialCells","blue","EndocardialCells","Armcx1",0.861795114098089
"Atic_EndocardialCells","blue","EndocardialCells","Atic",0.850761236849807
"Klhl13_Myocytes","blue","Myocytes","Klhl13",0.845914858317598
"2010106G01Rik_SmoothMuscleCells","blue","SmoothMuscleCells","2010106G01Rik",0.841846718386409
"Syt11_EndocardialCells","blue","EndocardialCells","Syt11",0.832550394346916
"Ppp2r3d_EndocardialCells","blue","EndocardialCells","Ppp2r3d",0.831599609721245
"Lpl_Myocytes","blue","Myocytes","Lpl",0.830720437955104
"Klhl18_EndocardialCells","blue","EndocardialCells","Klhl18",0.83043505334286
"Afg3l1_EndocardialCells","blue","EndocardialCells","Afg3l1",0.830171716334983
"Gm10400_EndocardialCells","blue","EndocardialCells","Gm10400",0.822101781396601
"Mt3_Myocytes","blue","Myocytes","Mt3",0.820758956104711
"Rbpms_Myocytes","blue","Myocytes","Rbpms",0.820639818021425
"Arhgap21_EndocardialCells","blue","EndocardialCells","Arhgap21",0.82007768804129
"Chmp4b_EndocardialCells","blue","EndocardialCells","Chmp4b",0.818440640584074
"Ubr3_EndocardialCells","blue","EndocardialCells","Ubr3",0.818050085506716
"Prorsd1_SmoothMuscleCells","blue","SmoothMuscleCells","Prorsd1",0.816595234404077
"Zfp955a_SmoothMuscleCells","blue","SmoothMuscleCells","Zfp955a",0.814908653746721
"Madd_EndocardialCells","blue","EndocardialCells","Madd",0.813623984509217
"Postn_EndocardialCells","blue","EndocardialCells","Postn",0.813431911807654
"BC003266_SmoothMuscleCells","blue","SmoothMuscleCells","BC003266",0.81341852928188
"D17Wsu92e_SmoothMuscleCells","blue","SmoothMuscleCells","D17Wsu92e",0.811350729580037
"Cited2_SmoothMuscleCells","blue","SmoothMuscleCells","Cited2",0.80892020223664
"Agpat6_EndocardialCells","blue","EndocardialCells","Agpat6",0.808878248035925
"Trim27_SmoothMuscleCells","blue","SmoothMuscleCells","Trim27",0.808365501589325
"Tmem111_SmoothMuscleCells","blue","SmoothMuscleCells","Tmem111",0.808204971045132
"Rcan2_Myocytes","blue","Myocytes","Rcan2",0.808086118233914
"Pik3r4_EndocardialCells","blue","EndocardialCells","Pik3r4",0.807037916554903
"Dync2li1_SmoothMuscleCells","blue","SmoothMuscleCells","Dync2li1",0.806159721198211
"Fancc_EndocardialCells","blue","EndocardialCells","Fancc",0.805089093601481
"Wrn_SmoothMuscleCells","blue","SmoothMuscleCells","Wrn",0.800865824622416
"Usf2_SmoothMuscleCells","blue","SmoothMuscleCells","Usf2",0.800479847786
"Tbc1d8b_EndocardialCells","blue","EndocardialCells","Tbc1d8b",0.798311865925703
"Arap3_EndocardialCells","blue","EndocardialCells","Arap3",0.798171395751803
"Elk1_EndocardialCells","blue","EndocardialCells","Elk1",0.796519875835106
"Pi16_EndocardialCells","blue","EndocardialCells","Pi16",0.792847245382774
"Dip2c_EndocardialCells","blue","EndocardialCells","Dip2c",0.790926621721302
"Bicd2_SmoothMuscleCells","blue","SmoothMuscleCells","Bicd2",0.79059674552942
"Atp2a2_Myocytes","blue","Myocytes","Atp2a2",0.790106891019663
"Trmu_EndocardialCells","blue","EndocardialCells","Trmu",0.789093956356713
"2310004I24Rik_EndocardialCells","blue","EndocardialCells","2310004I24Rik",0.788516617419342
"Il17rd_EndocardialCells","blue","EndocardialCells","Il17rd",0.788397792479319
"Bcas3_EndocardialCells","blue","EndocardialCells","Bcas3",0.786253298466792
"Dom3z_SmoothMuscleCells","blue","SmoothMuscleCells","Dom3z",0.786059734607631
"Tnk1_EndothelialCells","blue","EndothelialCells","Tnk1",0.785978426526597
"Ufd1l_SmoothMuscleCells","blue","SmoothMuscleCells","Ufd1l",0.785633618353552
"Enpp2_EndocardialCells","blue","EndocardialCells","Enpp2",0.781929855788249
"Ptges2_SmoothMuscleCells","blue","SmoothMuscleCells","Ptges2",0.781118815146362
"Fam117a_SmoothMuscleCells","blue","SmoothMuscleCells","Fam117a",0.77853993648894
"Tmem126a_SmoothMuscleCells","blue","SmoothMuscleCells","Tmem126a",0.777752708522935
"Tor1b_SmoothMuscleCells","blue","SmoothMuscleCells","Tor1b",0.777659157424534
"Chuk_EndocardialCells","blue","EndocardialCells","Chuk",0.777644416531132
"Fbxo21_EndocardialCells","blue","EndocardialCells","Fbxo21",0.777435932810363
"Zcchc14_EndocardialCells","blue","EndocardialCells","Zcchc14",0.777028753065376
"Slc44a1_EndocardialCells","blue","EndocardialCells","Slc44a1",0.77697010575237
"Hdac6_EndocardialCells","blue","EndocardialCells","Hdac6",0.769976690968828
"Lclat1_EndocardialCells","blue","EndocardialCells","Lclat1",0.769653582387082
"Art4_EndocardialCells","blue","EndocardialCells","Art4",0.769290683273342
"Peli2_EndocardialCells","blue","EndocardialCells","Peli2",0.769258504178034
"Glt8d1_EndocardialCells","blue","EndocardialCells","Glt8d1",0.769218365418315
"Dkk3_Myocytes","blue","Myocytes","Dkk3",0.76865756805741
"Kank2_EndocardialCells","blue","EndocardialCells","Kank2",0.768551988269491
"Xrcc1_EndocardialCells","blue","EndocardialCells","Xrcc1",0.768370804097658
"Zfp91_EndocardialCells","blue","EndocardialCells","Zfp91",0.768081462270447
"Stard13_EndocardialCells","blue","EndocardialCells","Stard13",0.767479032018497
"Gm20199_EndocardialCells","blue","EndocardialCells","Gm20199",0.767296383544028
"Shc1_EndocardialCells","blue","EndocardialCells","Shc1",0.767051380730068
"Ttn_Myocytes","blue","Myocytes","Ttn",0.766790213109567
"9530091C08Rik_EndocardialCells","blue","EndocardialCells","9530091C08Rik",0.766269061629357
"2210010C17Rik_EndocardialCells","blue","EndocardialCells","2210010C17Rik",0.766025189616076
"Rest_EndocardialCells","blue","EndocardialCells","Rest",0.764654901953349
"Rpia_EndocardialCells","blue","EndocardialCells","Rpia",0.764508970611027
"AU019823_SmoothMuscleCells","blue","SmoothMuscleCells","AU019823",0.763662299602863
"Rad51l3_EndocardialCells","blue","EndocardialCells","Rad51l3",0.763489047772091
"Parp3_SmoothMuscleCells","blue","SmoothMuscleCells","Parp3",0.763480198812206
"Atrnl1_EndocardialCells","blue","EndocardialCells","Atrnl1",0.76320602018097
"Lrrn2_Myocytes","blue","Myocytes","Lrrn2",0.762042205166816
"1110007C09Rik_Myocytes","blue","Myocytes","1110007C09Rik",0.761541554819426
"Wtip_Myocytes","blue","Myocytes","Wtip",0.7613400850408
"Dnm1l_SmoothMuscleCells","blue","SmoothMuscleCells","Dnm1l",0.760313194264627
"Zbtb49_EndocardialCells","blue","EndocardialCells","Zbtb49",0.760309410693778
"Prkaa1_SmoothMuscleCells","blue","SmoothMuscleCells","Prkaa1",0.760207840576448
"Eif2b1_SmoothMuscleCells","blue","SmoothMuscleCells","Eif2b1",0.760203492993835
"Zfp952_EndothelialCells","blue","EndothelialCells","Zfp952",0.759532444940181
"Fam57b_EndocardialCells","blue","EndocardialCells","Fam57b",0.759259646885661
"Mmaa_EndocardialCells","blue","EndocardialCells","Mmaa",0.758849221505567
"Fzd6_EndocardialCells","blue","EndocardialCells","Fzd6",0.758529221846358
"Fance_EndocardialCells","blue","EndocardialCells","Fance",0.758485357013512
"Unk_EndocardialCells","blue","EndocardialCells","Unk",0.75783869504273
"Ankrd50_EndocardialCells","blue","EndocardialCells","Ankrd50",0.756971143961552
"Ldlrap1_SmoothMuscleCells","blue","SmoothMuscleCells","Ldlrap1",0.75684645050194
"Papola_Myocytes","blue","Myocytes","Papola",0.755169845136409
"9330133O14Rik_EndocardialCells","blue","EndocardialCells","9330133O14Rik",0.75482296614071
"Npepps_EndocardialCells","blue","EndocardialCells","Npepps",0.754351986743813
"Ryr2_Myocytes","blue","Myocytes","Ryr2",0.754078507519803
"Spen_SmoothMuscleCells","blue","SmoothMuscleCells","Spen",0.753757934735809
"Mettl7a1_SmoothMuscleCells","blue","SmoothMuscleCells","Mettl7a1",0.753688997633494
"Lmbr1_EndocardialCells","blue","EndocardialCells","Lmbr1",0.753666156088647
"Abhd11_EndocardialCells","blue","EndocardialCells","Abhd11",0.753643843365092
"Art3_Myocytes","blue","Myocytes","Art3",0.753317363818787
"Dync1li2_EndocardialCells","blue","EndocardialCells","Dync1li2",0.751975141898282
"Casq2_Myocytes","blue","Myocytes","Casq2",0.751560806914765
"Msrb3_Myocytes","blue","Myocytes","Msrb3",0.7514758723425
"Cdc14b_EndocardialCells","blue","EndocardialCells","Cdc14b",0.751396811269667
"Nagk_SmoothMuscleCells","blue","SmoothMuscleCells","Nagk",0.750646362360217
"Dhodh_EndocardialCells","blue","EndocardialCells","Dhodh",0.750497775168911
"Mmp11_SmoothMuscleCells","blue","SmoothMuscleCells","Mmp11",0.750462622454333
"Rarg_SmoothMuscleCells","blue","SmoothMuscleCells","Rarg",0.750226436850312
"Slc37a3_EndocardialCells","blue","EndocardialCells","Slc37a3",0.749952985684989
"Mrpl30_Myocytes","blue","Myocytes","Mrpl30",0.749264248791981
"Plcb3_EndocardialCells","blue","EndocardialCells","Plcb3",0.748828016484962
"Kctd12b_EndocardialCells","blue","EndocardialCells","Kctd12b",0.746924225386193
"Fus_Myocytes","blue","Myocytes","Fus",0.74663723380443
"Fgl2_Myocytes","blue","Myocytes","Fgl2",0.745543550076765
"Fktn_EndocardialCells","blue","EndocardialCells","Fktn",0.745462953289553
"Fibp_SmoothMuscleCells","blue","SmoothMuscleCells","Fibp",0.744412957029057
"Crybb3_EndocardialCells","blue","EndocardialCells","Crybb3",0.744083971856807
"Kctd6_SmoothMuscleCells","blue","SmoothMuscleCells","Kctd6",0.74393742073317
"Gm9776_EndocardialCells","blue","EndocardialCells","Gm9776",0.743769108269096
"Ddah2_EndocardialCells","blue","EndocardialCells","Ddah2",0.743300118813419
"Itfg3_Leukocytes","blue","Leukocytes","Itfg3",0.742933276266326
"Cep170_EndocardialCells","blue","EndocardialCells","Cep170",0.742844795865282
"Maz_SmoothMuscleCells","blue","SmoothMuscleCells","Maz",0.74223372569446
"Ttbk2_EndocardialCells","blue","EndocardialCells","Ttbk2",0.742050171764161
"Zfml_EndocardialCells","blue","EndocardialCells","Zfml",0.741557669659791
"Sertad1_SmoothMuscleCells","blue","SmoothMuscleCells","Sertad1",0.741277608498281
"Galk1_EndocardialCells","blue","EndocardialCells","Galk1",0.741098279634022
"Sec24d_EndocardialCells","blue","EndocardialCells","Sec24d",0.740541474704181
"Tbccd1_EndocardialCells","blue","EndocardialCells","Tbccd1",0.740254083987092
"Enpp6_EndocardialCells","blue","EndocardialCells","Enpp6",0.739868988692031
"5430405H02Rik_SmoothMuscleCells","blue","SmoothMuscleCells","5430405H02Rik",0.739255432116845
"Tsc2_EndocardialCells","blue","EndocardialCells","Tsc2",0.739140931816408
"Hrc_Myocytes","blue","Myocytes","Hrc",0.739129957860747
"Snx18_SmoothMuscleCells","blue","SmoothMuscleCells","Snx18",0.739076915821067
"Cmtm3_SmoothMuscleCells","blue","SmoothMuscleCells","Cmtm3",0.738862936405995
"Pigc_SmoothMuscleCells","blue","SmoothMuscleCells","Pigc",0.738357296314467
"Ccdc28b_SmoothMuscleCells","blue","SmoothMuscleCells","Ccdc28b",0.738294660259459
"Figf_EndocardialCells","blue","EndocardialCells","Figf",0.738207272177654
"Arhgap6_EndocardialCells","blue","EndocardialCells","Arhgap6",0.738099388906871
"4931408A02Rik_EndocardialCells","blue","EndocardialCells","4931408A02Rik",0.738051837573347
"AI837181_SmoothMuscleCells","blue","SmoothMuscleCells","AI837181",0.737508997116697
"Mrpl9_EndocardialCells","blue","EndocardialCells","Mrpl9",0.737469463906379
"Mlph_EndocardialCells","blue","EndocardialCells","Mlph",0.736829520690921
"Eif2c1_EndocardialCells","blue","EndocardialCells","Eif2c1",0.736679160526011
"Ppip5k2_EndocardialCells","blue","EndocardialCells","Ppip5k2",0.736579332828397
"Dmwd_EndocardialCells","blue","EndocardialCells","Dmwd",0.736211199018302
"Ulk1_EndocardialCells","blue","EndocardialCells","Ulk1",0.735666792236511
"Ccnk_EndocardialCells","blue","EndocardialCells","Ccnk",0.735489949586382
"Pusl1_EndocardialCells","blue","EndocardialCells","Pusl1",0.73471349101617
"Zfp286_EndocardialCells","blue","EndocardialCells","Zfp286",0.734702749728997
"Vegfb_Myocytes","blue","Myocytes","Vegfb",0.734190683037478
"Smpdl3a_SmoothMuscleCells","blue","SmoothMuscleCells","Smpdl3a",0.734065074315249
"Mxi1_EndocardialCells","blue","EndocardialCells","Mxi1",0.733630326283282
"Pear1_EndocardialCells","blue","EndocardialCells","Pear1",0.73359836924137
"Slc24a6_SmoothMuscleCells","blue","SmoothMuscleCells","Slc24a6",0.733369181903788
"Lrrc47_EndocardialCells","blue","EndocardialCells","Lrrc47",0.7332609008614
